Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	1	1					10259.7						16929.5							
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	26	20	189128	187610	195273	192401	200295	200040	193987	194475	194237	187049	189791	200225	193636	194685	202175	186565	192937	194375
O00214	LEG8_HUMAN	LGALS8	Galectin-8	3	3	96822.9	102322	103677	96847.4	107253	114119	109045	98595.1	106583	100293	95484.5	90812.2	95925.2	100586	97809.2	93951.1	90488.6	95101.3
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	5	5	1.5297e+06	1.3704e+06	1.50595e+06	1.53962e+06	1.40754e+06	1.41953e+06	1.44517e+06	1.64697e+06	1.54795e+06	1.32802e+06	1.61021e+06	1.56798e+06	1.41035e+06	1.36825e+06	1.47637e+06	1.47741e+06	1.50822e+06	1.53387e+06
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	4	4	36111.9	50274.9	49105.6	40926.3	53684.5	49365.1	55992.4	40135.9	48687	48746.9	43980.6	50817.9	51105.2	53595.2	54845.4	44213.3	47616.7	59796.3
O00221	IKBE_HUMAN	NFKBIE	NF-kappa-B inhibitor epsilon	3	3	62913.6	59824.5	73959.4	65336.9	61594.4	59957.7	66879.6	66328.7	62698.1	78305.4	69801.9	81171.5	74783.1	63259	74067.7	79120.6	64677.2	63830.6
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	24	23	1.28416e+06	1.40748e+06	1.38965e+06	1.38914e+06	1.35033e+06	1.3971e+06	1.3417e+06	1.39033e+06	1.39911e+06	1.41522e+06	1.36704e+06	1.42363e+06	1.41378e+06	1.46961e+06	1.44498e+06	1.39996e+06	1.45217e+06	1.46266e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	18	18	1.34865e+06	1.25243e+06	1.16648e+06	1.35537e+06	1.32665e+06	1.23e+06	1.32164e+06	1.41967e+06	1.25378e+06	1.36965e+06	1.42281e+06	1.29375e+06	1.35146e+06	1.39089e+06	1.30321e+06	1.36083e+06	1.29799e+06	1.30105e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	5	5	162808	155381	165734	181530	148471	158164	148905	149956	142085	186247	169685	171827	189043	183593	172812	211506	179628	178875
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	278939	263004	308001	272289	256863	333653	262318	306093	299596	274321	289899	321072	267283	297338	351200	282759	338640	361187
O00255	MEN1_HUMAN	MEN1	Menin	9	9	115250	108125	111843	112442	90986.6	110884	97675.2	99639.5	104791	114319	98880	119546	106529	85306.3	96979.6	116514	103293	113899
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	6	6	46016.3	48567	38879.7	49186.6	50095.7	44625.8	47754.9	48288.4	47273.9	45725	40886.1	39924.8	49283.2	50885.6	45906.3	38408.5	42134	44996.2
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	4	4	146038	122620	138207	143877	138991	130653	119546	137735	128245	140612	134519	143593	135565	116785	140990	146401	145387	132019
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	28	28	450604	449719	428599	460939	454196	415931	442907	465641	411489	454664	448689	438462	445916	436161	448689	444360	434878	435282
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	11	11	62981.6	58687.9	57325.1	38077.8	56743	54557.4	50216.7	53538.2	53291.4	57603.1	55190	61289.9	69474.1	55125.7	51841.4	49399.7	66791.4	60230.8
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	7	7	312302	334807	337823	294306	356246	362570	346709	364691	363385	306920	310233	342800	294996	337716	336101	333830	325555	318834
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	2	2	16134.9	12607.2	16581	15591.4	11296.4	14250.3	13768.5	20533	17435.8	17874.2	13205.3	12880.3	20100.1	13759.2	14186.8	15880.6	14479.6	13446.8
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	9	9	152960	163552	163396	149571	158415	157031	159545	165232	186511	144161	150807	164945	171010	154303	158206	144562	157772	172274
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	8	8	1.31596e+07	1.01936e+07	1.11368e+07	1.35336e+07	1.12703e+07	1.06493e+07	1.13915e+07	1.06869e+07	1.06639e+07	1.36759e+07	1.16634e+07	1.27637e+07	1.46348e+07	1.16464e+07	1.15772e+07	1.11706e+07	1.09312e+07	1.07145e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	497806	490934	422741	457238	446309	429323	461411	490652	467724	518524	492524	465088	522906	489706	463465	510007	507600	523718
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	7	6	40387.9	41810.3	42947.1	37833.7	42766.6	42569.5	41186.8	34648.9	44922.4	40227.1	43517.9	47234.3	40981.7	47347.8	40404.3	42351.2	40735.3	43365.1
O00311	CDC7_HUMAN	CDC7	Cell division cycle 7-related protein kinase	8	8	53633.8	59697	59928.7	52434.5	59492.4	59781	56183.6	60746.1	62928.2	51283	52411.2	62683.7	50379.3	54463.8	56961.4	57629.4	51906.1	54844.2
O00329	PK3CD_HUMAN	PIK3CD	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	2	2					9771.23	10233	13828.5								11090.2			
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	164004	157798	172775	136618	149129	144886	148816	158429	144889	140614	147174	130475	140421	145675	146758	145868	151289	155136
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	194940	185471	203729	176480	203655	215870	194165	194164	194655	226862	228819	223201	210588	226783	223375	221435	214729	236674
O00401	WASL_HUMAN	WASL	Actin nucleation-promoting factor WASL	2	2	34813.5	32949.7	34608.4	31046.4	30994.2	41977.5	37604.5	35432.9	41114.6	43396.8	34149.8	39670.1	34531.4	39621.4	42936.7	36627.2	35130.2	43792
O00410	IPO5_HUMAN	IPO5	Importin-5	27	25	1.61726e+06	1.71337e+06	1.75614e+06	1.78252e+06	1.77452e+06	1.7866e+06	1.74618e+06	1.73151e+06	1.70367e+06	1.6598e+06	1.61911e+06	1.76308e+06	1.70338e+06	1.74471e+06	1.75283e+06	1.72474e+06	1.72713e+06	1.79785e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	23	23	103205	103152	105102	108299	105358	111225	109498	112229	108016	116002	110310	108536	113084	110898	118322	116935	110571	116728
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	14	14	203848	193331	218876	212441	197026	207825	191965	211115	205952	201973	197435	190018	193595	192495	202082	207142	201031	201666
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	1.33506e+06	1.0606e+06	1.04169e+06	1.07641e+06	1.17131e+06	1.07872e+06	1.11857e+06	1.04306e+06	1.05898e+06	1.35358e+06	1.22798e+06	1.10117e+06	1.29015e+06	1.26059e+06	1.19453e+06	1.22292e+06	1.10683e+06	1.20148e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	14	14	1.73972e+06	1.70544e+06	1.8291e+06	1.81015e+06	1.79977e+06	1.84695e+06	1.80142e+06	1.82001e+06	1.78331e+06	1.8194e+06	1.78438e+06	1.80661e+06	1.8605e+06	1.87255e+06	1.83128e+06	1.78221e+06	1.7616e+06	1.81645e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	27	27	466525	450633	443284	478917	444337	438249	450924	441189	436398	461999	425058	445814	432014	454732	438185	448424	436852	452354
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	7	7	207416	210317	211440	210073	190403	187705	192922	208055	191847	211340	201900	213162	209417	212567	201277	216673	208726	189932
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	15	15	149086	127747	121334	118710	116199	132113	134205	143541	116887	143444	140531	129306	119882	144304	139595	132666	126154	139089
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	3	3	39131.3		27780.8			14386.5				35733.1	42814.4	29525.3	37392.8	39949.9	33666.4	31240.9	27038.4	26501.8
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	14	13	137295	135686	129235	148783	132377	128696	143500	122814	144382	152625	142569	146900	163621	156838	136133	131176	146132	134720
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	12	12	110726	99415.9	103479	109750	98064.8	99351.8	104059	102268	96755.2	110073	97732.4	102495	103681	102369	103126	107166	106047	106089
O00468	AGRIN_HUMAN	AGRN	Agrin	1	1	20080.5		17828.4	13877.4		14181.7	13806.6	15004.4		13510.6					11160.3	10428.6		
O00470	MEIS1_HUMAN	MEIS1	Homeobox protein Meis1	1	1	39092.9	69938.4	65055.5	53558.2	60861.5	66727	64395	60829.7	56032.1	55020.8	48896.1	53892.3	44624.6	55915.2	37635	34765.2	45113.9	54027.2
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	13	13	121806	118262	125953	124125	121664	120654	115297	124816	130868	107067	119112	113738	113685	119455	122715	109297	98770.4	108011
O00483	CXFA4_HUMAN	COXFA4	Cytochrome c oxidase subunit FA4	3	3	458930	497576	485403	431831	508241	493374	438617	525150	416188	515858	574900	527800	540312	612586	518746	546944	563738	571174
O00487	PSDE_HUMAN	PSMD14	Ubiquitin C-terminal hydrolase PSMD14	9	8	829889	859998	868041	843975	855262	888450	850746	958087	883529	772993	825654	814768	776523	776117	797724	773854	767721	755758
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	253921	236325	210687	222623	234045	233269	251250	240769	219828	213848	205223	232492	254805	211676	205802	256700	246615	211128
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	9	5	167472	148474	136510	153958	154388	146345	143531	142105	141494	196992	181604	169460	173662	189210	171430	170842	188746	175644
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	2	2	106231	81716.5	79786.2	83153	84279.1	99160.8	92535.4	80517	89866.9	81117.9	94600.1	86523	85975.9	88580.3	93866.5	86021.1	91768.7	75929.1
O00507	USP9Y_HUMAN	USP9Y	Ubiquitin carboxyl-terminal hydrolase 9Y	2	2		37896.8	29150		45785	46001.4					19168.8					49813.8		
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	1	1														7401.64				
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	3	3	16326.7	20935.6	9260.07	15014.2	16664	16583.2	16866.6	14437.3	16153.6	14084.9	14027.6	14391	15762.6	12643.1	14864.1	13107.7	11811.4	15291.8
O00541	PESC_HUMAN	PES1	Pescadillo homolog	10	10	516696	508961	514645	510787	485572	502676	490530	535134	496595	482099	482612	484973	488536	502118	476429	479329	474382	496295
O00559	RCAS1_HUMAN	EBAG9	Receptor-binding cancer antigen expressed on SiSo cells	1	1	47336.2	49129.9	47184.4	46472.2	32308.8	47505	46862.8	48708.2	27443.9	54039.9	43856.3	42951	38778.5	50010.3	44747.8	49809.8	49814.1	47442.3
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	4	4	203794	189535	168254	196761	191765	186695	184928	193948	168810	227356	203022	194256	212904	216922	184361	221606	231301	203740
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	2	2	6106.25		11999.6						16778.6		5896.02					15300.4		
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	15	15	1.09544e+06	1.14225e+06	1.13035e+06	1.12974e+06	1.11234e+06	1.13827e+06	1.13567e+06	1.14358e+06	1.18885e+06	1.05884e+06	1.06594e+06	1.14429e+06	1.04546e+06	1.07265e+06	1.1196e+06	1.07065e+06	1.07535e+06	1.08582e+06
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	21	21	229757	237452	245475	256760	244347	252171	248196	256532	252833	243784	235924	243509	240902	251011	238173	239769	239383	233340
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	26	10	5.25279e+06	5.16411e+06	5.17475e+06	5.39455e+06	5.2687e+06	5.07783e+06	5.16731e+06	5.6193e+06	5.25524e+06	5.33078e+06	5.1793e+06	5.24636e+06	4.96338e+06	5.07661e+06	4.91524e+06	5.00277e+06	5.01334e+06	4.94203e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	4	4	77339.3	80507.8	84233.1	79485.1	89072.2	87223.2	83218.2	96334.6	80515.7	84345	90946.6	64019.9	78553.8	82401.3	83646.4	74501.3	91695.7	83332
O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	1	1								4847.97		6028.15	4989.55				2573.17			
O00625	PIR_HUMAN	PIR	Pirin	7	7	98492	99719.2	91222.1	70726.4	90631.1	98661.7	88703.1	102874	85040.6	81282.4	96908.6	91196.4	87209.4	85420.3	85177.9	92835.1	88825.2	91485.9
O00628	PEX7_HUMAN	PEX7	Peroxisomal targeting signal 2 receptor	2	2		50906.8	43349.9	45900.3	44084	41669		36369.4	35070.5			38488.2			33297.9	33223.6		30741.1
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	4	4	620530	555621	561554	513404	414200	421193	562094	519977	420086	590973	526124	506774	536364	482118	516093	678442	532763	494279
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	3	3	22230.1	30145	28032.3	34051.5	35616.3	20758.8	43943.4	33717.1	27984	38803.1	30514	29075.7	28992.7	31463.2	34915.5	23045	32846.8	28673.4
O00716	E2F3_HUMAN	E2F3	Transcription factor E2F3	3	3	119071	103303	104638	111427	106109	105307	111657	128366	115943	118407	126943	132249	103443	111472	92755.6	111915	111943	111423
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	162459	183439	187874	187695	197523	207917	181727	201552	203676	181061	188040	175063	187923	193983	171532	187338	180608	184471
O00746	NDKD_HUMAN	NME4	Nucleoside diphosphate kinase D, mitochondrial	2	2	19194.9	19571.7	22838.2	20587.2	20638.6	21851.3	22180.5	17773.2	27860.4	17809.5	18384.9	16018.9	19502.3	21640.4	21667.9	16997.9	23453.6	19067.3
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	7	7	89570	83705.1	69755.8	84543.9	89329.3	88919.6	81579.1	88116.1	81190	86712.1	90655.8	74606.7	81373.8	88888.1	78789.8	83648.5	83307.7	85541.4
O00763	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2	3	3	18265.9	19411.2	20664.7	21661.2		20319		21266.9	23324.4		21024.5			21857.5		20719.2	20151.1	
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	10	10	523753	557324	510248	540550	522269	512395	534893	543573	514063	540803	523488	515222	530654	523542	501923	519199	514279	503260
O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	1	1	51415.2	41010.7	49207.4	49899.4	42456.6	43249.3	50464.4	49866.2	41630.4	42551	46107.3	47282.5	47742	40305.5	47057	27558.9	45339	43767.3
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	7	7	117294	123617	131675	113606	110512	109417	108735	121235	117086	57562.6	53704.9	60217.4	55423.8	55560.4	58103.5	58521.4	60534.5	58691.3
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	31781.9				30536.8			32005.7					18315.4					
O13516;P05755	RS9A_YEAST;RS9B_YEAST	RPS9A;RPS9B	Small ribosomal subunit protein uS4A	9	0	2.86401e+06	3.22495e+06	3.09673e+06	3.17551e+06	3.11121e+06	2.93762e+06	2.95456e+06	3.0701e+06	2.94767e+06	1.64486e+06	1.80656e+06	1.57388e+06	1.53036e+06	1.63995e+06	1.60221e+06	1.6582e+06	1.73463e+06	1.60724e+06
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	9108.55	20746							19417.9									
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	2	2	236973	251005	224387	236736	221303	239756	206905	229085	201499	139205	137790	125789	118783	141698	133509	133196	113226	124260
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	4	4	61428.2	62054.4	66672.6	57837.9	60005.8	65596.9	66364.1	64131	62247.2		32519.5	35016.3	34877.3	32100.7	29833.8	32614.7		32444.4
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	5	1	936663	1.05236e+06	1.22857e+06	930982	941577	1.1336e+06	978655	1.0588e+06	1.22612e+06	437245	541626	584487	514335	539296	613292	386962	521390	662053
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	4	4	1.86845e+06	1.83039e+06	1.8835e+06	1.69237e+06	1.7699e+06	1.78547e+06	1.80508e+06	1.88301e+06	1.86022e+06	931928	896834	932759	941291	876208	933135	970380	846496	918743
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	2	2	19256.3				20094.8			27491.2	18594.7						19412.3			
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	34	32	381046	385520	379441	381634	375073	380856	377873	389022	372534	387088	361733	377079	374889	363583	371226	384403	358726	376540
O14508	SOCS2_HUMAN	SOCS2	Suppressor of cytokine signaling 2	3	3	79336.5	62124.4	71166	73169.3	82531.8	74590.8	79367.2	77249.4	75399.2	78699.2	72062.5	71924	73114.4	68266.2	74736.5	75242.1	70272.4	76313.1
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	1	1	19510.5	15479.4	19887.2		20461.5		16622.2	19588.3		15692.5		13372	10611.9	23409.6				16212.4
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2	2	186100	242824	235759	206980	225259	245019	207627	261418	243992	194150	249297	226096	251599	260369	270354	258114	220931	267832
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	1	1	6646.88									11088.1	5651.85	2763.24	4969.97	5052.9	4252.07	4447.37	5836.12	8096.38
O14526	FCHO1_HUMAN	FCHO1	F-BAR domain only protein 1	12	12	107288	110747	104277	106317	106529	105952	103249	98245.7	107220	105364	110140	109993	90519.9	99743.6	107323	104489	105222	105958
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	511424	540026	539294	530092	551761	563528	543742	578742	563730	505129	521965	531518	505555	525038	508267	511189	524610	500931
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	7	7	913598	887755	827850	1.02632e+06	932771	826869	919469	871782	770917	1.03934e+06	890171	873032	1.10207e+06	971402	913963	987860	858245	864625
O14548	CO72L_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A2-like, mitochondrial	1	1	81682.4	80017.5		66372.2	56012.6	44653.7	53386.7	51236.3	78084.9	110609	113750	107765	121021	117101	99566.5	99689.8	152403	148645
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	1.50057e+06	1.69529e+06	1.38883e+06	1.48768e+06	1.56304e+06	1.50731e+06	1.53098e+06	1.52163e+06	1.523e+06	1.77903e+06	1.76632e+06	1.70012e+06	1.68266e+06	1.76655e+06	1.7876e+06	1.84127e+06	1.7312e+06	1.79224e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	7	7	211478	205720	196764	186886	168391	198383	192186	185408	171847	221050	191141	188218	214907	183880	180204	218738	203572	180015
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	20	20	299648	304846	313756	319996	290574	320025	324451	306274	294324	288677	299638	293534	290211	316203	302791	268054	303426	271003
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	632144	665852	670664	673706	677928	734349	660045	694262	698996	633686	656950	643484	605411	631292	671229	633204	613547	648234
O14593	RFXK_HUMAN	RFXANK	DNA-binding protein RFXANK	3	3	23619.2	23134.5	20865	27252.5	32181	25396.9	23492.3	24839.1	27097.6	20819.5	20712.1	20974.8	18323.3	23826.8	26124.1	20727	21582.2	24960.5
O14602;P47813	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	3	0	2.50299e+06	2.31346e+06	2.17698e+06	2.36141e+06	2.4531e+06	2.40297e+06	2.43572e+06	2.46053e+06	2.40485e+06	2.68039e+06	2.52136e+06	2.40161e+06	2.61099e+06	2.65408e+06	2.55481e+06	2.69858e+06	2.48488e+06	2.60688e+06
O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2	1	1				17709.6				14928.6			18715	8977	16490.1	13229	21735.3			17463.3
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	19	19	410150	439214	454509	419249	441925	475892	449955	442980	476993	425065	431904	440399	424345	432532	434976	407465	400560	461656
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	73656.1	86028.4	83448.2	89191.9	82671.5	82093	82391.9	87588.1	81156	92146.8	83021.8	94465.4	90779.9	76128.4	83581.7	81809.9	90697.8	84147.6
O14628	ZN195_HUMAN	ZNF195	Zinc finger protein 195	3	3	30514.6	34903.9	35252.8	30075.2	36755.8	32444.3	22865.2	36488.6	30825.7	30459	35622.8	32135.8	25501	31015.5	32970.2	29239.3	30245.3	28896.1
O14638	ENPP3_HUMAN	ENPP3	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	3	3						24398.4	31483.3	32662.2		34421.2		17399.6	34069.1		21142.3	34035.9		
O14640	DVL1_HUMAN	DVL1	Segment polarity protein dishevelled homolog DVL-1	3	2	18848.8	21938.1	19231.5	19283.7	16324	21032.4	15632.3	15272	16862.7	20726.7	17213.4	12496.6	17432.3	19688.2	20347.8	15629.1	20879.2	21834.9
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	6	5	64735.6	56092.4	76062.7	61045.1	68987.5	68150	61128.5	66848.3	58148.1	77817.3	68287.9	67292.6	70445.9	75168.6	83196.3	77409.8	73330.4	64664.2
O14646	CHD1_HUMAN	CHD1	ATP-dependent chromatin remodeler CHD1	29	24	210268	209650	206885	212650	203469	213901	207575	206050	206719	212455	217908	211348	212708	213967	211379	225603	214675	212933
O14647	CHD2_HUMAN	CHD2	ATP-dependent chromatin remodeler CHD2	10	10	46427.1	41546.1	44370.2	43863.6	39320	47033.2	45801.8	43492.5	42894.9	41991.8	43566	41367.3	42280.5	43032.3	43926.6	42095.9	46944	48132.3
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	4	4	72035.3	72829.9	72707.9	75971.3	89670.9	74371.8	73068.1	76081.2	71373.4	78851.9	77592	76031.7	73982.4	82966.2	63923.1	73147.3	84590.1	77712.2
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	605930	600335	609588	561957	628611	535267	565023	653763	588919	607226	619556	669052	594532	582634	569822	576516	571659	571154
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	45302.6	49719.3	54088.2	56747.6	54037.7	56395.9	51492.6	48225.4	50008.7	54616.4	56037.7	49510.2	57352.1	53358.2	55907.6	45963	41541.2	55491.4
O14662	STX16_HUMAN	STX16	Syntaxin-16	7	7	62893.6	65133.3	62462	59484.7	62008.8	67687.8	51233.7	58506.6	65130.8	61224	60654.4	64501.1	58376.4	52078.1	60178.6	60334.4	57593.5	57902.4
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	5	5	50407.7	52210.3	56321.8	50632.8	56128.5	47348.7	56757.4	57248.5	57016.8	45278.7	49677.3	51047	49457.8	50595.4	47050.8	48000	47990.3	51227.9
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	35	33	88723.2	83803.4	90147.3	92900.9	92067.4	97586	89249.9	98881.3	92856.7	94992.3	96860.7	91351.6	89402.8	94035.9	88041.6	95177.3	87394.3	88091.3
O14713	ITBP1_HUMAN	ITGB1BP1	Integrin beta-1-binding protein 1	1	1	52334.4	64713	42100.1	22458.1	47003.1	38915.3	43615.2	33572.3	37502.6	37155.5			33439.1	33104.2	29366.7			41495.9
O14717	TRDMT_HUMAN	TRDMT1	tRNA (cytosine(38)-C(5))-methyltransferase	2	2	30621.3	47502.7	56610.8	51370	6434.06	53303.3			47018.5	46635.3	49448.8	59004.7	39500.3		28747.6	32877.2	50727	49223.7
