Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.26138e+06	5.80963e+06	5.64373e+06	5.35939e+06	5.54139e+06	5.84092e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	2	2	4.439e+06	3.75471e+06	4.05276e+06	4.64714e+06	3.57163e+06	4.46726e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	1.9771e+06	1.52255e+06	2.70817e+06	1.87772e+06	2.27206e+06	2.19928e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	5.83002e+06	5.76572e+06	4.87325e+06	5.0846e+06	4.85337e+06	5.7544e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.01739e+06	9.00279e+06	7.85248e+06	7.59173e+06	8.734e+06	7.64786e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	13	13	1.93148e+07	1.94061e+07	1.94741e+07	1.94992e+07	1.88368e+07	1.93219e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	19	19	1.01857e+08	9.94581e+07	1.07713e+08	1.06134e+08	9.97173e+07	1.04235e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	22	22	2.33978e+07	2.42708e+07	2.44092e+07	2.39671e+07	2.40177e+07	2.39454e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.42178e+07	5.67241e+07	5.46489e+07	5.24274e+07	5.83095e+07	5.16717e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	9.08763e+06	9.50451e+06	9.05286e+06	9.08632e+06	8.82534e+06	9.21685e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		7	7			4.96873e+06	5.324e+06		5.29601e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	16	16	6.17711e+07	6.05662e+07	5.99197e+07	5.95992e+07	5.99127e+07	6.12172e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	17	17	1.09607e+07	1.14994e+07	1.12937e+07	1.12799e+07	1.112e+07	1.12665e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	2.36425e+06	2.28887e+06	1.89143e+06	1.75422e+06	2.26475e+06	2.16944e+06
P08368	CREB_ECOLI	creB	Transcriptional regulatory protein CreB	1	1	1.66217e+06	1.06706e+06	1.41343e+06			
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	7.53374e+06	7.49804e+06	7.18326e+06	6.90558e+06	7.48613e+06	7.00371e+06
P08390	USG_ECOLI	usg	USG-1 protein	8	8	1.80816e+07	1.79258e+07	2.00167e+07	1.99067e+07	1.78373e+07	1.94554e+07
P08395	SPPA_ECOLI	sppA	Protease 4	14	14	9.55009e+06	9.83338e+06	9.40452e+06	9.36395e+06	9.58934e+06	9.43958e+06
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	16	16	2.43444e+07	2.4228e+07	2.50492e+07	2.49582e+07	2.48266e+07	2.46639e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	2.74566e+07	2.78327e+07	2.75317e+07	2.69618e+07	2.85815e+07	2.7797e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	10	10	3.23501e+07	3.49107e+07	2.93756e+07	3.14352e+07	3.09109e+07	3.08844e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		6	6			3.10181e+06	3.09812e+06		2.64355e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	31	31	3.22687e+08	3.20184e+08	3.17067e+08	3.17509e+08	3.14497e+08	3.24727e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	17	17	6.16646e+06	6.47479e+06	6.13027e+06	6.16056e+06	6.14737e+06	6.08715e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.17587e+07	4.26055e+07	4.19812e+07	4.14244e+07	4.24371e+07	4.22849e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	6.85874e+06	7.86725e+06	7.09137e+06	7.48111e+06	6.38978e+06	7.12647e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2	2.80149e+06	2.73007e+06	2.54479e+06	2.52805e+06	2.77106e+06	2.57758e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10	2.28466e+07	2.37056e+07	2.32386e+07	2.26291e+07	2.38095e+07	2.39622e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	5	5	1.07844e+07	1.17123e+07	1.16746e+07	1.20726e+07	1.14455e+07	1.12335e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	6	6	1.9173e+07	1.82531e+07	1.92799e+07	1.82265e+07	1.8109e+07	1.73018e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	20	20	5.58922e+07	5.73428e+07	5.7815e+07	5.65094e+07	5.71933e+07	5.70733e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	11	11	3.03663e+07	2.97593e+07	3.04593e+07	3.03021e+07	3.02413e+07	3.00284e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	9	9	4.6696e+06	4.55773e+06	4.74126e+06	4.71484e+06	5.04507e+06	4.86237e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	21	15	1.49951e+07	1.51646e+07	1.52699e+07	1.50384e+07	1.49016e+07	1.54231e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	11	11	7.22444e+06	8.09973e+06	7.72698e+06	7.6813e+06	8.18996e+06	7.95951e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	6	6	2.64075e+07	2.4854e+07	2.43007e+07	2.366e+07	2.52924e+07	2.44853e+07
P09169	OMPT_ECOLI	ompT	Protease 7	13	12	2.29291e+07	2.18586e+07	2.19487e+07	2.14424e+07	2.18517e+07	2.25798e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		3	3			2.01581e+06	2.06437e+06		2.12519e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	4.04494e+06	4.10329e+06	3.57975e+06	3.52994e+06	4.42164e+06	4.12286e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.62601e+06	1.84698e+06	1.86879e+06	1.752e+06	1.69378e+06	1.88965e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	8	8	1.78501e+08	1.66192e+08	1.77541e+08	1.71126e+08	1.64888e+08	1.72442e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	66	61	1.79116e+09	1.74016e+09	1.91592e+09	1.90113e+09	1.73208e+09	1.89568e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	13	13	2.62043e+07	2.80993e+07	2.77715e+07	2.7461e+07	2.71722e+07	2.75112e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	1.87728e+07	1.80511e+07	1.86629e+07	1.82006e+07	1.93736e+07	1.79782e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14	2.08144e+07	2.12547e+07	2.09659e+07	1.98321e+07	2.03082e+07	2.11445e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	8.67198e+06	9.73607e+06	9.66708e+06	9.57979e+06	9.10132e+06	9.36576e+06
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	39	39	9.66735e+06	9.51533e+06	9.96967e+06	9.45968e+06	9.57789e+06	9.56686e+06
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	6	6	2.61897e+07	2.44165e+07	2.43022e+07	2.56192e+07	2.40303e+07	2.34134e+07
P09980	REP_ECOLI	rep	ATP-dependent DNA helicase rep	1	1			2.44432e+06		1.32797e+06	
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	22	22	1.29565e+07	1.34444e+07	1.2911e+07	1.22825e+07	1.26949e+07	1.30568e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	5	5	4.27433e+06	4.65855e+06	4.26473e+06	3.76875e+06	4.35105e+06	3.8619e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	14	14	8.51405e+08	8.23046e+08	8.22154e+08	8.35415e+08	8.24463e+08	8.34991e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.10653e+09	1.11491e+09	1.0561e+09	1.00615e+09	1.09901e+09	1.06971e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.10988e+07	1.1283e+07	1.20913e+07	1.14286e+07	1.18832e+07	1.10046e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	9.33464e+07	9.07958e+07	9.31441e+07	9.28237e+07	9.05859e+07	9.21943e+07
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	7	7	9.88183e+06	1.00676e+07	9.44491e+06	9.53728e+06	9.64376e+06	9.44308e+06
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.19947e+07	1.15583e+07	1.05698e+07	1.23486e+07	1.12834e+07	1.17499e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.24762e+07	2.33703e+07	2.21455e+07	2.17501e+07	2.338e+07	2.29195e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	9.0395e+07	9.36821e+07	9.60745e+07	9.60726e+07	9.32707e+07	9.84008e+07
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	9	9	1.64432e+07	1.6823e+07	1.64257e+07	1.65895e+07	1.47322e+07	1.62371e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	3.79884e+07	3.74252e+07	4.18636e+07	3.9734e+07	3.85295e+07	4.07049e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	2.95442e+07	3.12122e+07	2.8658e+07	3.10301e+07	2.93289e+07	2.97757e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	11	11	4.02427e+07	4.12687e+07	4.09176e+07	4.14571e+07	4.05829e+07	4.09112e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19	1.42985e+07	1.42704e+07	1.44977e+07	1.42343e+07	1.40363e+07	1.43295e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	35	35	5.79131e+08	5.75608e+08	5.92005e+08	5.90325e+08	5.62013e+08	5.9172e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.55446e+08	6.40688e+08	6.43167e+08	6.61537e+08	6.48716e+08	6.84319e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	2	2	1.62604e+07	1.62502e+07	1.73698e+07	1.73346e+07	1.53354e+07	1.56025e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.30072e+08	1.2683e+08	1.40448e+08	1.35317e+08	1.36115e+08	1.38628e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	21	21	8.63731e+07	8.49627e+07	8.16458e+07	8.56537e+07	8.4216e+07	8.50095e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	28	28	7.81251e+07	7.90746e+07	7.87363e+07	7.68743e+07	7.90738e+07	7.86265e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.30633e+06	1.38047e+06	1.1223e+06	1.02799e+06	1.33184e+06	1.05583e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.40098e+07	4.52548e+07	4.47433e+07	4.48853e+07	4.44358e+07	4.60129e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	9	9	1.29502e+07	1.37126e+07	1.32981e+07	1.2911e+07	1.50672e+07	1.28791e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	5.04494e+06	4.74663e+06	4.55181e+06	4.4082e+06	4.56516e+06	4.71512e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	2	2	4.69586e+07	5.01095e+07	5.0751e+07	5.03124e+07	5.19667e+07	4.69991e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	5.08856e+06	5.15302e+06	4.69423e+06	4.8277e+06	4.82789e+06	4.80644e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	5	5	1.4575e+06	1.53861e+06	1.58959e+06	1.54478e+06	1.61976e+06	1.41732e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.07391e+07	6.08407e+07	5.96254e+07	5.99472e+07	6.00383e+07	5.93211e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	3	3	1.25545e+06	1.34383e+06	1.20699e+06		1.39524e+06	1.08484e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	9.38012e+07	9.81084e+07	9.69441e+07	9.7024e+07	9.8804e+07	9.7299e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20	1.2538e+08	1.25535e+08	1.2945e+08	1.2782e+08	1.27732e+08	1.28134e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	9.41285e+07	9.39417e+07	9.53223e+07	9.55629e+07	9.54127e+07	9.67281e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.50442e+08	1.47819e+08	1.51999e+08	1.50727e+08	1.47692e+08	1.48246e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	8.25019e+06	8.47277e+06	8.98731e+06	8.03696e+06	8.44056e+06	8.51177e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.08466e+07	1.98155e+07	2.39658e+07	2.2122e+07	2.112e+07	2.15516e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	2	2	1.10155e+07	1.27369e+07	1.34018e+07	1.36042e+07	1.35195e+07	1.38288e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	40	40	7.77619e+08	7.66667e+08	8.21258e+08	8.107e+08	7.63121e+08	8.07187e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	5.64837e+08	5.84353e+08	5.62147e+08	5.71114e+08	5.49264e+08	5.77837e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	5	5	8.70043e+07	8.22712e+07	7.83918e+07	7.79867e+07	8.24877e+07	8.19729e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.46655e+09	1.4494e+09	1.55415e+09	1.55215e+09	1.42992e+09	1.55559e+09
P0A6P5	DER_ECOLI	der	GTPase Der	18	18	2.61062e+07	2.79458e+07	2.6954e+07	2.76611e+07	2.73354e+07	2.72286e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	5.97963e+07	5.73083e+07	6.12794e+07	5.96593e+07	5.93194e+07	6.11272e+07
P0A6P9	ENO_ECOLI	eno	Enolase	26	26	1.14721e+09	1.10835e+09	1.13503e+09	1.13078e+09	1.10533e+09	1.14358e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	9	9	8.08298e+07	7.90632e+07	7.72625e+07	7.8306e+07	7.65827e+07	7.82085e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	9.94258e+07	1.0146e+08	9.84212e+07	9.60341e+07	1.01954e+08	9.86624e+07
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	7	7	6.85318e+07	6.93561e+07	7.22808e+07	7.05966e+07	7.27827e+07	6.99087e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	2.61522e+07	2.60611e+07	4.0293e+07	3.43216e+07	2.64736e+07	3.57746e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	5.18198e+06	5.76652e+06	5.638e+06	5.54302e+06	5.8118e+06	5.63404e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.38993e+07	2.49263e+07	2.26196e+07	2.45579e+07	2.21508e+07	2.41018e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	25	25	2.35376e+08	2.30373e+08	2.33557e+08	2.33056e+08	2.31821e+08	2.34347e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	7	7	1.49299e+07	1.54517e+07	1.51077e+07	1.57805e+07	1.50592e+07	1.51204e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.04509e+07	2.08292e+07	1.97247e+07	1.97975e+07	2.01516e+07	1.94141e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.24108e+07	1.19995e+07	1.26488e+07	1.23194e+07	1.15747e+07	1.27693e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18	1.92447e+07	1.9155e+07	2.00764e+07	1.98132e+07	2.01746e+07	1.99572e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	1.7621e+07	1.72379e+07	1.74594e+07	1.67704e+07	1.72108e+07	1.79911e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.16778e+07	1.20918e+07	1.26048e+07	1.24049e+07	1.25199e+07	1.22495e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	8	8	2.91355e+07	3.12002e+07	2.95278e+07	2.88182e+07	3.10078e+07	2.89093e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	9	9	4.82113e+07	4.75507e+07	4.72665e+07	4.89485e+07	4.91908e+07	4.68212e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	2	2	1.60396e+06	1.706e+06	1.61573e+06	1.57756e+06	1.7473e+06	1.768e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	3.4888e+06	4.45177e+06	3.92429e+06	3.69853e+06	3.89363e+06	4.13765e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11	1.02699e+08	1.03397e+08	1.02074e+08	9.98679e+07	1.06366e+08	1.01378e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	10	10	2.52117e+07	2.53331e+07	2.40464e+07	2.48386e+07	2.40221e+07	2.47674e+07
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	2.37115e+06	2.57153e+06	2.54795e+06	2.66488e+06	2.5162e+06	2.36004e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9	2.01716e+08	2.07781e+08	1.91022e+08	1.94279e+08	2.0631e+08	1.9511e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	3	3	5.40511e+07	5.62656e+07	4.94334e+07	5.738e+07	5.15947e+07	5.80702e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	3.97703e+07	3.97996e+07	3.94937e+07	3.97001e+07	4.0293e+07	3.8882e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	42	42	3.70521e+08	3.65017e+08	3.58767e+08	3.69392e+08	3.5859e+08	3.7436e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	19	19	2.59988e+07	2.55979e+07	2.41098e+07	2.52649e+07	2.53151e+07	2.44275e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	42	42	1.13917e+08	1.1077e+08	1.09782e+08	1.10921e+08	1.13517e+08	1.12207e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	7.99912e+06	8.63975e+06	7.13581e+06	7.61783e+06	8.30266e+06	7.46146e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	34	34	8.85669e+07	8.82034e+07	8.11415e+07	8.31981e+07	8.8673e+07	8.35748e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	3.05609e+08	3.0071e+08	2.97273e+08	2.95326e+08	2.93982e+08	2.93945e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	16	16	1.6091e+08	1.56315e+08	1.58582e+08	1.62681e+08	1.36044e+08	1.69168e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	12	12	2.01122e+08	1.94357e+08	2.07535e+08	2.08585e+08	1.97793e+08	2.09532e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	10	10	1.14552e+07	1.12623e+07	1.1503e+07	1.15e+07	1.14205e+07	1.14429e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.10579e+07	5.00137e+07	4.9178e+07	4.80897e+07	5.06366e+07	5.07366e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	2	2	2.93633e+06	2.01505e+06	1.76492e+06	1.88274e+06	2.06209e+06	2.22465e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	4	4	6.94472e+06	6.82879e+06	7.1087e+06	6.90316e+06	7.32757e+06	7.01959e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	2.74245e+07	2.55165e+07	2.68963e+07	2.84478e+07	2.61059e+07	2.81339e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	9.60464e+07	1.0022e+08	9.24549e+07	9.3925e+07	9.81768e+07	9.09226e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	4.95428e+06	4.54291e+06	4.3106e+06	4.28631e+06	4.2156e+06	4.49795e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.39636e+07	3.26601e+07	3.5218e+07	3.1792e+07	3.52357e+07	3.39337e+07
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	14	14	3.83601e+07	3.88263e+07	4.14433e+07	4.05657e+07	4.02691e+07	3.95744e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	2	2	2.50293e+06	2.78208e+06	2.65426e+06	2.7164e+06	2.27359e+06	2.29295e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	3.07068e+07	3.41232e+07	3.13902e+07	3.00491e+07	3.19559e+07	3.08214e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	6.45403e+07	6.67837e+07	6.82535e+07	6.86435e+07	6.66638e+07	6.91277e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	767180	758806	810377		742345	806563
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.07698e+08	1.09768e+08	1.00807e+08	1.00431e+08	1.11608e+08	1.00289e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	2.06694e+07	2.08038e+07	2.47255e+07	2.33735e+07	2.22328e+07	2.34544e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	9	9	7.74227e+06	7.48973e+06	7.51671e+06	7.62357e+06	8.20356e+06	8.26936e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	4.55353e+07	4.53028e+07	4.63533e+07	4.58442e+07	4.40843e+07	4.65403e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8	3.98019e+07	3.96527e+07	3.95816e+07	3.79908e+07	4.00675e+07	3.83938e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	14	14	1.51965e+08	1.44908e+08	1.82656e+08	1.7067e+08	1.57932e+08	1.66014e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	26	26	1.61828e+09	1.53683e+09	1.55127e+09	1.6029e+09	1.53125e+09	1.57394e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	1.18602e+07	1.06071e+07	1.14846e+07	1.12513e+07	9.92094e+06	1.08181e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	6	6	1.35595e+06	1.30135e+06	1.16654e+06	1.18564e+06	986120	1.15394e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	15	15	1.47511e+07	1.57704e+07	1.51281e+07	1.48713e+07	1.6149e+07	1.46e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	10	10	4.19216e+08	4.33944e+08	3.88282e+08	4.07901e+08	4.30444e+08	4.03226e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	14	14	4.3633e+06	4.34835e+06	4.34731e+06	4.3095e+06	4.49559e+06	4.34889e+06
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	12	12	1.8655e+07	1.94756e+07	1.83788e+07	1.97931e+07	1.89968e+07	1.91252e+07
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	6	6	8.95212e+07	8.84786e+07	8.58241e+07	9.18842e+07	8.42343e+07	8.72186e+07
P0A7C2	LEXA_ECOLI	lexA	LexA repressor	8	8	2.53982e+07	2.56744e+07	2.53561e+07	2.54811e+07	2.62943e+07	2.53816e+07
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	10	10	3.6196e+07	3.53137e+07	3.48951e+07	3.65649e+07	3.457e+07	3.58179e+07
P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	9	9	2.82793e+07	2.83299e+07	2.90831e+07	3.02743e+07	2.80614e+07	2.94041e+07
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	27	27	1.63325e+08	1.67855e+08	1.68219e+08	1.65972e+08	1.61704e+08	1.63503e+08
P0A7D7	PUR7_ECOLI	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	14	14	5.07562e+07	5.08686e+07	5.13919e+07	5.04586e+07	5.18637e+07	5.04229e+07
