Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
DECOY_sp|P49775|HNT2_YEAST Bis(5'-adenosyl)-triphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HNT2 PE=1 SV=2	DECOY_sp|P49775|HNT2_YEAST Bis(5'-adenosyl)-triphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HNT2 PE=1 SV=2				42116.4	43604	41437.3	36825	43242.4	39525.6	22014	22795.9	22115.3	40897.3	19724.2	37846.5	33740	23745.5	24006.2	21682.2	23924.6	20748.2
DECOY_sp|P50110|SAM37_YEAST Sorting assembly machinery 37 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM37 PE=1 SV=1	DECOY_sp|P50110|SAM37_YEAST Sorting assembly machinery 37 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM37 PE=1 SV=1				161535	104576	175131	149075	156560	154733	146342	141664	151478	139650	161327	170765	179602	139565	148679	155047	133427	164034
DECOY_sp|P51649|SSDH_HUMAN Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2	DECOY_sp|P51649|SSDH_HUMAN Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2				34944.3	38238.4	36809.9	36186.2	33681.6	37712.2	19014.2	20442	21623.5	41722.9	22839	41846.5	39086.9	21246.2	19616.3	19368.6	19446.5	20364.4
DECOY_sp|P51993|FUT6_HUMAN 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6 OS=Homo sapiens OX=9606 GN=FUT6 PE=1 SV=1	DECOY_sp|P51993|FUT6_HUMAN 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6 OS=Homo sapiens OX=9606 GN=FUT6 PE=1 SV=1				77198.4	102757	103434	107436	110445	81586.3	107805	100950	105503	96848.1	98286.2	103752	109657	100601	98932.4	109382	97078.8	97462.1
DECOY_sp|P69348|YOEB_ECOLI Toxin YoeB OS=Escherichia coli (strain K12) OX=83333 GN=yoeB PE=1 SV=1	DECOY_sp|P69348|YOEB_ECOLI Toxin YoeB OS=Escherichia coli (strain K12) OX=83333 GN=yoeB PE=1 SV=1				12053.6	15904.2	13370.3	12806	11880	14101	15438.8	15484.9	10652.7	13778.3	13697.5	15859.4	15029.2	12428.2	12662.7	11830.7	13739	13970.1
DECOY_sp|P75967|YMFD_ECOLI Uncharacterized protein YmfD OS=Escherichia coli (strain K12) OX=83333 GN=ymfD PE=4 SV=1	DECOY_sp|P75967|YMFD_ECOLI Uncharacterized protein YmfD OS=Escherichia coli (strain K12) OX=83333 GN=ymfD PE=4 SV=1				26453.3	24977	25150	22460	25880	25103.9	24073	26573.2	22061.8	25581.3	27465.3	27290.7	25694.4	25293.6	22771.9	25402.8	23709.3	23508.5
DECOY_sp|P77272|PTYBC_ECOLI PTS system N-acetylmuramic acid-specific EIIBC component OS=Escherichia coli (strain K12) OX=83333 GN=murP PE=1 SV=1	DECOY_sp|P77272|PTYBC_ECOLI PTS system N-acetylmuramic acid-specific EIIBC component OS=Escherichia coli (strain K12) OX=83333 GN=murP PE=1 SV=1				51212.8	52386.3	47900	48517.6	52068.4	48627.3	47911.4	46989	52545.8	47615.4	44017.9	48806.9	48474.4	50135.9	47266.1	48835	48630.2	51146
DECOY_sp|Q01094|E2F1_HUMAN Transcription factor E2F1 OS=Homo sapiens OX=9606 GN=E2F1 PE=1 SV=1	DECOY_sp|Q01094|E2F1_HUMAN Transcription factor E2F1 OS=Homo sapiens OX=9606 GN=E2F1 PE=1 SV=1				13154.1	12171.8	9712.22	12892.9	13756.9	9418.07	7431.75	6404.23	6796.61	13958.5	7585.15	14829.8	15175.2	6740.14	6285.86	7025.74	6964.54	6925.64
DECOY_sp|Q04301|VBA1_YEAST Vacuolar basic amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VBA1 PE=1 SV=1	DECOY_sp|Q04301|VBA1_YEAST Vacuolar basic amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VBA1 PE=1 SV=1				47117.7	42060.1	44331.1	37127.4	47874.6	36871.1	34110.2	43811.7	34388.3	39924.9	38155.6	39574.4	44068.8	43689.3	40120	35826.5	39239	36584.9
DECOY_sp|Q14669|TRIPC_HUMAN E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=2	DECOY_sp|Q14669|TRIPC_HUMAN E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=2				124507	120512	123923	106896	107631	101570	135912	133723	135072	130585	132431	129775	124640	136315	130874	148505	141203	146514
DECOY_sp|Q15011|HERP1_HUMAN Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Homo sapiens OX=9606 GN=HERPUD1 PE=1 SV=1	DECOY_sp|Q15011|HERP1_HUMAN Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Homo sapiens OX=9606 GN=HERPUD1 PE=1 SV=1						27827	32438.8	27530.5			14908.1			16531.1	32821.9					14430.1	12613.6
DECOY_sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	DECOY_sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1				50774.9	57110.2	55015.1	59650.6	56247.2	59574.3	57184.7	54336.2	52151.5	55720.6	52660	51204.2	56023.1	57736.8	51216.2	49165.9	55575.4	54429.5
DECOY_sp|Q5SYE7|NHSL1_HUMAN NHS-like protein 1 OS=Homo sapiens OX=9606 GN=NHSL1 PE=1 SV=2	DECOY_sp|Q5SYE7|NHSL1_HUMAN NHS-like protein 1 OS=Homo sapiens OX=9606 GN=NHSL1 PE=1 SV=2				49432.8	49227		41234.3				58033.2	59313.7	54787.8		53466.8		57799.8			64176	
DECOY_sp|Q5TBA9|FRY_HUMAN Protein furry homolog OS=Homo sapiens OX=9606 GN=FRY PE=1 SV=1	DECOY_sp|Q5TBA9|FRY_HUMAN Protein furry homolog OS=Homo sapiens OX=9606 GN=FRY PE=1 SV=1				48404.1	49460.8	43558.2	44784.4	43166.7	39475.9	25093.8	28418.7	27600.4	51860.3	29800	48197.9	51838	26516	23614.9	26809.3	27303.9	25400.4
DECOY_sp|Q6ZQY2|LR74B_HUMAN Leucine-rich repeat-containing protein 74B OS=Homo sapiens OX=9606 GN=LRRC74B PE=1 SV=3	DECOY_sp|Q6ZQY2|LR74B_HUMAN Leucine-rich repeat-containing protein 74B OS=Homo sapiens OX=9606 GN=LRRC74B PE=1 SV=3				156445	153164	158820	163017	155246	162084	151966	157539	150189	161155	179044	163739	167506	180280	157828	163785	150423	153204
DECOY_sp|Q86UY5|FA83A_HUMAN Protein FAM83A OS=Homo sapiens OX=9606 GN=FAM83A PE=1 SV=1	DECOY_sp|Q86UY5|FA83A_HUMAN Protein FAM83A OS=Homo sapiens OX=9606 GN=FAM83A PE=1 SV=1					12430.3												15713.3		15141.2		
DECOY_sp|Q86VH5|LRRT3_HUMAN Leucine-rich repeat transmembrane neuronal protein 3 OS=Homo sapiens OX=9606 GN=LRRTM3 PE=1 SV=2	DECOY_sp|Q86VH5|LRRT3_HUMAN Leucine-rich repeat transmembrane neuronal protein 3 OS=Homo sapiens OX=9606 GN=LRRTM3 PE=1 SV=2				19947.3	13532.8	17993.4	14535.3	17756.4	15492.5	19119.6	17704	19974.5	17172	18024.2	19121.4	17063.2	15912.5	15455.3	16765.4	17486.1	18624
DECOY_sp|Q8IXJ9|ASXL1_HUMAN Polycomb group protein ASXL1 OS=Homo sapiens OX=9606 GN=ASXL1 PE=1 SV=4	DECOY_sp|Q8IXJ9|ASXL1_HUMAN Polycomb group protein ASXL1 OS=Homo sapiens OX=9606 GN=ASXL1 PE=1 SV=4				275571	269960	277266	258388	250779	250970	235746	258082	247177	285814	275536	284503	270714	237529	244894	256838	252091	262820
DECOY_sp|Q8N3C7|CLIP4_HUMAN CAP-Gly domain-containing linker protein 4 OS=Homo sapiens OX=9606 GN=CLIP4 PE=1 SV=1	DECOY_sp|Q8N3C7|CLIP4_HUMAN CAP-Gly domain-containing linker protein 4 OS=Homo sapiens OX=9606 GN=CLIP4 PE=1 SV=1								2735.8					2677.18	2533.39			2502.25				3102.04
DECOY_sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2	DECOY_sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2													75357.8							87534.1	
DECOY_sp|Q92504|S39A7_HUMAN Zinc transporter SLC39A7 OS=Homo sapiens OX=9606 GN=SLC39A7 PE=1 SV=2	DECOY_sp|Q92504|S39A7_HUMAN Zinc transporter SLC39A7 OS=Homo sapiens OX=9606 GN=SLC39A7 PE=1 SV=2				12692.2	14897.7	12340.7	13698.2	11683.4	11257.6	12592.8	13704.1	11948.5	14703	11406.3	12440.9	12734.7	11002.5	12921.6	12395.5	12857.4	13122.2
DECOY_sp|Q92736|RYR2_HUMAN Ryanodine receptor 2 OS=Homo sapiens OX=9606 GN=RYR2 PE=1 SV=3	DECOY_sp|Q92736|RYR2_HUMAN Ryanodine receptor 2 OS=Homo sapiens OX=9606 GN=RYR2 PE=1 SV=3				348699	336216	317913	351500	329211	341914	333397	299839	303323	296924	342006	318597	344395	334342	319162	278051	331143	291997
DECOY_sp|Q96PY6|NEK1_HUMAN Serine/threonine-protein kinase Nek1 OS=Homo sapiens OX=9606 GN=NEK1 PE=1 SV=2	DECOY_sp|Q96PY6|NEK1_HUMAN Serine/threonine-protein kinase Nek1 OS=Homo sapiens OX=9606 GN=NEK1 PE=1 SV=2							13094.5									12675.9	6330.37				
DECOY_sp|Q9BVA6|FICD_HUMAN Protein adenylyltransferase FICD OS=Homo sapiens OX=9606 GN=FICD PE=1 SV=2	DECOY_sp|Q9BVA6|FICD_HUMAN Protein adenylyltransferase FICD OS=Homo sapiens OX=9606 GN=FICD PE=1 SV=2				121949		122275			130218	134088			106371	131518	125274		143736			137677	
DECOY_sp|Q9BYF1|ACE2_HUMAN Angiotensin-converting enzyme 2 OS=Homo sapiens OX=9606 GN=ACE2 PE=1 SV=2	DECOY_sp|Q9BYF1|ACE2_HUMAN Angiotensin-converting enzyme 2 OS=Homo sapiens OX=9606 GN=ACE2 PE=1 SV=2				63179	78864.9	45281	78424	73839.3	87251.2	102172	101337	75320.1	51785.7	85339.3	71548.3	83389.8	104550	96838.7	100266	99418.1	96251.8
DECOY_sp|Q9H2P0|ADNP_HUMAN Activity-dependent neuroprotector homeobox protein OS=Homo sapiens OX=9606 GN=ADNP PE=1 SV=1	DECOY_sp|Q9H2P0|ADNP_HUMAN Activity-dependent neuroprotector homeobox protein OS=Homo sapiens OX=9606 GN=ADNP PE=1 SV=1				10797	12622.3			12133.6	8196		21786.6		17050.9	17337.6	14610.7			25762			27369.6
DECOY_sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1	DECOY_sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1				62368.5	58944.2	64102.1	60611.7	62335.8	57787.9	65624.9	59113.5	59112.7	63950.3	63129.5	59005.1	65159.2	62558.5	60403.5	59513.4	61658.3	61090.1
DECOY_sp|Q9H9E3|COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3	DECOY_sp|Q9H9E3|COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3				257393	281289	264478	264151	292745	271026	286506	299938	290916	259629	277276	281869	295321	297824	304863	299811	276245	285884
DECOY_sp|Q9HBL7|PLRKT_HUMAN Plasminogen receptor (KT) OS=Homo sapiens OX=9606 GN=PLGRKT PE=1 SV=1	DECOY_sp|Q9HBL7|PLRKT_HUMAN Plasminogen receptor (KT) OS=Homo sapiens OX=9606 GN=PLGRKT PE=1 SV=1							4935.29	8989.35	6119.57	7588.68		4183.77	6127.48		7290.05	5737.8		11715.3	5877.26	4731.01	9583.9
DECOY_sp|Q9HC77|CPAP_HUMAN Centrosomal P4.1-associated protein OS=Homo sapiens OX=9606 GN=CPAP PE=1 SV=2	DECOY_sp|Q9HC77|CPAP_HUMAN Centrosomal P4.1-associated protein OS=Homo sapiens OX=9606 GN=CPAP PE=1 SV=2					138066	155453	155472		88159	103048					161400	136034		96924.5			
DECOY_sp|Q9NYJ8|TAB2_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens OX=9606 GN=TAB2 PE=1 SV=1	DECOY_sp|Q9NYJ8|TAB2_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens OX=9606 GN=TAB2 PE=1 SV=1				8056.63	12528.5	7746.14	7406.08	7889.29	5479.24	14650.6	23126.6	17339.4	18440.7	13873.8	10254.7	9028.53	15053.3	13744.1	26097.6	19785.7	21262.8
DECOY_sp|Q9NZI7|UBIP1_HUMAN Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1	DECOY_sp|Q9NZI7|UBIP1_HUMAN Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1					737	820.102					1401.34	2227.72		1508.31			1459.93	1143.09	1908.32	1388.05	1404.14
DECOY_sp|Q9P2E2|KIF17_HUMAN Kinesin-like protein KIF17 OS=Homo sapiens OX=9606 GN=KIF17 PE=1 SV=3	DECOY_sp|Q9P2E2|KIF17_HUMAN Kinesin-like protein KIF17 OS=Homo sapiens OX=9606 GN=KIF17 PE=1 SV=3				54252	66619.6	83207.6	82502.8	59540.8	77457.3	74806	69750.9	54786.3	71298.8	76349	76364.2	59977.9	71745	76224	64833.7	69538.1	72482.4
DECOY_sp|Q9UHQ4|BAP29_HUMAN B-cell receptor-associated protein 29 OS=Homo sapiens OX=9606 GN=BCAP29 PE=1 SV=2	DECOY_sp|Q9UHQ4|BAP29_HUMAN B-cell receptor-associated protein 29 OS=Homo sapiens OX=9606 GN=BCAP29 PE=1 SV=2				2699.34	3821.52	2357.21	2945.78	2217.65	1755.22	1855.12	6693.05	3520.8	3187.59	3114.07	1224.2	1094.09	1778.3	3732.34	3347.66	3507.18	1801.64
DECOY_sp|Q9UL36|ZN236_HUMAN Zinc finger protein 236 OS=Homo sapiens OX=9606 GN=ZNF236 PE=1 SV=2	DECOY_sp|Q9UL36|ZN236_HUMAN Zinc finger protein 236 OS=Homo sapiens OX=9606 GN=ZNF236 PE=1 SV=2				33457.7	39172	35430.6	44975.5	47247.8	37226.9	63171.3	77723.3	64235.1	66864.7	66128.5	44419.6	36194.8	70935.7	60124.2	80080.6	70244.2	66632.3
E9PAV3	E9PAV3		NACA		716191	669321	711969	691551	665500	633846	646402	692160	709451	715534	703466	708892	706847	648155	686011	717772	712750	720648
E9PRG8	E9PRG8		RSMC		252587	241981	234592	213780	241611	251395	247665	246786	251702	252488	245795	256106	244705	257538	282208	268351	276973	305931
L0R819	L0R819		ASDURF		15114.2	17407.7	13056.3	12291.7	15231.4	10700.5	22384.3	24401.9	19310.5	19323.6	20384	16656.3	17428.9	20919	22773.9	23907.3	23057.9	25146.9
O00115	O00115		DNASE2		25335.3	25171.1	26423.3	29307.6	24956.1	26937.7	29540	30261	28255.4	29104.4	28015.3	30472	27674.5	27165.2	29051.7	31075	28991.3	32004.9
O00116	O00116		AGPS		156150	160500	158657	160239	155039	155306	163857	166297	162363	157867	167813	160109	156575	166273	164538	163393	163051	160250
O00139	O00139		KIF2A		166244	165290	164561	165483	165633	157719	168302	173240	167080	165215	164100	164610	158636	177279	164340	180104	168916	172256
O00148	O00148		DDX39A		498309	525656	518899	507542	498459	483450	505452	515479	502854	523064	507912	506828	528923	482733	498865	519040	506332	513203
O00151	O00151		PDLIM1		224500	234097	225787	221841	213591	217290	235335	241824	239423	235907	241024	236919	229829	234441	235008	247492	242298	244846
O00154	O00154		ACOT7		141315	146028	147628	143361	152025	151266	155492	162396	155741	144567	154799	150644	148657	161182	156797	155886	160964	154635
O00159	O00159		MYO1C		17765.5	17532.7	16979.6	19208.1	16884.1	17303.2	17889.6	18381.5	17130.8	17250.2	17209	18395.6	17993.6	17937.9	18241.1	18885.8	19816.2	18845
O00161	O00161		SNAP23		82210.7	82497.6	82020.3	82370.8	79907.1	77766.6	84456.6	84215.4	78467.9	77762.4	83529.7	86981.9	79860.3	84061.1	84948.9	87200	86483.3	83914.6
O00165	O00165		HAX1		54161.3	57958	52290.9	55153.1	55170.8	52791.8	56914.6	66563.6	60765.4	56860.4	56565.4	53148.8	51088.9	54538.2	59178.5	58270	60885	58299.5
O00170	O00170		AIP		183552	184544	196034	185857	194741	188140	188615	184606	192464	195027	191311	190796	185160	190305	192426	190388	188907	196267
O00178	O00178		GTPBP1		82483	81632.9	80283.4	78780.3	78155.3	76793.7	83712	83824.8	84036.8	83280	83431.8	84289.4	80689.9	80868.5	86094.5	86304.9	86881.6	84312
O00180	O00180		KCNK1		3645.2	4822.99	4255.13	4161.83	3095.67	4729.96	4204.08	4588.69	3771.2	4526.39	3724.36	4774.95	4808.19	4026.2	3383.81	4348.37	4669.53	4456.76
O00186	O00186		STXBP3		56332.1	54035.5	58288.3	54156.2	54801.6	56838.1	57042.7	57644.8	59908.7	53242.5	58201	55973.8	54977.1	61138.2	57743.2	57309.6	57055.9	60405.8
O00189	O00189		AP4M1		6385.04	5222.6	5747.96	5598.07	7893.98	5961.02	4692.31	6362.46	6443.42	5214.13	5420.57	6263.82	4706.02	6099.2	7401.62	6216.14	6375.75	5919.78
O00192	O00192		ARVCF		43852.8	43191	40758.7	38670.8	40014.6	40368.7	46598.1	44202.9	45029	43804.1	46885	42291.4	44116.7	41472.4	45964.5	41266.1	45165.6	44595
O00193	O00193		SMAP		131313	135940	99666.6	117976	133574	120053	145194	135379	112150	131416	129031	136718	131198	133211	126250	132732	139452	98063
O00203	O00203		AP3B1		68072.1	69036.8	67711.9	69356.5	67822.9	66425	69453.2	67575	66985.4	66979.4	68952.5	68801.4	68256	69035.4	66931.6	68113.7	69093.2	67129.8
O00214	O00214		LGALS8		47321.8	46556.5	49108.9	45869.1	47259.5	48825.9	48068.5	43006.7	43177.1	39571.7	42398.4	47403.7	48794	44156.5	49110.5	45765.4	41648	45509.4
O00217	O00217		NDUFS8		610183	619705	639640	629349	623105	623138	610658	650114	673186	653881	648024	633320	636591	606500	617488	611091	592029	620237
O00220	O00220		TNFRSF10A		19921.6	19425.6	19321.1	20469.3	19606.9	20291.5	19704.1	20225.8	18476.2	18396	21304.9	21060.5	21959.1	21421.9	22317.5	19506.1	20909.2	22297.7
O00221	O00221		NFKBIE		28312.5	29730	23888	31015.6	25637.3	24603.5	22813.8	27480.1	27622.8	30478.2	26066.8	29002.2	27522.9	24299.8	26815.2	28141.3	26569.6	25683.6
O00231	O00231		PSMD11		485322	494455	481645	483698	471923	473928	523235	513093	520868	487766	523506	508178	491954	524958	538471	528113	520698	527795
O00232	O00232		PSMD12		401666	399441	381035	392714	361895	366348	399812	421716	417856	421511	402976	408246	369550	394772	414989	417191	421929	419298
O00233	O00233		PSMD9		200880	224876	209660	208269	205691	198486	211697	217897	218301	192805	217914	213835	210997	214028	219781	222987	216740	226155
O00244	O00244		ATOX1		196535	192099	203703	192692	195899	202547	210325	179002	201862	174613	204742	188388	190301	214064	197589	197256	194752	203426
O00255	O00255		MEN1		35313	33198.9	31928.3	32982.5	35289.5	36097.3	35587	34786.5	33658.7	31262.6	36613.8	34506	35351.1	36741	34613.2	35482.4	35346.4	34126.2
O00257	O00257		CBX4		18063.2	19465.8	18935.2	18000.8	18484.1	17031.1	16763.3	18358	18778.3	17863.9	19201.4	16440.1	18832.7	17170.7	17465.3	18077.2	18484.4	16719.3
O00264	O00264		PGRMC1		47136.2	44774.4	43936.3	44163.3	43626.4	42891.2	41399.8	44222.8	38757.1	41436.7	43385.1	45231.3	43788.3	43780.6	43867.6	44462.6	43800.7	47914.5
O00267	O00267		SUPT5H		114035	115222	113701	114926	107717	106604	116616	122241	119808	116837	116718	115880	113409	116276	116784	119028	118303	117466
O00268	O00268		TAF4		27006.2	24942.1	26459.6	27376.1	24232.5	26182.5	28279.4	26183.3	26134.2	26938.4	26369.8	28455.6	28287.6	27461.3	26720.3	25321.6	26338.7	27287.7
O00273	O00273		DFFA		79890.7	78274.8	81593.9	79946.7	79934.4	76904.1	79023.6	79480.5	78488.6	76746	79888.6	77991.8	81224.5	78376.6	80141.2	79732.3	79695.7	81396.9
O00287	O00287		RFXAP		5444.78	4310.1	5095.59	3548.23	5061.33	5500.08	4675.65	4941.53	5367.66	4587.07	5169.85	5437.72	4528.82	4883.93	5998.27	5105.69	4823.05	4597.56
O00291	O00291		HIP1		27578.5	30381.2	30546.6	29909	28650.3	30045.5	28048.7	29607.8	29248.6	24607.2	28779.8	29023.3	28222.8	30514	28655.2	28626.7	29209.5	28896.7
O00299	O00299		CLIC1		2.28913e+06	2.46227e+06	2.34355e+06	2.41891e+06	2.33736e+06	2.21176e+06	2.40915e+06	2.41826e+06	2.42461e+06	2.30789e+06	2.42921e+06	2.35193e+06	2.35993e+06	2.29659e+06	2.3822e+06	2.47114e+06	2.50897e+06	2.48199e+06
O00303	O00303		EIF3F		97039.8	100368	99853.1	106335	96667.5	101190	102362	108310	107271	107392	104541	104938	93482.7	112883	110810	108178	109047	112213
O00308	O00308		WWP2		7716.86	8513.24	5571.25	7151.7				10520.4	8762.56	8471.65	7017.45	12082.1	8323.91		13603	11550.5	10555.4	10399.9
O00311	O00311		CDC7		11998	11695.9	12388.8	12298.8	14869.4	12854.6	14092.2	12634.6	12174.7	12707.7	13378	11936.9	12325.9	13302.3	12502.8	11599	11809.8	11975.5
O00330	O00330		PDHX		56166.4	54287.9	57445.7	55722.1	54913.3	52423.8	59016.4	56668.2	55332.9	56377.9	52836.2	56836.3	50780.1	57294.1	56803.7	54756.6	57190.5	56453.7
O00358	O00358		FOXE1		11116.2	9668.94	11114.9	11698.7	9843.93	11669.4	10506.2	8592.9	9493.28	8106.38	10727.9	9550.25	11419	10165.2	10012.4	8084	9466.1	9120.71
O00399	O00399		DCTN6		38544.8	37254.5	37011.6	38428.8	39528.7	43175.9	42141.3	41756.3	39593.1	40011.1	39601.8	38378.6	35586	44590.6	42153	41914.9	36633.6	40146.3
O00401	O00401		WASL		7076.62	9344.92	7795.04	9212.45	9322.41	7054.85	11236.6	12928	11445.5	11350.3	12463.5	8878.71	11208.1	11905.6	10873.4	13314.2	13472.1	11892.5
O00410	O00410		IPO5		760554	782876	755277	771043	771179	764810	794376	780235	775870	756539	782850	769153	766625	789277	782978	785785	784741	790203
O00411	O00411		POLRMT		136843	142682	137955	139334	139460	128710	142797	143445	139721	142006	139589	138284	136021	147962	141242	145584	145580	147466
O00418	O00418		EEF2K		66825.6	65989.4	64092.9	64137.8	65279.6	66110	67858.5	72210.4	69659.3	68199.1	66861.8	67734.8	68906.7	67003.2	67198.2	67968.1	70170.5	69235.5
O00422	O00422		SAP18		243909	253621	216022	213527	235887	225736	244289	268451	239771	215781	245386	240058	236269	244782	257122	255793	257029	251591
O00425	O00425		IGF2BP3		697227	710303	723295	712874	697141	676008	684543	709681	712803	712295	711450	722780	695928	705389	732419	725946	731579	725492
O00429	O00429		DNM1L		218970	212875	210567	209654	198703	204792	218293	224016	209424	214442	215712	210163	213237	214103	218434	222686	221766	214950
O00442	O00442		RTCA		99478.6	101525	106263	100755	104362	102987	103490	98168.8	99213.6	104812	108374	108274	110791	108394	105001	105676	99288.5	107127
O00443	O00443		PIK3C2A		22613	25577.8	22346.5	21128.1	24010.3	25010.3	24351.2	23612.4	25480.6	23957.2	25351.4	24370	25148.6	26224.7	24534.3	23949.6	23034.3	24843.1
O00458	O00458		IFRD1		3077.18	3588.33	3271.79	3620.03	4071.1	3696.5	3664.04	3122.97	4022.69	1752.46	3821.69	3791.35	2731.6	3087.57	3236.62	2571.01	2888.1	3073.03
O00459	O00459		PIK3R2		25700.5	25841.7	24808.8	26667.1	26035.8	24377.4	26393.5	24826.7	26080.8	24703.2	26723.7	26139.7	24770.9	25380.2	25904.2	26016.2	25318.6	27129.6
O00461	O00461		GOLIM4		29342.4	25348.6	26240	25484.2	29332	25943.4	26658.1	28185.3	26852.6	27303.7	27038.2	26979.2	26470.5	28610.2	26938.9	26962.5	27199.1	27382.2
