protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P75856	16130366.8403562	16547404.321751667	17929718.55623258	13991514.790721605	15256753.999999996	14842326.979186948	0	0.03603354452086807	0.19887994280393237	False	0.0027106949236076886	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P04846	14974740.797135122	14641874.04161478	15040484.80242693	15649123.287460793	15616547.088786904	15193848.696160715	0	0.03642045159911451	-0.05708466507760071	False	0.002735337604731395	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEQ3	856751192.9314122	837819269.398027	842061691.980562	867468844.4116129	861755332.7811986	879341729.2675143	0	0.03663453521223544	-0.04034255965743479	False	0.0027599802858551013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A780	310547226.2340833	279476461.7782424	284412219.5364904	242525156.6218073	243060080.32442424	246216905.99193385	0	0.0370994777805113	0.2568990042504556	False	0.0027846229669788074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37657	9771248.639685608	9389937.733201418	10197247.406499214	9047883.707528222	7824568.423120176	8137402.699289315	0	0.03719978221484302	0.23127832160142575	False	0.0028092656481025135	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31120	246484356.06297937	254169924.1962171	255723768.97579455	266542027.73044	259258880.4073969	264626728.79427624	0	0.03757191444363965	-0.06352589536136648	False	0.0028339083292262196	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7K2	4818649503.190544	4926324738.042921	4934857625.067111	4124958442.9192343	4385820186.940756	4544966467.526922	0	0.038034752191999865	0.1691506492696936	False	0.0028585510103499266	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6D7	317163261.4710393	307839865.59774214	302994947.42353785	296128445.5418629	289168549.0181608	292439947.4118345	0	0.03839913241519165	0.08033318350373864	False	0.0028831936914736327	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08178	14177576.644023431	13324167.597242445	14537756.460998276	12834216.129385551	12390008.759560084	12370710.520123376	0	0.03884379333470008	0.1612072119541166	False	0.002907836372597339	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05719	26122574.180628285	23765784.01891792	26095347.594253927	29188271.72269337	28290571.668853417	28505362.081130035	0	0.03905288977008538	-0.17838159875682977	False	0.002932479053721045	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P04805	852617942.4356037	856099091.3092809	856270106.628201	838319604.9433851	820520024.4432837	818451480.2527583	0	0.03947309585188241	0.050188181381669965	False	0.002957121734844751	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9Q5	419928216.4851325	434252992.7176682	445934375.4630338	461596239.2199792	454777325.49569786	470872352.7308219	0	0.03966167813567024	-0.09358366784303596	False	0.0029817644159684576	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64564	6170774.510814864	6602441.663875483	6986191.559303897	7879599.8020618735	7649904.902769089	7132621.813625506	0	0.04029128506813177	-0.19774353952296303	False	0.0030064070970921637	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37025	357580.30073420034	398562.56441974646	486039.3579360067	596697.4972556191	563533.6249999995	515911.1806957708	0	0.04090153763216686	-0.4322678111393669	False	0.00303104977821587	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P04079	660821010.8400327	655674146.8169453	666491236.3503866	650862927.451909	633856700.7275785	634009546.3553284	0	0.042503281435083945	0.04752368687146753	False	0.0030556924593395764	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A734	216537244.99049988	221593705.3138273	236414720.54686165	198868769.9271847	208296233.17132545	199236498.12345704	0	0.04304567632095265	0.1536428006399166	False	0.0030803351404632825	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69811	687862483.95387	730261600.086494	703724857.1672271	747464913.6192162	764257779.8507109	757814431.7253337	0	0.043169710694097266	-0.09707613666249014	False	0.003104977821586989	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77330	556179327.4929817	569867220.4864544	620211037.0191519	627274674.1186363	694807149.9204667	707635729.7693164	0	0.043471202790130815	-0.21701260044755463	False	0.003129620502710695	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q46861	3427064.8663463863	3903604.519220354	3969261.8132538646	2729914.112199419	2744329.909367582	3379846.513381182	0	0.043520547218489046	0.35189795813504166	False	0.0031542631838344013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFL6	14026857.845532352	12351097.58324179	12736508.057888689	10779582.740803253	11329613.206331974	10868214.550218342	0	0.044636675057015664	0.2462240586667744	False	0.0031789058649581074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8L1	1363839112.454662	1317374155.6020572	1308288030.689118	1250367807.6310985	1263050397.9608235	1273062001.5041182	0	0.04499242806309602	0.07535102853081839	False	0.0032035485460818135	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22106	25918159.35851135	28020042.428214744	26773610.55708868	29415134.721557222	29710517.87919367	29100750.08225901	0	0.045453741752250094	-0.12843063171428284	False	0.0032281912272055205	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6E6	110358754.03295408	110690533.26108932	103289576.65722068	119068996.34490064	117070029.09076844	118504778.70292598	0	0.04568197745393823	-0.12886883768446258	False	0.0032528339083292266	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q46829	222913731.92817456	205647315.2252771	212570982.050871	196375229.5055467	191060646.62893537	192891139.6926728	0	0.04586374285467186	0.1437553917236826	False	0.0032774765894529327	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P28248	118067211.82561688	112266016.59703615	110615238.13949592	102401811.20504026	106330935.1129172	107445553.75961064	0	0.04604131007478315	0.1088153401074347	False	0.003302119270576639	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75937	32409744.07808117	37523594.10400153	36882959.74109616	41988756.545783214	42453425.47057792	43041177.94144391	0	0.046130460292314525	-0.2551771596950558	False	0.003326761951700345	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76104	19999582.850749	21487622.55799304	20344972.663516544	19381920.23029368	17474067.555466197	16962184.94325829	0	0.04687216811545954	0.20026441776197462	False	0.0033514046328240515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75728	6626707.96443715	5477366.981811999	6170027.868253807	5413240.221987564	4393107.408552188	4636858.733231927	0	0.04859983323517008	0.33940952407046776	False	0.0033760473139477576	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9X9	888629797.4529452	948341490.9878684	969408102.465954	827484107.9624317	850295668.1192405	839954734.3069831	0	0.049355154906042316	0.15658389624120939	False	0.0034006899950714637	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFP6	134452047.78120694	138050815.46481663	138575315.85751373	142005339.28525937	141591273.86044624	142829402.04810354	0	0.049693948164384175	-0.05288266338930923	False	0.0034253326761951703	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21888	405349072.3926237	411608253.3056014	420040576.0043289	426196474.23267967	422880580.5192575	433818381.0468465	0	0.04978582732022973	-0.052560533227603755	False	0.0034499753573188764	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37652	57991996.70780206	59189569.21680909	59359223.63128647	60902607.966217086	61492870.55415544	63823848.48118733	0	0.049941408311784535	-0.07700125742579085	False	0.003474618038442583	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P28304	48519119.42788977	47332958.07957006	46366471.96379256	49455293.15726994	51092931.26021249	49005111.01570352	0	0.0513467866355177	-0.07255043972553195	False	0.003499260719566289	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9N4	98664990.8463448	104447841.27952448	101021959.628064	97127127.994407	92963792.07954527	96343277.55717446	0	0.0529464786176348	0.08650711659863354	False	0.003523903400689995	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A867	151562116.6363629	142416997.9567665	148551392.2584288	135805813.66269103	137224459.76277477	137667109.01731193	0	0.05333874566954186	0.10770116169409673	False	0.0035485460818137013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06959	2323412642.1421194	2338568100.793214	2313670465.3495693	2400380878.475797	2350406720.9660425	2398918301.2748523	0	0.054367715446086866	-0.035555993358884645	False	0.0035731887629374074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AA16	150149590.4586653	155000387.2904865	152043663.25969413	158652832.63134223	155774663.03656548	157261843.5265238	0	0.05459697513215317	-0.04503165680172836	False	0.0035978314440611144	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09148	17452526.56693408	18599617.14575472	18889030.380484585	19390046.83197631	19641170.139972627	20669032.55480325	0	0.05490221161475817	-0.11984922033395977	False	0.0036224741251848205	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23003	19450410.52635502	18583972.396569982	18548836.06108257	17309274.620909628	17934194.11891474	18188382.55434838	0	0.05684126886229654	0.08267424890520317	False	0.0036471168063085266	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACP7	95424440.18737604	91789166.22414418	91981638.80531465	86964219.09256057	89419616.25531764	90343030.12969732	0	0.056867095219973934	0.06591122770866585	False	0.0036717594874322327	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABD5	637765835.6149555	680958749.2088588	682461438.651977	718212558.1779867	729057046.9159184	714661982.3954371	0	0.057376878010429684	-0.11146558939858559	False	0.003696402168555939	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75746	2537706.922972702	2578538.299440029	2653849.584623117	3665123.788708642	3082124.3670037403	3921576.28503076	0	0.0576920673760504	-0.4573971126221816	False	0.0037210448496796454	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00579	401112119.89633095	381778567.2550072	369320181.8492587	347871923.68986565	351895200.435265	346674987.2950607	0	0.058658315021496384	0.13891226744550492	False	0.0037456875308033515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37005	11525410.47216139	12720359.841218973	11974964.965645466	10718501.834796244	10450170.769999197	11438055.100906717	0	0.05926761969203082	0.1516461685703633	False	0.0037703302119270576	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21515	2221076.181000523	62920.4716182855	141286.00150432964	3344236.817542094	3453038.601899548	3711185.0719823656	2	0.05929913188996297	-2.1153265264925167	False	0.003794972893050764	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P63235	51717372.08837239	57227576.76785661	56390499.71673424	60049395.71552458	60914251.15004844	62253879.914934	0	0.05947256872725191	-0.14816144244744395	False	0.0038196155741744703	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEI1	283886489.8915782	291849868.4200717	297227146.5698777	277855411.96209216	282304239.31540704	274685612.71588093	0	0.060958105247403	0.06441251852848208	False	0.003844258255298177	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69776	626858699.8483684	607547028.4136633	603476303.8596884	557042159.958194	596831541.9519902	566543826.1987045	0	0.06143416259505403	0.0952854324705378	False	0.003868900936421883	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P60240	175943484.79229018	171612618.86445752	176650706.94691348	167447396.77354148	169763141.93022317	171414012.39834845	0	0.06164780701879575	0.043534995564419546	False	0.003893543617545589	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77808	32291653.976130035	35297362.97166678	33084677.920662936	36384445.05488464	35795408.315889366	37366941.93637803	0	0.06166837043411256	-0.12186051086271477	False	0.003918186298669296	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFI7	80593874.56645775	81333718.77636893	87477039.56393951	100985017.7808388	91489183.22928068	90119829.0260835	0	0.06273815750898881	-0.18024272349446374	False	0.003942828979793002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9L3	473998351.9375711	457824690.8052517	439488781.9476556	417864646.6700841	434306142.5419296	421767119.66207737	0	0.06346029047314021	0.1062617020107544	False	0.003967471660916708	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEW9	232758895.0639572	232302108.50432292	221296638.15981457	216355212.12801775	221284364.89046305	212676513.66960967	0	0.06465605097811697	0.0778193996305684	False	0.003992114342040414	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8R9	7956451.245062251	7551889.281230035	7527361.757805172	7984507.943891307	8352352.102299029	8072390.219694784	0	0.06477622315753483	-0.08355640146467348	False	0.00401675702316412	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64636	14924677.180384744	13118445.850017885	13268550.133503065	12277735.374081245	11261715.717464838	9251634.119654983	0	0.065052736829959	0.3332458438794092	False	0.004041399704287827	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AA25	1213189918.230541	1223124660.0447693	1227212993.12964	1230070532.183669	1234598260.728539	1245111436.500677	0	0.06505932950552869	-0.018100249554858124	False	0.004066042385411533	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7T7	1399805399.4725251	1458252459.9637344	1509153831.8585882	1544196358.598277	1556753818.026838	1581971996.429016	0	0.06633155407910553	-0.10069659725116208	False	0.004090685066535239	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05100	6513985.964178849	7027360.227239532	6820146.5656129625	7276598.047606475	7374048.452242613	7224746.279282754	0	0.06725191230111485	-0.10346558796070922	False	0.004115327747658945	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGD3	1371330193.6885	1253377511.1354918	1249240021.4727616	1135057278.8931975	1159628822.151045	1163969041.060924	0	0.0679530859935391	0.1635933151653618	False	0.0041399704287826515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24182	709957120.2254627	715116116.5149789	724170228.1203439	723813017.3725669	740775549.4032485	744468233.0499104	0	0.06820354679828583	-0.039601594557712935	False	0.0041646131099063585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P62707	1064853319.1042556	1074659243.8281107	1023558371.3542289	1018300330.6278356	995643723.0851597	999543144.616518	0	0.06849130559616416	0.0698919737021432	False	0.004189255791030064	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37342	65192423.968889005	65421578.63689897	64660965.45149855	64016294.41423677	64489577.80618437	64600593.52004569	0	0.06910868123140419	0.016110554094093323	False	0.004213898472153771	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7I0	90233479.01836176	88001413.21245739	89113832.05017732	93677543.36910936	90378809.25730422	92190981.05431531	0	0.07001751117364749	-0.047237747197997976	False	0.004238541153277477	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P60546	190133210.25813347	185829626.2667331	184959534.23751375	189471882.3738803	194470856.0310186	193120521.99138355	0	0.0700617138521152	-0.04092836069924649	False	0.004263183834401183	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
