Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
O00458	O00458		IFRD1		3956.69	3565.65	3555.26	2843.54	3903.36	3355.97	3253.87	2356.74	3925.54	2604.36	3237.12	3746.16	2101.42	3252.47	2494.41	2645.95	2877.27	2425.72
O00459	O00459		PIK3R2		25469.7	25813.4	23646.3	26486.6	24918.9	24391.2	27626.5	26709.3	26989	25429.9	26652.9	26152.8	25352.2	27499.6	27258.7	26470.3	27272.6	28014.3
O00461	O00461		GOLIM4		28702.7	25871.3	26627.8	25565.2	27952.9	25725.9	26866.8	28826.1	27498.4	28277.7	27504	27218.4	26925.1	29395.9	27648.4	27143.7	27616.3	28406.4
O00468	O00468		AGRN			2072.39	2510.91	2303.7	1426.53	1827.72		2276.44	1999.76	1990.8	1783.29		1541.76		1641.8	1784.4	1218.81	
O00471	O00471		EXOC5		13926.1	14285	14864.5	14861.9	13355.2	14911.7	14536.9	14819.5	14337.4	14658.3	13827.4	15033.9	14393.5	14298.5	14229.5	14541	15338.1	13791.1
O00481	O00481		BTN3A1		14560.8	15457.7	13221		13354.5	10234.6	13973.8	17236.4	17684.3	13854.6	18280.6	16341.9	14176.5	17098.7	16146.8	18717.9	19416.6	19172
O00483	O00483		COXFA4		146127	158687	161953	168771	149571	108710	214346	212859	216010	171677	205722	169756	162586	192855	227239	218060	203473	217045
O00487	O00487		PSMD14		387303	382904	390336	392320	400142	394450	378290	352953	374963	370658	393938	404464	383757	377386	364731	344891	356638	351335
O00488	O00488		ZNF593		32694.7	34492.5	33193.8	32674.4	28000.2	29504.7	28525.3	38441	32339.2	34280.8	31616.7	32793.3	31447.1	32427.6	32960.7	38570.2	36452.8	34082.7
O00505	O00505		KPNA3		145531	152725	151928	149496	144668	141672	151527	152326	159362	151231	150081	147127	148485	153923	157168	154029	151868	165492
O00506	O00506		STK25		116098	119108	119955	140305	156189	131668	127922	101623	123259	128026	108300	136049	123644	102502	101805	115431	103589	126971
O00507	O00507		USP9Y		8432.27	10619.7	9203.09	9045.35	7756.77	7727	8625.41	9014.58	8577.23	9442.3	7017.82	9379.94	8217	6952	8634.17	9009.61	11662.1	7687.96
O00534	O00534		VWA5A		5410.03	4024.63	4853.6	4802.6	5702.84	4969.73	5033.29	4756.2	4437.78	3416.3	5302.85	4987.07	4224.25	5707.24	4413.29	5471.05	4647.42	5194.18
O00541	O00541		PES1		134729	134283	133869	132770	132653	135322	132813	134446	130546	124108	137396	138419	135334	134038	138348	129187	134067	134900
O00559	O00559		EBAG9		6565.4	6654.34	6372.51	6213.19	5978.62	6956.7	6068.24	8333.88	7764.76	7519.1	7158.33	7653.17	5875.01	7287.64	8801.57	8153.83	8894.2	7961.16
O00560	O00560		SDCBP		32005.8	33430.1	29289.9	34738.5	28641.6	26753.2	29841.1	33568.7	33227.3	32747.5	30953.7	34707.2	29741.7	30991.1	32701.6	33656.2	30839.5	30260.7
O00566	O00566		MPHOSPH10		359077	363694	377492	354079	351142	360081	350158	350146	349211	354703	356741	365582	362163	357096	348215	358126	359230	352488
O00567	O00567		NOP56		69274.1	67958.6	65857.8	66700	67257.8	65807.6	66874	67111.2	68380.5	63882.4	69081.9	64790.8	65905.3	67076.8	70585.4	71249.9	71431.4	70028.1
O00571	O00571		DDX3X		1.74014e+06	1.75339e+06	1.77705e+06	1.79262e+06	1.76562e+06	1.73358e+06	1.69458e+06	1.71241e+06	1.72059e+06	1.74764e+06	1.73508e+06	1.78021e+06	1.78376e+06	1.65735e+06	1.67526e+06	1.64672e+06	1.65674e+06	1.67267e+06
O00584	O00584		RNASET2		26835.8	25975.3	26118.6	26454.5	24016.4	25648.3	25499.7	25499.8	25598	23259.6	27248	26875	26981.4	25089.4	22722.6	24107.6	24430.5	26856.8
O00623	O00623		PEX12		3426.32	3941.64		2894.31	1951.08		3862.11	2610.87		3698.8	2723.46	3751.78		3110.89	2767.73	3087.48	4030.51	3774.46
O00625	O00625		PIR		31002.3	32305.9	31532.8	32312.9	27134.6	30956.2	30230.8	32947.8	32256.8	33403.5	31115.6	31987	30981.7	29791.6	31643	31635.2	28494	31784.6
O00628	O00628		PEX7		4978.49	5495.68	4682.4	5819.45	5541.5	5115.03	5404.44	5479.14	5311.21	4550.53	4868.37	4435.72	5839.61	3781.19	5751.65	4847.77	4464.36	4020.18
O00629	O00629		KPNA4		177181	187293	183162	180519	179993	167623	193927	200329	192736	196611	193701	196934	178640	195546	200023	201638	203282	201620
O00635	O00635		TRIM38		9959.55	8790.56	8950.24	8798.05	8422.97	8270.06	9701.93	10003.2	9190.19	10477.4	8443.72	8886.35	7665.22	9142.65	9894.68	9974.87	11351	8455.95
O00716	O00716		E2F3		21512.5	20342.4	18629.1	20446.7	21249.5	19297.3	21106.8	24098.4	23902.9	23230.7	23492.2	21032.3	22157	22587.8	19910.5	20242.9	20768.9	20504.9
O00743	O00743		PPP6C		100951	100762	106932	102792	101093	93303.2	103197	110195	104585	98946.2	102435	102175	101045	106755	104064	107871	100429	102659
O00746	O00746		NME4		5701.65	4663.69	4928.11	5526.76	5607.83	6789.33	3788.47	4905.82	4593.98	6004.57	4023.77	5021.33	6043.86	4828.21	4551.12	4464.92	5067.46	4397.35
O00754	O00754		MAN2B1		32715.6	29359	30948	32732.5	32831.2	31232.7	29924.4	29158.4	30914.3	32071.8	31191.7	32132.9	29674.8	29526	32712	31337	32538.6	30819.8
O00764	O00764		PDXK		135386	137886	131857	137526	129513	125277	131268	144712	144037	135212	142284	143445	128942	142067	143044	144170	149447	146610
O00767	O00767		SCD		24127.2	20367.5	20560	18261	18850.7	19179.6	15449.8	16924.7	14461.6	19091.7	16090.5	18628.5	20113.2	15987.9	15716.3	18046.9	18305.5	15629.6
O13297	O13297		CET1		52969.1	54517.4	52982.5	53030.6	46462	51941.7	28700.8	32287.1	30111.3	56186.1	31368.3	58403.8	59357.9	32453.3	31661	34588.2	32180	28969.9
O13329	O13329		FOB1		9532.52	10582.7	11855.7	9057.84	7953.29	6472.72	4999.03	4944.42	5578.75	10765.6	5743.43	11436.6	10082.9	5300.35	5383.24	6903.71	5912.09	5373.54
O13516	O13516		RPS9A		1.01538e+06	1.03392e+06	1.06918e+06	1.09151e+06	1.04346e+06	1.06454e+06	600998	575192	622082	1.05784e+06	584373	1.14698e+06	1.10742e+06	649391	606216	563415	577111	643192
O13527	O13527		TY1B-A		4375.67	4319.92	3423.17	3719.73	3779.79	4171.86	2148.75	2733.77	2701.67	5049.11	3614.66	4189.11	4021.66	2265.93	3923.7	2743.37	3228.17	3069.48
O13547	O13547		CCW14		38261.7	37841.5	37233.1	37173	35669	29718.7	17637.1	18234.6	20134.9	43510.8	18345.8	34098	34105.2	16131.3	19274.2	16868.3	18299.9	19507.1
O13563	O13563		RPN13		89217.7	95918.8	97575.1	94531.4	97779.3	88533.6	64925.5	64506.9	60569.2	111518	56911.8	107540	106737	63939.4	65141.1	60727.4	65022.5	65121.5
O13585	O13585		YPR089W		8149.42	9126.1	8135.15	6792.05	7514.23	7309.22	4924.79	4586.37	4219.33	7733.83	5033.44	8405.23	8068.07	5026.23	5202.03	5365.87	5220.99	4574.98
O14455	O14455		RPL36B		99294.1	107719	91469.8	91756.5	103305	89108.1	60594.1	64002.4	68473.7	119043	62613.7	114322	115013	61482.3	58814.8	66066.9	61769.6	61480
O14467	O14467		MBF1		200553	194914	193791	193502	191182	190698	100934	98716.5	97807.4	190540	104005	199884	200618	97231.7	102757	96295.8	93477.2	99795
O14468	O14468		YOR304C-A		7191.84	6773.96	5981.9	6245.9	7017.16	6075.48	4315.85	3414.01	3128.12	6531.95	4012.28	7265.79	7073.99	3466.54	2648.4	4485.76	4788.26	3363.75
O14497	O14497		ARID1A		157509	157055	153453	154246	152246	151173	156695	162230	159409	162545	158935	161442	158630	156929	155019	161519	163131	155626
O14508	O14508		SOCS2		14096	14730.5	14768	14925.1	12852.1	13598.9	13791.4	13037.2	13969	14530.4	13889.1	14473.9	14914.3	15204.6	13243.6	13915.2	14559.5	13664.7
O14519	O14519		CDK2AP1		10948.6	7567.37	10492.9	10670.2	9207.96	9849.02	7890.69	7098.85	9284.37	7919.27	7874.85	9736.45	10929.1	8411.62	8240.4	9305.46	8794.54	9776.7
O14521	O14521		SDHD		14694.8	14757.7	21345.5	18706.3	20217.6	20695	25065.5	13440.1	18980.7	14916.3	17935.9	19404.5	19748.9	21581.1	19647.1	18364	15990.7	20270.2
O14526	O14526		FCHO1		30753.9	31322.5	30425.5	31184.9	31745.1	31883.8	31407	29257.6	32520.6	31420.4	29932.7	30314.5	32524.5	31065	31304.1	31921.1	32785.1	29719.5
O14529	O14529		CUX2		6099.47	5137.87	4675.54	8391.43	6128.67	6646.11	6471.08	7698.39	3801.27		6516.33	6549.75	6437.29	5040.26	6400.95	4539.49	4284.7	5761.37
O14530	O14530		TXNDC9		68327.7	66928.5	68972.1	70680.1	67414.1	70334.9	72298.6	69283.2	68729.2	68571.8	71596.1	70388.7	67447.6	69867.9	70227.3	70029.6	67228.8	69665.8
O14545	O14545		TRAFD1		105265	101239	102522	105263	101800	103725	105376	105757	105985	104583	101833	101614	99412.4	107278	107021	101360	104306	104005
O14548	O14548		COX7A2L		9122.43	12144.6	10647.4	8610.33	7777.77	8220.47	15585.8	15464.6	14144.4	12788.2	11695.6	13091.5	10470.8	16649.6	17181.5	16651.3	15205.4	18707.9
O14558	O14558		HSPB6		25338.9	25070.5	29200.5	23260.7	27847.2	27585	29850.7	25179.9	29017	26973.5	28653.6	27632.9	29712.2	28349.9	25950.5	29033.7	27317.6	28756.5
O14561	O14561		NDUFAB1		1.25617e+06	1.27476e+06	1.35223e+06	1.35501e+06	1.3212e+06	1.37498e+06	1.46988e+06	1.28885e+06	1.37439e+06	1.27677e+06	1.40608e+06	1.37281e+06	1.33656e+06	1.44253e+06	1.40386e+06	1.34324e+06	1.42539e+06	1.40555e+06
O14562	O14562		UBFD1		45274.9	37919.6	38375.4	47071.8	42141.1	40627.7	41013.4	52688.9	47401.3	45390.9	41578	46925.3	44770.9	45084.3	39759.5	48147.3	51867.4	42985.4
O14578	O14578		CIT		17037.4	17313.1	17242	17694.1	18122	18372.9	17543.7	17048.1	16720	17711.5	17146.3	17371.2	19158.6	16207.2	17893.2	17585.5	17013.8	17518.2
O14579	O14579		COPE		182115	178397	176519	185318	179000	174170	182863	180614	179899	172352	184855	178298	175080	177286	175577	178168	177693	171574
O14593	O14593		RFXANK		5934.21	5388.86	5408.6	7130.62	5216.63	5681.61	6008.41	5955.12	4577.09	6487.8	5613.75	5382.34	6113.79	5487.07	4157.09	4483	4989.37	5777.43
O14617	O14617		AP3D1		105986	98614.2	106378	103538	105159	104893	105349	105539	106024	99094.5	103629	103981	104516	102817	106279	100912	103798	102392
O14618	O14618		CCS		34999.7	36338.5	34096.1	34283.2	32652.9	33080.1	34662.8	34900.5	34609.9	28864.2	36096.5	32671.5	33740	34081	30638.4	34842.3	37937.3	39885
O14628	O14628		ZNF195		6318.5	5914.72	8365.76	6441.47	5781.5	5896.38	5900.45	4800.39	6531.27	5944.85	6352.04	6644.33	5325.13	6333.97	4802.86	5220.46	5823.58	7155.22
O14640	O14640		DVL1		10691.9	7270.65	7021.34	7687.14	6047.84	5749.53	6611.55	6064.89	6190.88	9925.54	7487.89	8472.79	8006.24	5949.81	7287.32	6335	6264.74	7664.22
O14641	O14641		DVL2		12120.1	13672.3	12184	13230.7	12040.1	11649	12523.2	12276.2	11608.7	14443.1	14124.5	14825.1	12861	12223.6	11815.4	14175.4	12088.4	13846.7
O14646	O14646		CHD1		66224.5	68026.5	64543	66100.9	65848.5	65353.1	69996.4	71503.6	71170.4	68243.8	67699.9	67700.6	66732.7	66422.6	69446.9	70750.2	69370.8	69118.7
O14647	O14647		CHD2		11035.6	9474.32	11470.1	10386	10573.4	9673.4	12078.2	11948.6	10875.3	11652	11726	11310.4	10299.2	11162.1	10485	11512.2	11026.1	12530.8
O14653	O14653		GOSR2		14938.1	15739.5	14625	14912.1	13672.6	14961.1	15243.5	14329.6	13982.7	15153.2	13958.7	14166.6	14585.4	14451.9	14415.5	14689.6	14375.8	13089
O14656	O14656		TOR1A		18556.3	19252.9	19105.1	19727.9	17478.1	19183.7	20696.6	17803.6	20056.1	18059.3	21072.3	19710.1	17311.9	18611.1	21370.9	19160.7	20214.7	19352
O14657	O14657		TOR1B		11601.2	12598.1	12289.6	14063.8	12590.1	12044.9	12967.2	12758.4	11532.9	13978.5	12495.8	11408.9	14289.7	13608	12394.7	13037	13919.8	13212.4
O14662	O14662		STX16		21927.4	21190.8	19634.5	22288.2	23170.6	21733.5	22281.5	24883.6	22522.9	20909.4	21353.6	20247.1	20914.1	20412.8	20733.4	21826.8	22501.6	23258.3
O14672	O14672		ADAM10		18620.6	18333	17999.8	19339.6	16310	18287.1	18560.9	19352	19502.3	17002.2	18533.4	16853.8	17206.6	19411.6	18014.3	18279.5	18367.6	15877
O14686	O14686		KMT2D		24996.7	26026.9	24782.4	25287.3	24304.1	24553.8	26081.4	26071.5	26146.4	26402.8	24623.6	26201.4	23979.6	26779.1	25285.4	26302.3	24605.2	26076.6
O14713	O14713		ITGB1BP1		405.686	370.697	350.496	584.857	582.64	846.603	524.759	1048.93	662.456		830.001	591.34	412.978	443.415	722.592	577.004	587.336	
O14727	O14727		APAF1		9046.72	7254.99	8167.1	7935.5	7637.8	9077.75	8121.95	7937.99	6950.27	9282.26	8300.17	7537.66	9668.97	8192.44	7224.69	7206.15	8148.75	7344.39
O14730	O14730		RIOK3		44167.7	48892.9	45834	45607.1	47404.5	41243.5	46192.6	47597.5	47875.7	46850.1	47502	46366.1	46572.5	48150.9	46540.4	46189.2	45154.5	46816.9
O14733	O14733		MAP2K7		22665.9	23297	22630.2	22253.7	21254.4	20575.6	22507.2	22210.5	21693	19258.4	21218.5	22176.5	21047.7	22074.1	22263.1	22932.1	24282.2	24204.6
O14734	O14734		ACOT8		10355.8	9567.17	8542.49	11800.8	9910.71	10050.9	13816.9	10505.3	12333.5	11333.6	9207.1	10982.9	12165.6	10627.8	11924.8	12687.1	12330	14590
O14735	O14735		CDIPT		5432.3	4182.75	3059.89	4622.11	3414.09	4496.55	4567.67	4261.05	4328.5	4445.14			4872.17	4630.68	4872.81	3596.81	4084.43	4356.7
O14737	O14737		PDCD5		272400	284874	294305	299529	277886	304012	338435	326944	320669	300730	323769	303060	288274	328862	342431	335801	328118	340885
O14744	O14744		PRMT5		624987	628769	614335	606522	641195	597824	623483	626670	618359	632186	635580	634398	628156	614916	637752	607334	621792	614324
O14745	O14745		NHERF1		61900.5	67125.1	61464.3	62429.7	62622.2	63867.6	72784.5	70453.4	64242.7	68152.1	67489	63896.8	67680.4	72915.1	72824.2	67987.7	69053.3	70076.8
O14757	O14757		CHEK1		49421.1	48051.6	48322.5	48659.9	47642.7	45386.4	55533.1	58309.5	55019.4	57097.1	55832.8	53837.6	51188.8	53963.2	55648.1	57680.7	59498.5	58718.2
O14770	O14770		MEIS2		20382.9	22930.8	20614.8	20291.4	20724.6	19489.6	20862.7	19887	21388.1	19482.6	21129.9	19575.8	22804	21225	18992.4	19940.2	19926.4	20022.2
O14772	O14772		FPGT		26407.3	24056.2	25700.4	24471.3	26448.2	25259.3	22822.4	21421.8	20334.5	27047.7	21150.1	22321.8	25119.5	23521.8	20803.2	24226.1	21553.9	21750.3
O14773	O14773		TPP1		66813.8	65332.3	65411	67490.5	67454.8	63325.6	68222.2	64836.5	68221.3	62985.7	68171	69773.1	67095	64297	66775.8	68490.5	62775.5	68181.9
O14776	O14776		TCERG1		326062	338349	337711	323454	329179	321832	358832	362337	372991	336775	358835	336307	314456	363157	363765	367165	361682	376540
O14777	O14777		NDC80		52548.5	52505.8	53880.3	56342.2	51928	50100.2	52899.7	51189	51742.2	53565.9	56214.3	51704.2	55876.7	53536.1	52965.2	50435.5	52110.5	51700.2
O14787	O14787		TNPO2		49913.6	47898.6	46738.9	47765.1	45446.6	49511.7	48317.9	47866.5	48448.4	47573.5	48902.4	48600.2	48303.8	48467	45786.5	47805.1	47246.7	45010.6
O14802	O14802		POLR3A		37553	36982	36951.7	37371.3	37527.2	38750.1	40782	39457.5	38632.1	36325.4	40112.3	38488.2	38818.7	40524.1	38859.2	39894.8	36881	38759.4
O14818	O14818		PSMA7		449327	451990	435265	434150	417725	424270	428113	445212	454863	431038	452195	450507	428073	428506	438123	446648	450623	451775
O14828	O14828		SCAMP3		117111	115896	114915	113309	109053	108332	110134	120382	122651	117238	113774	117160	112263	110339	117142	116555	117447	112415
O14841	O14841		OPLAH		59180.6	57929.6	54810.1	56332	55980.7	54196.7	57645.8	54667	57646.2	55108.7	56741.6	55870.2	55118.4	57924.6	54818.6	58310.4	58523.8	58725.5
O14867	O14867		BACH1		9142.07	9789.2	9295.07	10523.2	10525.2	8372.25	11458.6	11637.7	10242.6	11286.6	11844.1	8962.92	9987.18	12440.1	10851.1	12262.8	12166.1	10980.9
O14874	O14874		BCKDK		26418.6	24449.4	26621.9	23980.9	27174.8	26364.9	27115.7	25439	25710.3	24585.2	26019.9	22350.2	22964.6	27058.5	23495	28404	28533.8	27462.3
O14880	O14880		MGST3		100050	101217	97272.3	105000	96854.5	97658.5	101877	111795	108968	109625	108670	113571	97339.7	110765	111139	114582	114943	108771
O14893	O14893		GEMIN2		48903.1	50949.2	47741.2	43772.6	39296.5	36832.6	41134.9	47856.7	43006.8	43171.9	41613.2	38431	37401.2	35548.5	44404.7	45813.8	47126.3	41806
O14907	O14907		TAX1BP3		1247.34	1267.78	1140.12	478.325	1758.24		1088.95	1287.28	1135.59	772.298		1236.73		1050.49	1077.63	726.751	858.943	969.643
O14908	O14908		GIPC1		41114.1	42402.1	44518.7	42488.1	41551.4	38145.4	40843.2	40595	40623	42223	39255.6	43488.7	40378	37572.7	39641.4	38209.5	38772.9	40145.9
O14920	O14920		IKBKB		15786.6	18321.1	16011.2	16915	15785.9	15312.5	16541.2	17002.2	16850.2	16516.3	15873.3	17365.9	16960.7	18610.6	17282.6	19199.2	17387.1	16890.2
O14925	O14925		TIMM23		152617	163963	155866	156133	155590	160025	167571	166652	164452	176428	160435	168222	147113	148917	171263	179454	167771	174005
O14929	O14929		HAT1		544624	574959	518974	548673	532637	490341	558982	620933	592007	541902	566792	554933	509991	565611	579599	620271	624311	548431
O14933	O14933		UBE2L6		11484.4	11213.2	11970	13103.4	12561.9	12510.9	9899.86	12196.6	12659.1	11336.4	10577.3	12348.4	9904.74	9638.4	9206.7	10937.8	12706.6	10510
O14936	O14936		CASK		21984.8	21980.7	27369.3	27307.8	27097.3	27422.6	28310.7	18531.2	24275.2	19365.5	25797.4	19314.1	22828.8	31589.6	21514.1	20500.1	19871.8	25710.2
O14949	O14949		UQCRQ		24597.5	23984.5	21979.3	24291.5	22493.2	24022.9	24317.2	25231.7	25914.9	26404.4	27284.4	25624.8	24706.7	24731.9	26829	27167.4	25673.2	27618.2
O14950	O14950		MYL12B		175932	168737	170115	170331	173303	164786	171158	188226	181294	191082	166956	179352	180670	170703	170455	185678	173855	171654
O14957	O14957		UQCR11		322679	326342	330491	328698	337449	340140	320223	318309	318716	336277	323946	331003	329542	338484	339632	327908	339218	325821
O14964	O14964		HGS		54386.5	55487.9	55578.7	55327.8	56444.9	54877	59503.4	56258.8	57502.6	58769.3	57109.7	57749	56003.1	56140.1	59662.3	60350.1	59611.2	58422.5
O14965	O14965		AURKA		40090.2	40360.2	38885	37803.9	39654.8	38139.7	39696.6	43087.8	38562.7	41325.9	38260.8	40252.7	38943.6	38426.1	38847.7	38967.3	40128.7	38660
O14972	O14972		VPS26C		24098.7	23663.5	24137.5	25118.4	24675.4	25487.4	25307.2	20944.7	22430.6	24659.6	25171	25589.1	26527	24337.8	23163.5	22116.2	22454.3	24731.6
O14974	O14974		PPP1R12A		137313	143794	144804	137149	136968	137787	146377	146352	154009	151992	146037	149367	134988	139392	149549	158547	151103	149584
O14975	O14975		SLC27A2		7189.97	5712.91	5610.5	6230.8	4587.38	5178.72	4965.27	6368.12	6156.32	6670.75	4684.86	5372.64	5598.79	4906.32	4639.27	5775.75	5170.58	5328.32
O14976	O14976		GAK		23685.5	23129.6	21551.4	23154.9	21818.8	23352.4	23105.9	23352.6	22059.7	23775.7	23836.8	23622.2	22807	23399.8	23610.8	23622.2	22141	24133.2
O14979	O14979		HNRNPDL		1.18054e+06	1.22227e+06	1.18203e+06	1.2158e+06	1.11555e+06	1.12449e+06	1.2522e+06	1.30933e+06	1.27889e+06	1.24383e+06	1.25844e+06	1.25254e+06	1.25654e+06	1.29736e+06	1.27728e+06	1.34341e+06	1.35669e+06	1.28669e+06
O14980	O14980		XPO1		1.12262e+06	1.12739e+06	1.13184e+06	1.113e+06	1.11306e+06	1.13231e+06	1.15079e+06	1.14723e+06	1.14909e+06	1.13095e+06	1.14656e+06	1.12716e+06	1.12844e+06	1.17538e+06	1.1468e+06	1.15781e+06	1.14787e+06	1.16625e+06
O14981	O14981		BTAF1		40997.5	41259.1	41403.7	41346.4	40008.2	40300.8	42049.6	42170.1	40902.2	40726.1	41408.5	41687.7	42128.5	42038.5	40538.2	43477.4	41945.5	44189.2
O15013	O15013		ARHGEF10		3435.09	3257.11	4123.47	4174.12	2513.08	4844.14	3575.2	3455.25	3240.51	3079.18	3317.99	3525.72	3964.36	2956.19	2447.17	2329.21	3186.64	1983.49
O15014	O15014		ZNF609		27677.6	29228.7	27200.8	27615.7	26443.3	25656.5	27736.7	26991.5	28917.4	25366.7	27216.9	28420.5	27530	27450.2	28351.5	30556	28868.1	27189.8
O15015	O15015		ZNF646		5400.1	6600.97	5433.28	5942.25	6202.48	6161.88	4627.59	5410.5	5819.91	5169.08	4823.87	4504.1	5939.04	5292.42	5275.21	5220	4089.47	5312.5
O15020	O15020		SPTBN2		29318.5	28051.7	27788.7	28039.2	31030.4	30371.3	32123.7	31070	29350.4	29862.5	28383.8	29920.2	28127.7	29016.7	28352.5	31368.6	31209.9	29374
O15027	O15027		SEC16A		45986.9	47997.1	45967.1	46518	45090.3	44132.6	46984.7	47984.7	47200.2	46599.7	49228.1	45253	44217.2	47794.1	47825.8	48331	50259.1	46514.7
O15031	O15031		PLXNB2		7584.74	7680.54	6773.51	6149.67	6427.68	6105.79	6554.84	6280.73	7139.91	7271.52	7290.46	7757.52	6482.34	7480.88	6087.44	6762.16	6395.11	6844.71
O15042	O15042		U2SURP		387089	375041	384405	388097	388564	386555	403356	417066	400372	401833	391101	398034	396395	405144	396675	423491	414151	404613
O15047	O15047		SETD1A		18607.6	18325.1	18287.5	18604	17576.6	19083.9	19364.8	20839.5	19279.5	19422.5	19436.4	19541.2	19137.9	18805	18981.9	19763.9	20320	20027.6
O15054	O15054		KDM6B		3736.13	4083.41	3822.39	3726.33	3824.58	4074.32	3424.65	3670.5	2378.71	3962.27	3351.25	4048.49	3407.96	3833.74	3189.5	3432.25	3216.93	3812.94
O15062	O15062		ZBTB5		3988.71	3227.22	4318.85	4068.76	4251.5	3207.45	2929.74	3235.59	4333.65	5919.4	3052.36	4766.94	3586.85	3918.68	3385.12	3498.3	3940.06	3592.17
O15063	O15063		GARRE1		5644.24	8048.56	13440.8	11874.2	12569.3	9016.01	8665.34	2752.22	8288.59		12929.2	8498.36	11787.8	9420.32	9283.88	4590.27		9355.21
O15066	O15066		KIF3B		15698.3	15695.9	16539.9	16262.1	15000.4	17239.9	13854	13973.5	15585.4	15394	16970.7	16283.7	14843.9	13895	12386.5	14056.7	14601.3	15499.8
O15067	O15067		PFAS		470413	464388	468992	453784	452527	447452	465258	460623	473040	459150	456113	467863	461994	458470	463562	466990	469398	462580
O15078	O15078		CEP290		4470.11	4488.48	3907.25	4001.49	5228.3	4204.57	4102.15	4575.01	4387.17	4327.56	3996.09	4120.5	4666.95	4292.54	3708.59	4510.26	4577.76	4150.58
O15084	O15084		ANKRD28		67230.4	67762.5	70550.8	66748.1	70377.8	67017	65695.1	66372.5	69753.3	64488.7	68347.9	67736.3	67051.1	67387.3	67318.8	67715.9	66371.9	68331
O15085	O15085		ARHGEF11		8634.04	7045.67	6341.77	5839.11	5171.95	8134.36	5222.58	7251.89	8037	8872.52	6128.45	7282.45	7494.43	6735.23	6802.1	8508.34	6987.05	7285
O15091	O15091		PRORP		68660.3	67033.3	72615.3	68503.5	69063.4	63165.8	68050	68720.5	73189.9	67837.7	69023.6	72590.8	72341.5	68732.8	67300.9	64613.4	70429.4	68412.4
O15111	O15111		CHUK		24648.8	24273.2	23008.6	21912	20858.5	20143.9	22046.3	21932.7	22924.3	21120.9	22159.1	23156.7	22561.8	22643.9	21272.7	21482.1	21900.5	21105.4
O15116	O15116		LSM1		133777	130834	128671	132162	125138	125298	139930	135381	128006	139430	131620	131532	132471	134254	135929	138445	141308	145517
O15117	O15117		FYB1		36768.5	35091.9	36972.5	36915	34343.5	34151.6	38033.6	35051.6	32768	37302.5	37043.7	37453.8	37459.8	36066.4	38324.9	35508.9	33826.9	37119.2
