Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	4	4	1.17506e+06	1.2519e+06	1.63097e+06	1.28664e+06	980373	1.22627e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	3.78691e+06	3.89849e+06	4.16641e+06	3.42586e+06	4.00257e+06	3.84596e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	22	22	3.28135e+07	3.04742e+07	3.06357e+07	3.20675e+07	3.18757e+07	3.19962e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	13	13	4.6349e+06	4.64676e+06	4.76369e+06	4.66815e+06	4.65347e+06	4.1357e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	23	23	1.24871e+07	1.23228e+07	1.27237e+07	1.28436e+07	1.23566e+07	1.27314e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	32	32	1.00517e+08	1.01459e+08	9.98658e+07	1.01542e+08	9.79586e+07	9.45395e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	2	2	2.82493e+06		3.04294e+06	3.13546e+06	3.26363e+06	2.17408e+06
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	1.5931e+06	1.34578e+06	1.52068e+06	1.36216e+06	1.52287e+06	1.60222e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	3.65458e+07	3.5727e+07	3.84404e+07	3.63264e+07	3.94826e+07	3.70513e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.36768e+07	3.48724e+07	3.29133e+07	3.21499e+07	3.47722e+07	3.27931e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	4	4	6.23162e+06	5.84664e+06	5.63956e+06	6.63735e+06	5.98422e+06	5.86672e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	4	4	5.04978e+06	4.72781e+06	4.55351e+06	4.68573e+06	4.95991e+06	5.20887e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	1.78427e+06	1.41883e+06	2.19382e+06	1.6351e+06	1.99937e+06	1.77752e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	6.79147e+06	5.42326e+06	6.4971e+06	6.28646e+06	6.46422e+06	6.56781e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	7.87216e+06	7.99464e+06	9.47178e+06	7.73396e+06	9.35883e+06	8.83375e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.05683e+07	2.09842e+07	2.05667e+07	2.07084e+07	2.02056e+07	1.97787e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	19	19	1.03339e+08	1.00715e+08	1.06423e+08	1.06954e+08	1.03037e+08	1.02335e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21	2.55134e+07	2.55893e+07	2.61548e+07	2.59482e+07	2.62249e+07	2.62233e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.54932e+07	6.0006e+07	6.2341e+07	5.85335e+07	5.79941e+07	5.89216e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	8.96894e+06	9.0628e+06	9.52485e+06	8.04325e+06	9.08727e+06	9.31873e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13	5.53355e+07	5.31115e+07	4.72805e+06	5.31576e+07	5.61989e+06	6.59528e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	17	17	6.41104e+07	6.48175e+07	6.50049e+07	6.37785e+07	6.31201e+07	6.53028e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	19	19	1.13001e+07	1.15966e+07	1.16738e+07	1.21103e+07	1.17364e+07	1.13861e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	2.68633e+06	2.71183e+06	2.89071e+06	2.74787e+06	2.43674e+06	3.09475e+06
P08368	CREB_ECOLI	creB	Transcriptional regulatory protein CreB	2	2		1.41613e+06	1.23705e+06	1.34781e+06	1.22586e+06	
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	8.20025e+06	7.80036e+06	8.0119e+06	7.94051e+06	7.26589e+06	7.50167e+06
P08390	USG_ECOLI	usg	USG-1 protein	9	9	2.09279e+07	2.12168e+07	2.17863e+07	2.05759e+07	2.23152e+07	2.13927e+07
P08395	SPPA_ECOLI	sppA	Protease 4	13	13	8.81866e+06	8.25716e+06	8.67089e+06	8.64965e+06	8.48453e+06	8.76824e+06
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	17	17	2.7319e+07	2.60232e+07	2.76178e+07	2.65915e+07	2.67953e+07	2.59158e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	3.19763e+07	3.0564e+07	3.08575e+07	3.07135e+07	3.02024e+07	3.12639e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	12	12	3.35559e+07	3.2626e+07	3.01617e+07	3.47304e+07	3.15511e+07	2.90484e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		16	16	6.51717e+07	6.32719e+07	6.20596e+06	6.1852e+07	6.24307e+06	5.88232e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	32	32	3.09278e+08	3.02211e+08	3.00222e+08	3.05541e+08	3.08347e+08	3.15433e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	18	18	6.86827e+06	7.30398e+06	6.75153e+06	7.16454e+06	7.12343e+06	6.69444e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.97653e+07	4.96507e+07	4.95754e+07	4.98306e+07	4.86078e+07	4.94812e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	7.71442e+06	7.18891e+06	7.61946e+06	7.84119e+06	8.02489e+06	5.72935e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	3	3	2.93628e+06	2.98374e+06	2.60164e+06	3.36003e+06	2.35606e+06	2.33449e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10	2.30912e+07	2.30446e+07	2.26771e+07	2.35815e+07	2.23547e+07	2.21744e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	7	7	1.35417e+07	1.20499e+07	1.19092e+07	1.29149e+07	1.50624e+07	1.34843e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	7	7	1.59135e+07	1.61706e+07	1.72693e+07	1.54206e+07	1.66826e+07	1.53231e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	5.87676e+07	5.99928e+07	6.11743e+07	6.09612e+07	6.05579e+07	6.07524e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	13	13	3.17444e+07	3.20609e+07	3.26755e+07	3.22144e+07	3.17051e+07	3.30384e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	10	10	5.42046e+06	5.56197e+06	5.46861e+06	5.7362e+06	5.64865e+06	5.46472e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	20	14	1.96242e+07	1.87848e+07	2.03838e+07	1.93507e+07	2.00208e+07	1.92785e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12	1.02743e+07	9.67906e+06	1.08841e+07	9.59103e+06	1.01816e+07	9.759e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.67573e+07	2.42095e+07	2.71205e+07	2.70973e+07	2.5922e+07	2.77575e+07
P09169	OMPT_ECOLI	ompT	Protease 7	13	12	2.15354e+07	2.05924e+07	2.23458e+07	2.21275e+07	2.30236e+07	2.34382e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		6	6	4.46156e+07	4.17963e+07	4.95442e+06	4.32599e+07		4.67665e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	5.36047e+06	4.70125e+06	4.55863e+06	5.34254e+06	4.88695e+06	4.85399e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.62318e+06	1.81255e+06	1.73874e+06	1.76197e+06	1.56481e+06	1.55197e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9	1.85322e+08	1.67932e+08	1.8522e+08	1.87714e+08	1.85367e+08	1.86933e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	67	62	1.99212e+09	1.94782e+09	1.99728e+09	1.98373e+09	2.01086e+09	1.98938e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	13	13	2.85193e+07	2.77439e+07	2.9512e+07	2.88289e+07	2.83045e+07	2.86943e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	2.02715e+07	2.14193e+07	1.94026e+07	2.03095e+07	1.92946e+07	1.85946e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	13	13	2.14122e+07	1.94718e+07	2.07055e+07	2.05106e+07	1.87733e+07	2.15001e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	5	5	1.01983e+07	1.0022e+07	1.00265e+07	9.22325e+06	1.03348e+07	9.65351e+06
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	41	41	1.05434e+07	1.0631e+07	1.09044e+07	1.1356e+07	1.05918e+07	1.02756e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	6	6	2.50101e+07	2.80583e+07	2.7869e+07	2.64249e+07	2.85783e+07	2.8413e+07
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	2	2	809634	1.01132e+06		801380		402010
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	23	23	1.31763e+07	1.31317e+07	1.38068e+07	1.37102e+07	1.30359e+07	1.37055e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	6	6	3.85515e+06	4.16067e+06	3.96322e+06	3.27709e+06	3.70152e+06	3.56844e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	9.21445e+08	9.18819e+08	8.56903e+08	8.94585e+08	8.68798e+08	8.58545e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.22956e+09	1.15e+09	1.12256e+09	1.17666e+09	1.09083e+09	1.18451e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	10	10	1.08559e+07	1.09865e+07	1.16832e+07	1.11555e+07	1.14551e+07	1.07462e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.01647e+08	1.01452e+08	1.0202e+08	1.01306e+08	9.87284e+07	1.00138e+08
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	8	8	9.54289e+06	8.99602e+06	9.82838e+06	9.24359e+06	9.05047e+06	9.36758e+06
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.33881e+07	1.2704e+07	1.21286e+07	1.35224e+07	1.38824e+07	1.3547e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.44629e+07	2.43958e+07	2.40956e+07	2.46413e+07	2.35505e+07	2.40056e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	9.99707e+07	9.85412e+07	9.38675e+07	1.00049e+08	9.6466e+07	9.84104e+07
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	1	1			894380			
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	10	10	1.56096e+07	1.64702e+07	1.60084e+07	1.78545e+07	1.5971e+07	1.66742e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.62008e+07	4.76083e+07	4.69688e+07	4.7898e+07	4.54749e+07	4.76112e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	7	7	2.86368e+07	2.81385e+07	2.86901e+07	2.7813e+07	3.00368e+07	2.84438e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	11	11	4.40624e+07	4.21077e+07	4.27754e+07	4.21684e+07	4.4256e+07	4.30082e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	22	22	1.57767e+07	1.565e+07	1.61695e+07	1.62932e+07	1.53794e+07	1.54953e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	36	36	6.53473e+08	6.23931e+08	6.1674e+08	6.35536e+08	6.32233e+08	6.22293e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.0498e+08	6.24366e+08	6.92282e+08	5.96144e+08	7.00507e+08	7.13099e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3	1.90502e+07	1.8463e+07	1.97198e+07	1.8614e+07	1.99883e+07	1.88673e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.37064e+08	1.35869e+08	1.32566e+08	1.39514e+08	1.32604e+08	1.33077e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	23	23	9.49468e+07	9.66818e+07	9.19771e+07	9.3668e+07	9.35885e+07	9.34989e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	28	28	8.27751e+07	8.3036e+07	8.552e+07	8.4633e+07	8.25086e+07	8.42788e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	3	3	1.22586e+06	1.20043e+06	1.11739e+06	1.07084e+06	958189	1.144e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	12	12	4.93738e+07	4.67639e+07	4.82537e+07	4.81183e+07	4.91142e+07	4.921e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	11	11	1.52755e+07	1.43695e+07	1.55793e+07	1.50949e+07	1.58389e+07	1.43928e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	4	4	3.82458e+06	3.31081e+06	4.21838e+06	3.29502e+06	4.24029e+06	3.79138e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	3	3	5.42827e+06	5.99641e+06	5.96088e+06	6.22869e+06	5.73648e+06	5.96093e+06
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	5.31394e+06	5.37264e+06	5.16889e+06	5.65077e+06	5.07308e+06	5.11915e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	4	4	1.19262e+06	1.38072e+06	1.29155e+06	1.41857e+06	1.3558e+06	1.2814e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.77902e+07	6.79856e+07	6.75599e+07	6.83485e+07	6.91408e+07	6.84393e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	3	3	1.25594e+06	1.17524e+06	1.12054e+06	1.26641e+06	798043	1.11121e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	9.89326e+07	9.88541e+07	9.90265e+07	9.85739e+07	1.02419e+08	1.02806e+08
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	21	21	1.30439e+08	1.30712e+08	1.29391e+08	1.28851e+08	1.30258e+08	1.2866e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	9.56936e+07	9.5926e+07	9.68308e+07	9.39456e+07	9.76466e+07	9.92358e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.65505e+08	1.62833e+08	1.59117e+08	1.60904e+08	1.62168e+08	1.61316e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	8.3131e+06	8.33074e+06	9.43008e+06	7.9116e+06	8.46993e+06	9.03749e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.15871e+07	2.31787e+07	2.38237e+07	2.2042e+07	2.26232e+07	2.27506e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	1.33198e+07	1.26604e+07	1.44999e+07	1.35289e+07	1.38564e+07	1.41481e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	43	43	7.96667e+08	7.91712e+08	7.88691e+08	7.85535e+08	7.9455e+08	7.87144e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	5.75933e+08	5.96562e+08	6.01795e+08	5.88562e+08	5.9092e+08	6.10505e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	6	6	8.22123e+07	7.64735e+07	7.86259e+07	7.85975e+07	8.1521e+07	8.1079e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.56185e+09	1.5137e+09	1.56998e+09	1.53097e+09	1.57908e+09	1.5727e+09
P0A6P5	DER_ECOLI	der	GTPase Der	19	19	2.53164e+07	2.62183e+07	2.48985e+07	2.50392e+07	2.5666e+07	2.52429e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	6.34585e+07	6.43026e+07	6.74544e+07	6.19826e+07	6.4574e+07	6.52332e+07
P0A6P9	ENO_ECOLI	eno	Enolase	27	27	1.12496e+09	1.12395e+09	1.14543e+09	1.1058e+09	1.15307e+09	1.17616e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	10	10	8.69722e+07	8.52477e+07	8.25569e+07	8.43446e+07	8.27101e+07	8.18305e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	9.97435e+07	1.02254e+08	9.72547e+07	1.03174e+08	9.47828e+07	9.6029e+07
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8	7.91679e+07	7.89098e+07	7.31402e+07	7.93433e+07	7.35339e+07	7.2957e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	5.00174e+07	4.15124e+07	4.64694e+07	4.63051e+07	3.91588e+07	3.85896e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	5.29796e+06	4.89817e+06	5.05505e+06	5.31711e+06	5.02984e+06	5.42401e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.60666e+07	2.77926e+07	2.61727e+07	2.71095e+07	2.80591e+07	2.65817e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	25	25	2.69035e+08	2.59768e+08	2.62416e+08	2.69397e+08	2.66941e+08	2.66943e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	7	7	1.65445e+07	1.7071e+07	1.78221e+07	1.69784e+07	1.76297e+07	1.80019e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	7	7	2.30562e+07	2.20348e+07	2.24141e+07	2.33672e+07	2.17973e+07	2.2044e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.47131e+07	1.5258e+07	1.51288e+07	1.59066e+07	1.4247e+07	1.45015e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18	2.3013e+07	2.29822e+07	2.41241e+07	2.2878e+07	2.42912e+07	2.38947e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	1.87515e+07	1.94653e+07	2.07903e+07	2.09082e+07	2.0213e+07	2.11139e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.28246e+07	1.41836e+07	1.37354e+07	1.31142e+07	1.36973e+07	1.33876e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	11	11	3.18879e+07	3.0809e+07	3.27923e+07	3.12104e+07	3.25561e+07	3.09912e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	9	9	5.15666e+07	5.15859e+07	5.07497e+07	5.10872e+07	5.19735e+07	5.0029e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	5	5	1.40339e+06	1.24046e+06	1.19871e+06	1.36842e+06	1.43965e+06	1.38469e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	4.15342e+06	4.34877e+06	4.27008e+06	4.03073e+06	3.96931e+06	4.46799e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	13	13	1.03324e+08	1.03631e+08	1.05973e+08	9.77179e+07	1.01137e+08	1.05121e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	11	11	2.71765e+07	2.61234e+07	2.58708e+07	2.69902e+07	2.61466e+07	2.74637e+07
P0A6X1	HEM1_ECOLI	hemA	Glutamyl-tRNA reductase	1	1		1.14337e+06				1.09316e+06
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	3.20671e+06	2.87135e+06	3.44199e+06	3.09508e+06	3.95368e+06	3.40345e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9	2.23445e+08	2.19202e+08	2.10185e+08	2.19126e+08	2.07266e+08	2.0656e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	3	3	5.3858e+07	5.20838e+07	5.0746e+07	5.28599e+07	5.54077e+07	5.38994e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.29107e+07	4.09941e+07	4.19528e+07	4.48968e+07	4.20678e+07	4.15343e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	44	44	4.01698e+08	3.82938e+08	3.82999e+08	3.89218e+08	3.97289e+08	4.07099e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	19	19	2.62693e+07	2.64133e+07	2.65316e+07	2.61795e+07	2.73092e+07	2.6248e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	43	43	1.22345e+08	1.19652e+08	1.21454e+08	1.17368e+08	1.21451e+08	1.20944e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	8.67164e+06	7.71753e+06	7.88809e+06	8.45403e+06	8.26309e+06	8.2976e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	36	36	9.06619e+07	9.04127e+07	8.9801e+07	8.92914e+07	9.06205e+07	9.27457e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	3.08335e+08	3.07885e+08	2.97717e+08	2.89158e+08	3.01841e+08	3.00619e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17	1.74991e+08	1.63794e+08	1.6981e+08	1.65183e+08	1.78153e+08	1.84713e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	12	12	2.23074e+08	2.23271e+08	2.22996e+08	2.08542e+08	2.24854e+08	2.23979e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	10	10	1.15317e+07	1.34379e+07	1.24123e+07	1.25199e+07	1.21965e+07	1.24002e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.5052e+07	5.38344e+07	5.41039e+07	5.57213e+07	5.35167e+07	5.82144e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3	3	2.41839e+06	2.45358e+06	1.8044e+06	2.40938e+06	2.12536e+06	2.36859e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	4	4	7.52418e+06	7.44121e+06	7.63705e+06	7.12652e+06	7.25464e+06	7.13188e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	2.94472e+07	2.78358e+07	2.84236e+07	2.85175e+07	3.09344e+07	2.9599e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	8.87143e+07	9.24028e+07	9.45904e+07	9.42657e+07	9.67238e+07	9.39686e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	4.95268e+06	4.95632e+06	4.75766e+06	4.9675e+06	4.51293e+06	4.87628e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.73403e+07	3.12575e+07	3.79361e+07	3.64098e+07	3.30802e+07	3.5741e+07
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1	2.84843e+06	3.26391e+06		3.2179e+06	3.66682e+06	3.64897e+06
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	14	14	4.18496e+07	4.27588e+07	4.48935e+07	4.31279e+07	4.26215e+07	4.27088e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1	2.35909e+06	2.25638e+06	2.79638e+06	2.61408e+06	2.28791e+06	2.51218e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	4	4	3.39574e+07	3.36549e+07	3.39427e+07	3.4913e+07	3.2594e+07	3.28028e+07
P0A761	NANE_ECOLI	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	1	1	688901		802992			
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	4.65091e+07	4.82705e+07	5.1236e+07	4.7704e+07	5.07859e+07	5.18702e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	1.20751e+06	999335	1.03578e+06	1.28973e+06		1.10323e+06
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.16511e+08	1.17343e+08	1.0921e+08	1.11577e+08	1.06603e+08	1.0433e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	2.15082e+07	2.09937e+07	2.16273e+07	2.12112e+07	2.08508e+07	2.03608e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	9	9	7.68449e+06	7.69552e+06	8.17697e+06	8.42379e+06	8.16794e+06	8.67475e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	5.02617e+07	4.49324e+07	5.12132e+07	4.99218e+07	5.06834e+07	5.03215e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8	3.65466e+07	3.65693e+07	4.03545e+07	3.86971e+07	3.81647e+07	3.88342e+07
