Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML
O00214	LEG8_HUMAN	LGALS8	Galectin-8	6	6	7.46838e+06	8.35679e+06	8.76049e+06	7.00556e+06	8.1112e+06	7.41817e+06	8.59776e+06	7.72122e+06	9.73779e+06	8.0319e+06	1.02613e+07	8.8502e+06	7.31119e+06	7.65959e+06	7.89552e+06	8.43934e+06	8.06586e+06	1.0111e+07
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	3	3	2.97393e+07	2.51599e+07	3.13364e+07	2.29082e+07	3.20232e+07	2.53368e+07	3.54174e+07	3.24214e+07	2.59265e+07	2.71989e+07	2.5522e+07	2.89469e+07	1.96527e+07	2.70283e+07	1.7457e+07	2.78651e+07	2.86195e+07	2.83439e+07
O00221	IKBE_HUMAN	NFKBIE	NF-kappa-B inhibitor epsilon	3	3	504148	765981	608242	346274	661952	835236	592028	592344	633285	602350	656671	735876		703943	590605	771437	688557	666205
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	25	24	1.12222e+08	1.03868e+08	1.13922e+08	1.09602e+08	1.06707e+08	1.10629e+08	1.08535e+08	1.05858e+08	1.10682e+08	1.14741e+08	1.06421e+08	1.03551e+08	1.06938e+08	1.11978e+08	1.06542e+08	1.04145e+08	1.08856e+08	1.07947e+08
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	17	17	6.10593e+07	5.8861e+07	6.60353e+07	5.20722e+07	6.06707e+07	6.86091e+07	6.4865e+07	6.85296e+07	7.02208e+07	5.95159e+07	4.9219e+07	6.31636e+07	3.53067e+07	5.86188e+07	5.9205e+07	5.88064e+07	6.30865e+07	6.3318e+07
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	6	6	3.74871e+07	3.57696e+07	3.86817e+07	3.84674e+07	3.95633e+07	4.13463e+07	3.75763e+07	3.67936e+07	3.73752e+07	3.93591e+07	3.79608e+07	4.40385e+07	3.57635e+07	3.90716e+07	4.38975e+07	3.92306e+07	3.77377e+07	4.02197e+07
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	3	3	4.36166e+07	4.23319e+07	4.32168e+07	4.01128e+07	4.46517e+07	4.22372e+07	4.26245e+07	4.43316e+07	4.4096e+07	4.41806e+07	4.40783e+07	4.43187e+07	4.00891e+07	4.46769e+07	4.37977e+07	3.95066e+07	4.19346e+07	4.43548e+07
O00255	MEN1_HUMAN	MEN1	Menin	8	8	2.83225e+06	2.50329e+06	3.53639e+06	2.3254e+06	2.46681e+06	2.89838e+06	2.35008e+06	2.52343e+06	2.92344e+06	2.46916e+06	2.56286e+06	2.94508e+06	3.2234e+06	2.55111e+06	2.8454e+06	2.72963e+06	2.64153e+06	2.96643e+06
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	1	1				535916			620712					577999				755138		483997
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	4	4	7.15773e+06	9.54823e+06	9.84986e+06	1.07445e+07	9.40247e+06	9.48554e+06	9.93021e+06	1.10216e+07	9.83598e+06	6.9475e+06	9.54783e+06	1.03859e+07	1.01074e+07	9.83505e+06	9.4699e+06	9.86587e+06	1.08329e+07	9.74963e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	34	34	6.81614e+07	6.10848e+07	7.05663e+07	5.66088e+07	6.3321e+07	6.66874e+07	6.7028e+07	6.97667e+07	6.95948e+07	6.30019e+07	6.54209e+07	6.53214e+07	4.84733e+07	6.15601e+07	5.87394e+07	6.04417e+07	6.41404e+07	6.34401e+07
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	9	8	1.2071e+07	1.31488e+07	1.17269e+07	9.61536e+06	1.14098e+07	1.33231e+07	1.11429e+07	1.09407e+07	1.11402e+07	1.26911e+07	1.31706e+07	1.22163e+07	7.52066e+06	1.16538e+07	9.36206e+06	1.3902e+07	1.03223e+07	9.69126e+06
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	9	9	3.49667e+07	3.36111e+07	3.33052e+07	3.89771e+07	3.6759e+07	3.34333e+07	3.50016e+07	3.64612e+07	3.42624e+07	3.7671e+07	3.59329e+07	3.67504e+07	4.13021e+07	3.69343e+07	3.31968e+07	3.40584e+07	3.51697e+07	3.38877e+07
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	7	7	1.41657e+06	1.57771e+06	1.8893e+06	815047	1.57721e+06	1.55528e+06	1.40876e+06	1.19269e+06	1.46212e+06	1.8321e+06	1.64615e+06	1.63222e+06	746586	1.30389e+06	1.28114e+06	1.36645e+06	1.79781e+06	1.63085e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	6	6	1.21881e+09	1.20316e+09	1.36515e+09	1.22641e+09	1.18297e+09	1.21674e+09	1.17696e+09	1.20276e+09	1.20704e+09	1.25514e+09	1.29737e+09	1.3874e+09	1.07311e+09	1.20475e+09	1.31296e+09	1.2177e+09	1.2247e+09	1.22771e+09
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	9	9	1.09392e+08	1.03607e+08	1.05456e+08	1.05584e+08	1.04428e+08	1.18438e+08	1.10706e+08	1.17327e+08	1.11976e+08	1.07899e+08	9.75284e+07	1.15962e+08	9.60085e+07	1.08433e+08	1.04052e+08	1.05903e+08	1.11995e+08	1.09716e+08
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	5	5	1.81449e+06	1.68674e+06	1.86983e+06	1.77422e+06	2.09681e+06	1.57135e+06	1.65046e+06	1.66169e+06	2.19671e+06	1.67557e+06	1.5165e+06	1.11985e+06		2.02536e+06	1.49446e+06	2.26821e+06	1.74806e+06	2.08332e+06
O00311	CDC7_HUMAN	CDC7	Cell division cycle 7-related protein kinase	4	4		6.35689e+06	6.42355e+06	3.8169e+06	7.35041e+06	2.93036e+06	3.21252e+06	5.39152e+06	3.43537e+06		7.22835e+06	6.52126e+06	154582	5.8208e+06	2.19259e+06	6.2126e+06	4.25128e+06	4.17131e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	9.92906e+06	1.09441e+07	9.39276e+06	1.11603e+07	1.10593e+07	8.56187e+06	1.04286e+07	1.02948e+07	9.80229e+06	1.01184e+07	1.10881e+07	1.04346e+07	1.02303e+07	1.13472e+07	9.28413e+06	1.12344e+07	9.94455e+06	1.00621e+07
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	5.43346e+06	7.10297e+06	6.4381e+06	9.74572e+06	7.01497e+06	6.04473e+06	8.14656e+06	6.44361e+06	8.1708e+06	4.81947e+06	6.46266e+06	4.49031e+06	7.01771e+06	5.01609e+06	2.48218e+06	7.65359e+06	6.52481e+06	5.96592e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	25	23	9.17363e+07	9.16083e+07	9.44342e+07	9.42462e+07	9.29704e+07	8.93823e+07	9.67305e+07	9.53509e+07	9.19906e+07	9.19914e+07	9.63985e+07	9.39563e+07	8.845e+07	9.03559e+07	8.48034e+07	9.23155e+07	9.29878e+07	8.85978e+07
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	13	13	2.5874e+06	2.82968e+06	2.83796e+06	2.15737e+06	2.55155e+06	3.22521e+06	2.54363e+06	2.67178e+06	2.97589e+06	3.0364e+06	3.17735e+06	2.65484e+06	1.87676e+06	2.6742e+06	2.97991e+06	2.20316e+06	2.71929e+06	2.82133e+06
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	15	15	1.57167e+07	1.51425e+07	1.99449e+07	1.45807e+07	1.56726e+07	1.69963e+07	1.59743e+07	1.52476e+07	1.70988e+07	1.66843e+07	1.66627e+07	2.02229e+07	1.50902e+07	1.67126e+07	1.76746e+07	1.69525e+07	1.732e+07	1.67063e+07
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	7	7	3.31425e+07	4.46804e+07	4.59066e+07	3.05459e+07	3.60285e+07	5.87573e+07	7.16364e+07	5.63381e+07	5.8331e+07	2.65168e+07	2.27417e+07	3.08912e+07	2.42902e+07	4.40848e+07	3.684e+07	3.81636e+07	4.57224e+07	4.16383e+07
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	18	18	4.08611e+07	4.44331e+07	4.44212e+07	4.31976e+07	4.32933e+07	4.3283e+07	4.4138e+07	4.31587e+07	4.26328e+07	4.26735e+07	4.55534e+07	4.41675e+07	4.65531e+07	4.46207e+07	4.3988e+07	4.58439e+07	4.13247e+07	4.44333e+07
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	21	21	3.17469e+07	2.93139e+07	2.93755e+07	3.25803e+07	3.08749e+07	3.01789e+07	3.1488e+07	3.08039e+07	2.96783e+07	3.22104e+07	3.2209e+07	2.9139e+07	2.97104e+07	3.32128e+07	2.89801e+07	3.0857e+07	3.19507e+07	3.00133e+07
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	7	7	1.45073e+07	1.37475e+07	1.22726e+07	1.54742e+07	1.42936e+07	1.15649e+07	1.54712e+07	1.50287e+07	1.3164e+07	1.44377e+07	1.44944e+07	1.25906e+07	1.26939e+07	1.36977e+07	1.27267e+07	1.441e+07	1.4289e+07	1.25049e+07
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	3	3	328110	419927	410538	527616	78712.3	531802	465720		446903		539733	443008	203316	380991		604707	429797	457561
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	10	8	6.79984e+06	7.11479e+06	5.13346e+06	5.64538e+06	7.37995e+06	6.39413e+06	6.73556e+06	7.01812e+06	6.23326e+06	6.87163e+06	7.60761e+06	6.0574e+06	4.7645e+06	7.25132e+06	6.02322e+06	6.55722e+06	7.42701e+06	6.90375e+06
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	4	4	551712	744848	957500	609643	762175	892009	908809	656173	754305	840157	831442	1.04029e+06	672699	909524	635456	834001	976127	1.00559e+06
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	5	5	3.6925e+06	3.44619e+06	2.39596e+06	2.82344e+06	3.9329e+06	2.94629e+06	3.15965e+06	3.5668e+06	2.72734e+06	4.38313e+06	4.37298e+06	2.74778e+06	2.77988e+06	4.77421e+06	2.72941e+06	3.73416e+06	3.78359e+06	3.76634e+06
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	3.33764e+06	2.87046e+06	4.04597e+06		3.85522e+06	3.3925e+06	2.02274e+06	3.00641e+06	2.97769e+06	3.34311e+06	3.83803e+06	3.65711e+06		3.83858e+06	3.72046e+06	2.12689e+06	3.44578e+06	3.29762e+06
O00483	CXFA4_HUMAN	COXFA4	Cytochrome c oxidase subunit FA4	3	3	5.13203e+07	4.92927e+07	4.80461e+07	5.38053e+07	4.77931e+07	4.57739e+07	5.07602e+07	4.43459e+07	4.62358e+07	5.63686e+07	4.98728e+07	4.93212e+07	4.66464e+07	5.53239e+07	4.84708e+07	4.89393e+07	5.09817e+07	5.00998e+07
O00487	PSDE_HUMAN	PSMD14	Ubiquitin C-terminal hydrolase PSMD14	11	9	1.43496e+08	1.61549e+08	1.58815e+08	1.78337e+08	1.597e+08	1.58558e+08	1.70391e+08	1.62535e+08	1.63976e+08	1.4875e+08	1.46213e+08	1.58164e+08	1.61597e+08	1.41241e+08	1.45424e+08	1.51528e+08	1.49841e+08	1.46714e+08
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	5.77153e+06	6.54865e+06	7.95159e+06	5.23163e+06	6.28326e+06	7.83746e+06	6.89484e+06	5.52881e+06	7.42342e+06	7.97496e+06	7.75799e+06	1.00197e+07		7.29903e+06	7.71079e+06	7.3581e+06	6.24346e+06	8.00319e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	10	5	5.48719e+07	5.25616e+07	4.98637e+07	5.29256e+07	5.00314e+07	5.01402e+07	5.71044e+07	6.02141e+07	5.92118e+07	5.89384e+07	5.11101e+07	5.26862e+07	4.14675e+07	4.41139e+07	3.96795e+07	4.70628e+07	4.68842e+07	4.52369e+07
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	2	2	1.08946e+06	827624			939465	615322	785368	931177	469034	932402	1.07319e+06	553859	975963	953278	596292	952204	859837	786875
O00541	PESC_HUMAN	PES1	Pescadillo homolog	13	13	5.99396e+07	5.94716e+07	5.43605e+07	5.91697e+07	5.93825e+07	5.3982e+07	5.48279e+07	6.05386e+07	5.49858e+07	6.05821e+07	5.90003e+07	5.58731e+07	6.62086e+07	5.95493e+07	5.70176e+07	5.80939e+07	5.74943e+07	5.70381e+07
O00559	RCAS1_HUMAN	EBAG9	Receptor-binding cancer antigen expressed on SiSo cells	1	1										2.18913e+06								3.08104e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	5	5	5.74342e+06	5.0272e+06	6.32871e+06	5.01739e+06	4.7038e+06	5.59035e+06	5.53322e+06	5.39171e+06	4.97214e+06	5.69613e+06	5.44084e+06	6.94864e+06	4.53533e+06	5.7451e+06	5.59897e+06	5.77299e+06	5.82949e+06	5.6617e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	15	15	5.46006e+07	5.85541e+07	5.70249e+07	4.29541e+07	5.54656e+07	5.53232e+07	5.21694e+07	5.64917e+07	5.70199e+07	5.39854e+07	5.65544e+07	5.46842e+07	4.34078e+07	5.16015e+07	5.38418e+07	5.49807e+07	5.65576e+07	5.48982e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	15	15	6.78374e+07	6.93474e+07	8.04202e+07	5.86396e+07	6.94679e+07	6.97766e+07	6.74751e+07	6.71094e+07	7.17083e+07	6.29029e+07	6.47217e+07	7.17314e+07	5.06504e+07	6.66891e+07	6.55199e+07	7.03054e+07	7.35123e+07	7.0341e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	24	10	1.55306e+08	1.4451e+08	1.52538e+08	1.55089e+08	1.52025e+08	1.56139e+08	1.49272e+08	1.57133e+08	1.54457e+08	1.59591e+08	1.54633e+08	1.62462e+08	1.5078e+08	1.61552e+08	1.54914e+08	1.50047e+08	1.6139e+08	1.56492e+08
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	4	4	9.90368e+06	8.15784e+06	8.56466e+06	1.00201e+07	7.7478e+06	7.95092e+06	7.98751e+06	9.27364e+06	9.64926e+06	9.64309e+06	9.56769e+06	8.52598e+06	7.89442e+06	1.02482e+07	7.7874e+06	7.79931e+06	8.98927e+06	9.48768e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	3.43704e+06	3.36351e+06	2.96339e+06	3.59358e+06	3.1824e+06	3.20883e+06	3.70073e+06	3.14719e+06	3.80839e+06	4.29782e+06	3.57272e+06	3.40777e+06	2.85701e+06	3.22572e+06	2.90685e+06	3.34632e+06	3.36469e+06	3.41709e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	3	3	4.81073e+07	4.91814e+07	5.65808e+07	4.89437e+07	4.93725e+07	5.02983e+07	4.96134e+07	4.41922e+07	4.80369e+07	4.62392e+07	4.87507e+07	5.45183e+07	3.9529e+07	4.64651e+07	4.71561e+07	5.16088e+07	5.07613e+07	4.67421e+07
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	636645	793786	914208		621732	803751	736968	710027	580421		512340	553568		682580	740180	687304	603358	765303
O00716	E2F3_HUMAN	E2F3	Transcription factor E2F3	2	1	373376			427674	381091		493440	623999			453310	698932						525649
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	1.36746e+07	1.22142e+07	1.14893e+07	1.65452e+07	1.30191e+07	1.02823e+07	1.73313e+07	1.51512e+07	1.42746e+07		1.01107e+07	7.10945e+06	8.21167e+06	7.03568e+06	5.40963e+06	1.03316e+07	9.83991e+06	9.57891e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2	2		726376			756449				643909	765086	835701	570362	511456	696369	488527	481207	612392	
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	9	9	2.4098e+07	2.25428e+07	2.30989e+07	2.03305e+07	2.28073e+07	2.43506e+07	2.23387e+07	2.36183e+07	2.37392e+07	2.35589e+07	2.13348e+07	2.3393e+07	1.75606e+07	2.31754e+07	2.14537e+07	2.15006e+07	2.21857e+07	2.21657e+07
O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	4	4	1.31579e+06	1.57145e+06	1.35042e+06	1.65339e+06	2.36846e+06	1.10918e+06	2.37529e+06	2.434e+06	1.25576e+06	2.37984e+06	1.74324e+06			2.01199e+06	1.07237e+06	2.37609e+06	1.7737e+06	1.43199e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	9	9	7.65592e+06	6.94345e+06	6.90798e+06	6.15965e+06	7.21888e+06	7.0797e+06	7.44175e+06	7.4885e+06	6.4378e+06	3.48654e+06	3.5825e+06	2.40196e+06	3.10725e+06	3.30451e+06	2.92863e+06	3.40627e+06	2.30506e+06	3.40309e+06
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	1	1		576254	752474		637845	555408			558668									
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	12	1	5.46043e+08	5.12487e+08	6.47575e+08	5.18219e+08	5.02356e+08	5.71289e+08	5.14442e+08	4.94371e+08	5.10203e+08	2.49301e+08	2.52275e+08	2.72654e+08	2.51689e+08	2.62216e+08	2.49957e+08	2.60019e+08	2.61772e+08	2.64961e+08
O13539	THP2_YEAST	THP2	THO complex subunit THP2	2	2	925620	607067	1.01388e+06		794736	716725	574971	668436	804250		419793	372124						
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	2	2	3.65508e+07	3.70725e+07	4.55039e+07	3.65696e+07	3.24583e+07	3.7429e+07	3.47571e+07	3.0471e+07	3.35093e+07	1.66347e+07	1.65838e+07	1.83717e+07	1.0038e+07	1.44712e+07	1.85609e+07	1.4284e+07	1.5523e+07	1.67718e+07
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	6	6	2.27125e+06	2.30477e+06	1.99564e+06	1.49187e+06	2.27578e+06	2.1201e+06	2.20683e+06	1.97323e+06	2.05541e+06	719001	974726	838668		756114	640269	733896	945954	604615
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	5.35257e+08	5.63824e+08	6.14824e+08	4.64895e+08	5.24538e+08	5.44659e+08	6.15712e+08	5.94747e+08	5.99625e+08	1.99702e+08	1.75239e+08	1.91755e+08	1.60087e+08	1.92611e+08	1.92665e+08	2.52972e+08	2.34811e+08	2.22809e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	6	6	1.49623e+08	1.70199e+08	1.67292e+08	1.71112e+08	1.56519e+08	1.50885e+08	1.61288e+08	1.62893e+08	1.47128e+08	8.09246e+07	8.25052e+07	8.28598e+07	8.08794e+07	8.32306e+07	7.76077e+07	8.14672e+07	8.14761e+07	7.16213e+07
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	41	39	1.41037e+07	1.40862e+07	1.65503e+07	1.24715e+07	1.44588e+07	1.60586e+07	1.42088e+07	1.4152e+07	1.49501e+07	1.3931e+07	1.37302e+07	1.81132e+07	9.97541e+06	1.49541e+07	1.595e+07	1.42282e+07	1.49874e+07	1.52753e+07
O14508	SOCS2_HUMAN	SOCS2	Suppressor of cytokine signaling 2	3	3	6.72651e+06	1.03483e+07	8.31278e+06	7.04099e+06	1.01846e+07	1.03531e+07		1.04507e+07	9.45329e+06	8.68915e+06	1.10797e+07	1.09702e+07		1.1763e+07	9.32596e+06	8.02219e+06	1.00103e+07	9.70803e+06
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	2	1	1.28518e+07	1.01363e+07	1.27909e+07	1.23384e+07	1.12121e+07	1.37176e+07	1.27324e+07	1.08622e+07	1.18556e+07	9.24656e+06	1.02218e+07	1.54417e+07		1.43002e+07	1.12499e+07	1.30002e+07	1.62907e+07	1.23077e+07
O14526	FCHO1_HUMAN	FCHO1	F-BAR domain only protein 1	7	7	6.8461e+06	7.21467e+06	5.0836e+06	5.72454e+06	5.97967e+06	6.15275e+06	5.84585e+06	6.12886e+06	5.68619e+06	6.80776e+06	6.19525e+06	4.99997e+06	6.05132e+06	5.63299e+06	4.9922e+06	7.22162e+06	5.26231e+06	7.32854e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	7	7	2.10272e+07	2.12018e+07	2.02495e+07	1.94348e+07	2.05451e+07	2.14876e+07	2.06543e+07	2.03279e+07	1.88853e+07	2.1308e+07	2.11489e+07	1.93207e+07	1.85051e+07	2.01479e+07	1.9831e+07	1.97181e+07	2.08204e+07	2.08088e+07
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	8	8	7.91987e+06	7.25923e+06	8.58165e+06	7.84551e+06	7.95891e+06	7.97176e+06	6.616e+06	7.90383e+06	7.98608e+06	8.23514e+06	7.6783e+06	8.25372e+06	6.38764e+06	8.12099e+06	7.93009e+06	8.2116e+06	8.32227e+06	8.2807e+06
O14548	CO72L_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A2-like, mitochondrial	4	4	4.23079e+07	3.39646e+07	4.17565e+07	3.63823e+07	3.9632e+07	3.95747e+07	3.34935e+07	3.75029e+07	4.14853e+07	3.98622e+07	3.27796e+07	3.93986e+07	3.02105e+07	3.99177e+07	3.58888e+07	3.75757e+07	4.05564e+07	3.99403e+07
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	2.37476e+07	2.28797e+07	2.86417e+07	1.67567e+07	2.15589e+07	2.57343e+07	2.48352e+07	2.155e+07	2.93659e+07						1.0853e+07	1.74519e+07	2.15924e+07	1.71639e+07
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	1.29146e+07	1.44542e+07	1.21934e+07	1.22535e+07	1.48528e+07	1.29556e+07	1.64095e+07	1.38349e+07	1.55921e+07	8.27027e+06	1.01797e+07	8.46812e+06	7.62206e+06	9.1556e+06	8.37472e+06	1.36046e+07	1.24776e+07	1.12736e+07
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	16	16	4.67355e+06	3.02027e+06	4.70355e+06	4.61648e+06	4.48005e+06	3.68966e+06	3.99568e+06	3.986e+06	3.75232e+06	4.27882e+06	4.76303e+06	4.59908e+06	3.72629e+06	3.95853e+06	3.99133e+06	4.78236e+06	4.40163e+06	5.094e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	7.16096e+07	6.92419e+07	7.55868e+07	7.29734e+07	7.03358e+07	7.00404e+07	6.85141e+07	6.86235e+07	6.73914e+07	7.19352e+07	6.98576e+07	7.27051e+07	6.55224e+07	6.66793e+07	6.34747e+07	6.93328e+07	7.35929e+07	6.59514e+07
O14602;P47813	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	3	0	1.2338e+08	1.06743e+08	1.78207e+08	1.16864e+08	1.08627e+08	1.55133e+08	1.09762e+08	1.07937e+08	1.33824e+08	1.15388e+08	9.94077e+07	1.45805e+08	1.07264e+08	1.2119e+08	1.39641e+08	1.15324e+08	1.44923e+08	1.29434e+08
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	12	12	6.61493e+06	7.272e+06	6.3837e+06	4.01009e+06	7.24227e+06	5.9786e+06	7.10594e+06	6.69864e+06	7.67342e+06	6.22122e+06	6.31423e+06	6.71411e+06	4.16962e+06	6.30261e+06	5.31669e+06	6.31549e+06	6.82396e+06	6.97675e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5	5.02408e+06	6.2636e+06	4.00721e+06	4.21442e+06	4.51069e+06	5.26383e+06	5.84224e+06	6.16462e+06	6.26885e+06	3.04008e+06	3.98317e+06	3.73704e+06	1.73999e+06	4.29298e+06	3.84331e+06	4.8366e+06	4.50918e+06	4.64345e+06
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	2	1	2.27273e+06	1.84038e+06	2.06354e+06	1.59083e+06	2.43837e+06	2.02631e+06	1.87979e+06	1.97863e+06	2.09699e+06	2.10967e+06	2.35994e+06	2.03997e+06	1.31441e+06	2.27513e+06	2.2069e+06	1.74995e+06	2.01666e+06	1.87882e+06
