Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	3.89919e+07	4.02877e+07	4.30799e+07	4.23206e+07	4.35085e+07	4.15922e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	6	6	3.17772e+07	3.11304e+07	3.16946e+07	3.25127e+07	3.27973e+07	3.25304e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.59181e+06	6.09176e+06	6.30808e+06	5.96066e+06	6.281e+06	6.3179e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	4.71184e+06	4.58445e+06	4.54477e+06	3.70153e+06	5.73215e+06	4.94364e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.9783e+06	2.4881e+06	3.08367e+06	3.28061e+06	2.27698e+06	2.28246e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	4.83782e+06	5.62019e+06	5.60816e+06	5.90062e+06	5.62226e+06	6.14496e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.56954e+06	8.60749e+06	9.06107e+06	9.29311e+06	9.14293e+06	8.80511e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	1.96321e+07	2.033e+07	1.96482e+07	1.95239e+07	2.01682e+07	1.92421e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	20	20	1.14739e+08	1.14144e+08	1.18638e+08	1.16682e+08	1.19719e+08	1.1756e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21	2.59147e+07	2.53898e+07	2.57666e+07	2.55702e+07	2.6048e+07	2.588e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.76531e+07	5.77505e+07	6.02004e+07	6.08478e+07	5.76037e+07	5.8528e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	1.00674e+07	1.02092e+07	9.97394e+06	1.08781e+07	1.0116e+07	9.65735e+06
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		7	7			4.16375e+06		4.26913e+06	4.41886e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	17	17	6.53197e+07	6.5684e+07	6.4062e+07	6.54105e+07	6.31735e+07	6.43771e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	18	18	1.34831e+07	1.24782e+07	1.38386e+07	1.30214e+07	1.36757e+07	1.33859e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	3.24538e+06	3.23801e+06	2.54994e+06	3.00262e+06	2.45376e+06	2.99538e+06
P08368	CREB_ECOLI	creB	Transcriptional regulatory protein CreB	2	2		2.10302e+06	1.77864e+06			
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	7.03292e+06	7.77159e+06	8.46891e+06	6.764e+06	7.72576e+06	7.39989e+06
P08390	USG_ECOLI	usg	USG-1 protein	9	9	2.08016e+07	2.08493e+07	2.04413e+07	2.11388e+07	2.01179e+07	1.9887e+07
P08395	SPPA_ECOLI	sppA	Protease 4	14	14	9.80484e+06	9.8323e+06	1.02727e+07	1.01683e+07	1.00928e+07	9.85958e+06
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	16	16	2.60044e+07	2.56861e+07	2.65556e+07	2.64306e+07	2.6543e+07	2.50961e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	2.96333e+07	2.90512e+07	2.88727e+07	3.0776e+07	2.79842e+07	2.90938e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	11	11	2.37251e+07	2.62309e+07	2.60002e+07	2.50007e+07	2.64432e+07	2.63904e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		4	4			3.36313e+06		3.44356e+06	2.97408e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	33	33	3.31585e+08	3.19601e+08	3.2332e+08	3.28121e+08	3.28806e+08	3.33636e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	20	20	6.61654e+06	7.01142e+06	6.73322e+06	6.62937e+06	7.03035e+06	6.67872e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.65609e+07	4.63677e+07	4.65165e+07	4.69222e+07	4.60583e+07	4.62231e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	7.08526e+06	6.30727e+06	7.36949e+06	7.63609e+06	8.36002e+06	6.00852e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2	2.13948e+06	2.25933e+06	2.38126e+06	2.00257e+06	2.3149e+06	2.3263e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10	2.16115e+07	2.17289e+07	2.16494e+07	2.12615e+07	2.14616e+07	2.22025e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	6	6	1.43953e+07	1.43692e+07	1.29494e+07	1.48068e+07	1.5672e+07	1.41131e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	6	6	1.82107e+07	1.85733e+07	1.95359e+07	1.84958e+07	1.7964e+07	1.68053e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	6.01111e+07	6.08807e+07	6.16642e+07	6.12776e+07	6.07522e+07	6.03189e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	13	13	3.32445e+07	3.41243e+07	3.28826e+07	3.28586e+07	3.3925e+07	3.33244e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	9	9	5.22789e+06	5.49282e+06	5.37286e+06	4.91474e+06	5.58818e+06	5.45888e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	19	14	1.4639e+07	1.44393e+07	1.51737e+07	1.45914e+07	1.46836e+07	1.46813e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	11	11	7.67023e+06	7.43369e+06	8.40193e+06	8.13545e+06	7.80095e+06	7.71535e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.56465e+07	2.62251e+07	2.69608e+07	2.62409e+07	2.63217e+07	2.6666e+07
P09169	OMPT_ECOLI	ompT	Protease 7	12	11	2.10182e+07	2.141e+07	2.07535e+07	2.20062e+07	2.12102e+07	2.1829e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		3	3			2.83964e+06		2.66054e+06	2.74648e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	4.98491e+06	4.40997e+06	5.11143e+06	3.7736e+06	4.66095e+06	4.75905e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.70257e+06	1.70916e+06	1.59958e+06	1.90534e+06	1.65597e+06	1.74531e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9	1.64352e+08	1.59058e+08	1.74096e+08	1.77139e+08	1.74099e+08	1.75747e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	67	62	1.98205e+09	1.9485e+09	1.93248e+09	1.96103e+09	1.95945e+09	1.92395e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	11	11	2.87662e+07	2.90391e+07	2.92304e+07	2.98993e+07	2.93298e+07	2.91681e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	1.76368e+07	1.80718e+07	1.89048e+07	1.82468e+07	1.79667e+07	1.77477e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	11	11	2.20654e+07	2.20813e+07	2.18546e+07	2.33519e+07	2.04059e+07	2.15921e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	1.06573e+07	1.01248e+07	1.04451e+07	1.05861e+07	1.05154e+07	9.61175e+06
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	37	37	1.10224e+07	1.12808e+07	1.1799e+07	1.11229e+07	1.12346e+07	1.12198e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	6	6	2.78344e+07	2.5962e+07	2.64993e+07	2.84726e+07	2.77812e+07	2.63884e+07
P09980	REP_ECOLI	rep	ATP-dependent DNA helicase rep	2	2	2.53475e+06		4.05226e+06			
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	1	1	2.589e+06	2.22207e+06		2.69405e+06		1.44661e+06
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	22	22	1.44886e+07	1.38625e+07	1.40661e+07	1.41484e+07	1.35824e+07	1.38469e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	5	5	4.26439e+06	4.39946e+06	4.93396e+06	4.21426e+06	4.2093e+06	4.25497e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	8.56994e+08	8.36689e+08	8.5558e+08	8.48638e+08	8.69029e+08	8.61688e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.08842e+09	1.05884e+09	1.08557e+09	1.07524e+09	1.10421e+09	1.10086e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.14966e+07	1.08413e+07	1.21376e+07	1.18136e+07	1.1789e+07	1.12902e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.0719e+08	1.0824e+08	1.07399e+08	1.06609e+08	1.07353e+08	1.06888e+08
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	6	6	9.09585e+06	1.06608e+07	1.04225e+07	1.02204e+07	1.02148e+07	1.00556e+07
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	8.64752e+06	1.17189e+07	1.04815e+07	1.19143e+07	1.15764e+07	1.1968e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.41417e+07	2.35775e+07	2.33789e+07	2.28381e+07	2.41311e+07	2.38273e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	13	13	9.67111e+07	9.70918e+07	1.01599e+08	1.02661e+08	1.0021e+08	9.95917e+07
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	1	1	1.28868e+06		861463			955638
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	10	10	1.03126e+07	1.60204e+07	1.31351e+07	1.37416e+07	1.36208e+07	1.50629e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.65804e+07	4.7411e+07	4.9363e+07	5.12815e+07	4.64957e+07	4.60683e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.02011e+07	3.23617e+07	3.14552e+07	3.13488e+07	3.3682e+07	3.04877e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	12	12	4.21947e+07	4.29879e+07	4.23211e+07	4.48031e+07	4.24866e+07	4.25879e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19	1.70525e+07	1.71925e+07	1.76143e+07	1.75224e+07	1.7169e+07	1.7043e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	37	37	6.31478e+08	6.18579e+08	6.15986e+08	6.30929e+08	6.29156e+08	6.25275e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.8842e+08	6.91615e+08	6.31787e+08	6.79215e+08	6.46108e+08	6.5233e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3	1.64203e+07	1.78719e+07	1.77859e+07	1.6047e+07	1.78645e+07	1.64549e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.47787e+08	1.42116e+08	1.4752e+08	1.49831e+08	1.44569e+08	1.48016e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	21	21	8.95549e+07	9.06483e+07	8.89582e+07	9.09913e+07	9.31104e+07	9.19206e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	29	29	8.23028e+07	8.16314e+07	8.33568e+07	8.26212e+07	8.21365e+07	8.23954e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.37419e+06	1.30497e+06	1.3226e+06	1.32016e+06	1.06119e+06	1.30379e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.88733e+07	4.97929e+07	4.66452e+07	5.00538e+07	4.79615e+07	4.95277e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	10	10	1.36214e+07	1.38599e+07	1.43841e+07	1.42576e+07	1.40624e+07	1.39623e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	5.40963e+06	5.45804e+06	5.3851e+06	5.62493e+06	5.43544e+06	5.27826e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	4	4	1.05216e+07	1.03667e+07	1.03759e+07	1.09865e+07	1.07468e+07	1.08127e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	5.08718e+06	5.42915e+06	5.09211e+06	5.38129e+06	5.21033e+06	5.26405e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	3	3	1.92992e+06	1.88857e+06	1.74808e+06	2.0921e+06	1.91963e+06	1.79113e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	6.95501e+07	6.7549e+07	6.84776e+07	7.05908e+07	6.91264e+07	6.81196e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	2	2			1.71347e+06		1.56171e+06	2.04559e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	1.01132e+08	9.60076e+07	9.82892e+07	1.01898e+08	1.00968e+08	9.84729e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20	1.23149e+08	1.27002e+08	1.25869e+08	1.28222e+08	1.29716e+08	1.28314e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	11	11	1.00587e+08	9.74464e+07	9.65967e+07	1.00763e+08	9.70261e+07	9.9098e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.60864e+08	1.59151e+08	1.60617e+08	1.58501e+08	1.61779e+08	1.58879e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	7.89724e+06	7.63243e+06	8.6607e+06	8.12766e+06	8.13083e+06	8.46715e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.3574e+07	2.40315e+07	2.58263e+07	2.50889e+07	2.44935e+07	2.43159e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	2	2	1.30223e+07	1.24033e+07	1.38123e+07	1.37351e+07	1.40903e+07	1.34194e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	42	42	7.798e+08	7.68513e+08	7.64631e+08	7.77867e+08	7.69377e+08	7.6041e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	6.34718e+08	6.13743e+08	5.57561e+08	5.6159e+08	5.74697e+08	5.84179e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	6	6	8.81799e+07	8.5164e+07	8.35644e+07	8.76811e+07	8.39812e+07	8.69956e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.68683e+09	1.61847e+09	1.57513e+09	1.64168e+09	1.60719e+09	1.59277e+09
P0A6P5	DER_ECOLI	der	GTPase Der	18	18	2.51396e+07	2.51517e+07	2.54467e+07	2.52272e+07	2.58269e+07	2.53548e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	6.39149e+07	6.39684e+07	6.37498e+07	6.56296e+07	6.30415e+07	6.34352e+07
P0A6P9	ENO_ECOLI	eno	Enolase	26	26	1.24958e+09	1.23427e+09	1.22031e+09	1.23701e+09	1.24593e+09	1.23482e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	9	9	8.09547e+07	8.04227e+07	8.08068e+07	8.14793e+07	8.44118e+07	8.12475e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	9.53383e+07	9.43456e+07	1.03281e+08	9.73664e+07	1.01927e+08	1.03162e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	7	7	6.91758e+07	7.46306e+07	7.6933e+07	7.31631e+07	7.74459e+07	7.6775e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	4.18681e+07	3.80738e+07	4.6084e+07	4.58628e+07	3.94469e+07	3.90717e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	6.47714e+06	5.87297e+06	6.26612e+06	6.43884e+06	6.12781e+06	6.55541e+06
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.57848e+07	2.58348e+07	2.3924e+07	2.42919e+07	2.56448e+07	2.46209e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	25	25	2.6869e+08	2.69736e+08	2.74135e+08	2.71396e+08	2.76375e+08	2.76672e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	8	8	1.58847e+07	1.66066e+07	1.57133e+07	1.63446e+07	1.65782e+07	1.58212e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	7	7	2.02464e+07	2.17215e+07	2.1591e+07	2.21749e+07	2.23038e+07	2.12828e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.36482e+07	1.45681e+07	1.41288e+07	1.35602e+07	1.32624e+07	1.36411e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	17	17	2.2561e+07	2.39473e+07	2.43087e+07	2.43605e+07	2.45581e+07	2.3751e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	2.04243e+07	2.06975e+07	2.17085e+07	2.07259e+07	2.00587e+07	2.09445e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	11	11	1.21002e+07	1.21115e+07	1.27296e+07	1.23129e+07	1.21012e+07	1.17559e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	8	8	3.26931e+07	3.15784e+07	3.147e+07	3.23586e+07	3.0619e+07	3.12918e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	8	8	5.06022e+07	4.88001e+07	4.85129e+07	5.09298e+07	5.12537e+07	4.87902e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	3	3	1.22634e+06	1.15176e+06	1.13024e+06	1.26019e+06	1.27897e+06	1.32052e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	5.05742e+06	4.81506e+06	4.38913e+06	4.78652e+06	4.34948e+06	4.66954e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11	1.06132e+08	1.07747e+08	1.07108e+08	1.10677e+08	1.03219e+08	1.05265e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	11	11	2.71038e+07	2.97214e+07	2.81103e+07	2.94283e+07	2.94727e+07	2.89252e+07
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	3.20205e+06	3.08754e+06	2.88898e+06	3.19681e+06	3.32337e+06	2.81681e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9	1.98862e+08	2.04185e+08	2.09369e+08	2.08092e+08	2.14544e+08	2.1096e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	4	4	6.01417e+07	5.96788e+07	6.18636e+07	5.91149e+07	6.32225e+07	6.46484e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.06332e+07	4.10556e+07	4.14381e+07	4.14579e+07	4.32432e+07	4.11942e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	43	43	3.93443e+08	3.84923e+08	3.75858e+08	3.83037e+08	3.91219e+08	3.98113e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	20	20	2.8052e+07	2.86351e+07	2.74358e+07	2.78242e+07	2.8817e+07	2.71768e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	45	45	1.18215e+08	1.18242e+08	1.16816e+08	1.20021e+08	1.18617e+08	1.18359e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	7.96982e+06	8.95025e+06	7.47898e+06	7.98766e+06	8.19656e+06	8.36241e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	34	34	9.05329e+07	9.04475e+07	8.87318e+07	9.11391e+07	9.11681e+07	9.11751e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	2.77098e+08	2.85462e+08	3.00897e+08	2.89832e+08	2.96996e+08	2.98079e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	16	16	1.77956e+08	1.70832e+08	1.67572e+08	1.69291e+08	1.69829e+08	1.76876e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	12	12	2.13146e+08	2.12784e+08	2.12219e+08	2.21471e+08	2.16275e+08	2.16156e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	9	9	1.2024e+07	1.25702e+07	1.16429e+07	1.15246e+07	1.218e+07	1.20297e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.37483e+07	5.24521e+07	5.26362e+07	5.46634e+07	5.16245e+07	5.33881e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	1	1	2.13877e+06		1.67065e+06	1.92879e+06	2.08103e+06	2.34164e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	6.79295e+06	6.89701e+06	7.69311e+06	6.901e+06	6.77615e+06	7.58785e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	1	1	2.68788e+07	2.79066e+07	2.5992e+07	2.71244e+07	2.9216e+07	2.83572e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	9.97166e+07	9.96667e+07	9.64995e+07	1.05613e+08	9.81826e+07	9.82133e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	5.38466e+06	5.10707e+06	5.26875e+06	5.26495e+06	5.17288e+06	5.03576e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.65379e+07	3.6705e+07	3.72704e+07	3.68849e+07	3.33232e+07	3.64134e+07
P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	1	1	2.3594e+06	3.44464e+06		4.40846e+06	3.82151e+06	4.08424e+06
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	14	14	3.98672e+07	4.15011e+07	4.31969e+07	4.3909e+07	4.27035e+07	4.04354e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1	2.71064e+06	2.37581e+06	2.99886e+06	3.01181e+06	2.72767e+06	2.70613e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	5	5	3.31136e+07	3.43335e+07	3.40814e+07	3.4611e+07	3.32647e+07	3.34818e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	5.93515e+07	5.95723e+07	5.78072e+07	6.1213e+07	5.88876e+07	5.97592e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	845729	829761	1.37445e+06	828541		1.4499e+06
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.16592e+08	1.12352e+08	1.14076e+08	1.11452e+08	1.12182e+08	1.10562e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	2.26494e+07	2.31064e+07	2.06896e+07	2.3818e+07	2.18388e+07	2.16875e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	9	9	7.20482e+06	7.06463e+06	7.78342e+06	7.32717e+06	8.03486e+06	8.36371e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	5.05359e+07	4.71153e+07	4.98292e+07	5.02443e+07	5.11622e+07	5.04895e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	8	8	3.98761e+07	3.97227e+07	3.92551e+07	3.87107e+07	3.86207e+07	3.96029e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	14	14	1.77039e+08	1.76437e+08	1.89816e+08	1.81458e+08	1.78782e+08	1.75956e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27	1.65857e+09	1.60876e+09	1.48791e+09	1.55043e+09	1.57652e+09	1.56717e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	1.27559e+07	1.15631e+07	1.32778e+07	1.42438e+07	1.3332e+07	1.29917e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	5	5	909490	981413	904857	865010	1.01856e+06	891242
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	17	17	1.55202e+07	1.59468e+07	1.74082e+07	1.67816e+07	1.61807e+07	1.60472e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	9	9	3.48415e+08	3.61876e+08	3.73839e+08	3.53267e+08	3.97292e+08	3.78677e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	12	12	4.4228e+06	4.51985e+06	4.51526e+06	4.41247e+06	4.35877e+06	4.26033e+06
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	11	11	2.23419e+07	2.1982e+07	2.11351e+07	2.20496e+07	2.20854e+07	2.19247e+07
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	5	5	9.28167e+07	9.85454e+07	8.75018e+07	8.76801e+07	9.46081e+07	9.29245e+07
P0A7C2	LEXA_ECOLI	lexA	LexA repressor	8	8	2.9032e+07	2.90223e+07	2.82256e+07	2.83932e+07	2.88163e+07	2.82721e+07
