protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Ids	Protein.Group	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q03690	675539379.3448036	646926205.5543439	629777512.1995661	585956029.8812852	634105170.6852796	610374994.0395879	631024394.693197	613489661.1388901	618171598.3911141	308130376.7269954	296900190.6049116	284206459.3095892	248707041.33477712	305837279.3826868	289882748.0990361	293948392.8895038	276097371.99685067	294639592.030188	Q03690	Q03690	0	5.105056431641982e-15	1.119471375280404	True	0.0003379193820902728	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38707	516632431.3769217	537279357.9912177	507391817.2157935	468616385.38654697	486383966.3183781	496852683.6293647	507654784.3851945	513912307.5720269	520119965.64379686	235794152.0890688	243078584.66673392	256735876.21349305	186327240.5169624	226033399.65304777	255376507.1857923	220069880.5001532	238260146.04463	236595740.61976528	P38707	P38707	0	5.406798758573705e-15	1.1182001660704814	True	0.0003439536567704562	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P31539	2548440476.277533	2592862906.823766	2588520394.984337	2601697745.787317	2469915453.402128	2415182557.473284	2483634653.1768584	2595027717.684345	2440997116.786955	1180387687.804317	1216544886.8143814	1185757917.7337797	1283862092.0283823	1143201845.004985	1207019439.2379618	1210008256.5909262	1210391586.1724946	1188882697.74703	P31539	P31539	0	5.677876151021036e-15	1.0704883543890005	True	0.00034998793145063966	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P23638	182323024.2295164	180748731.83748004	176985756.43611678	176313003.22202387	168045306.2680903	163027861.8444353	173817808.78066024	182397477.63171703	172759245.14944527	84158094.3393593	83317200.16224077	78298741.99766505	74934047.81568903	88658024.61293283	80680476.7403337	80008547.02367398	87067287.09339905	83893113.39528473	P23638	P23638	0	5.851443329454929e-15	1.0890746351630674	True	0.0003560222061308231	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P07244	2132788878.1740675	2304860631.052833	2339576224.715151	2086773215.956692	2215206960.246755	2110371840.6288693	2239994934.36947	2124277958.7260425	2237236341.6177206	1010910003.3849378	1117772846.4689422	1108868366.6733534	927850952.0703278	947771997.4318644	973651531.8094356	990888114.7272954	1028221654.3856758	998381936.6385171	P07244	P07244	0	6.151960479131551e-15	1.1202280913982015	True	0.0003620564808110065	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P07256	178020284.36776114	184057773.8471526	179729135.8643564	174173023.84341514	168553352.49517468	186503306.8965167	172629954.33053413	174194984.55905768	178448482.49846396	82540342.5674047	83752524.68703468	89808265.34124905	86995944.90953694	85154878.7081491	84607954.7812509	90404976.09321056	89155061.26660779	82013724.6404306	P07256	P07256	0	6.184891152555841e-15	1.0435275284059926	True	0.00036809075549119	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P41807	351461532.37030107	360752330.7746193	368973743.5976937	320949832.82740766	360279125.47963345	339538162.97026265	361571083.63809246	344542036.0171798	347997556.20747966	186339316.9771529	159283770.00827327	172733800.43343154	133242017.56474245	159060102.90550944	158163819.73672464	151814823.15273306	158237667.3014242	147517287.77165174	P41807	P41807	0	6.316728724338593e-15	1.1457559735305967	True	0.00037412503017137343	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P08524	542432517.5738344	570372726.1269462	585588324.1236099	556300030.743774	537634566.5964272	516116400.4891998	562756728.0905278	558654601.5323274	555207202.117456	249900360.2347652	292492312.0270276	266613695.99142364	289645350.2024606	276481069.153044	271754829.2469704	276561365.8436068	280224471.1808178	289181598.07569164	P08524	P08524	0	6.613641684068651e-15	0.9998127661563043	True	0.0003801593048515569	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A6L2	4331164.343190754	4343962.543285331	6952257.065340466	2121865.415151306	4906387.4583834335	7078744.548041055	3575402.7515142616	3074043.6710571283	4713931.112764104	29308945.728928894	33353029.41890335	32721126.27514225	30878643.6817444	27138312.528071377	32144961.79606199	31330820.45014457	28205931.74901948	31174599.80001546	P0A6L2	P0A6L2	0	8.004005829386287e-15	-2.748876108494491	True	0.0003861935795317403	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q10740	47578508.24927749	45431836.33341108	43234149.93508451	41610658.447509535	43667146.21486516	45443395.85051873	43787408.88046836	44015960.58956725	46533957.21501992	21140799.70736116	22073591.31702367	23188489.013864003	22647790.775977388	19786895.669152368	23480062.10744366	21659021.654631767	18077708.81863766	22705836.101125244	Q10740	Q10740	0	8.255390936533033e-15	1.0429931678915685	True	0.0003922278542119237	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38426	119888686.25665905	124638436.82143344	117076730.65830496	106304166.76040034	115083936.92963234	115807648.98738556	117416430.0157728	119547749.53396092	116358957.58030784	55534655.69971079	49723354.8326622	61839989.87215958	55262851.291469306	54547229.20305735	62038096.341026366	52077868.61146985	58230251.56220427	55777519.68485288	P38426	P38426	0	8.284878177844035e-15	1.0588568373382587	True	0.0003982621288921072	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P25087	320734306.5694047	343586881.0034454	330086588.7397821	309465268.4179701	329370335.91778666	320092149.9089869	325968057.6728766	353749139.55066496	330884782.80256695	147365697.01667356	159347973.56064466	155540070.05333036	148473665.60614136	138398298.547887	136683556.27498356	148167792.46934137	156642966.80026677	160488131.51530343	P25087	P25087	0	8.297541899331085e-15	1.1333718689082561	True	0.0004042964035722906	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P36060	428706095.0202407	450424602.1801649	417012915.9915928	420896189.1749091	400355922.2471979	415588208.36717707	416674197.027377	399232704.0142318	407520192.2687051	211812764.4401375	212139431.53970847	186894241.6856868	201949204.36597657	185791113.35392013	190247463.19573343	196955202.196571	205698011.76648352	202297789.7825777	P36060	P36060	0	8.803908637945294e-15	1.066347770769728	True	0.0004103306782524741	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P77348	1923629.6768784064	2507767.410240155	2152528.607654526	2145302.053168077	2092327.769369164	72084.26238152731	2855392.474401415	2148898.710119518	39806.19090300663	14158263.414341418	13513202.60780446	14334661.527226916	14736337.314842902	13362343.619236004	15555627.726127315	13785906.941453772	13123458.18472704	15225940.670998244	P77348	P77348	2	8.830391328614777e-15	-3.003321053613416	True	0.0004163649529326575	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P07149	2041968683.3780904	2148939087.761818	2174197189.9853024	1961960076.12602	2011592753.356657	2045545047.3145287	1983229716.679612	2041888598.1450293	2014281726.5339603	962318498.8419768	957304532.7057048	910108781.9744498	1015269602.8412794	882067271.8343081	896799624.9956784	933405103.1265316	950828446.7554954	943669080.2162174	P07149	P07149	0	8.955549239834033e-15	1.1242296457517014	True	0.00042239922761284096	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A8N3	42704663.04551338	52567917.83017277	60401194.65025829	41608976.700767696	41462315.79006702	46863824.8698972	48503411.211741336	44253547.54262985	46882885.58166374	200708441.7041312	207342843.79438168	205036893.41229707	203886837.5482253	227285352.7505549	222202060.1938601	217756600.92738545	217585072.4999032	230124588.7418151	P0A8N3	P0A8N3	0	9.050532284508815e-15	-2.1836629876601275	True	0.00042843350229302443	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P09938	824973843.6103373	854295161.0771886	828653946.9207218	815203743.2011529	787469489.7245368	770236444.6127415	796561836.8950189	827127111.68599	810492877.1795533	397708058.76965415	393990010.8926717	382950373.83050233	359270109.3807875	398587533.4947289	386670737.5876531	397758573.2607019	398455313.07867175	379964597.7585199	P09938	P09938	0	9.148878013958754e-15	1.065421600071829	True	0.00043446777697320784	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P41811	361739648.65388006	363772136.44957	369463829.84905386	337897905.3802915	348689593.4049864	346596474.22411734	370776554.7585277	374213695.6348781	359121636.9640041	172159579.40224773	167965455.25817698	147756719.2101584	191743630.33313656	145379189.73995674	149767203.20734927	177519812.51059243	170496193.85538328	155064995.1542113	P41811	P41811	0	9.263904482624626e-15	1.1290458160527854	True	0.0004405020516533913	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P40185	989370448.4745436	1039401269.0671984	1102127544.2947636	990785043.6556704	977620019.477639	1040268998.470858	1012635466.1954924	987658546.1834252	1004175468.868652	456969477.8896242	472431092.7069088	417021341.1188233	510181928.6251328	474855055.581113	480346087.362782	487948725.8432969	479083011.2813515	468020797.1950331	P40185	P40185	0	9.264763604404517e-15	1.1064364500805253	True	0.00044653632633357473	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A7A9	28792246.123274434	40064655.41424685	28399130.54143152	30162233.725979105	29696193.629731286	22428135.08995725	27599745.23888964	36300648.57654879	23297395.94111943	131677340.20876044	119919310.7869874	119238170.42504685	141234724.896723	129889196.38031489	119071622.15850596	122568347.86028396	121106450.67973606	121755413.98015614	P0A7A9	P0A7A9	0	9.918589987850034e-15	-2.0782886551939344	True	0.00045257060101375814	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P25623	133152524.86344308	126118138.1779052	123411873.87363464	135683526.94508502	122519853.04182272	121509724.42028315	127198764.87130734	133302116.50837734	121756213.2957305	57676819.89455568	61407249.10094467	62527802.63393982	48656282.13151664	65302466.30163755	61380165.61340759	60661678.5987802	61137012.79881668	60975516.83736425	P25623	P25623	0	1.0339054342034097e-14	1.0846135776545704	True	0.0004586048756939416	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P19926	24472729.6144973	24375472.61556982	27908692.30993062	22144944.58923345	21082743.954868007	27034005.164057057	23640504.758041702	22532878.38639631	23567457.122351617	103350811.77075002	109775321.51624452	116117828.695506	108914205.32710887	111239470.32682955	117265621.85361718	114085034.12660606	113893670.73263586	118419095.6732656	P19926	P19926	0	1.0836588112206676e-14	-2.2245544783268993	True	0.000464639150374125	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P40582	117298437.4219031	114599292.5930113	118955100.7764926	112377032.18039753	110525487.80902694	106950015.7694435	109188325.48816524	111174476.62801404	104876224.12964614	52783769.29047009	52995800.56250544	58995529.06199565	61618535.92510936	59761245.77918576	52839262.6190249	51650994.811853655	56707828.50295977	53123710.788659655	P40582	P40582	0	1.1199210847384338e-14	1.0071758123081567	True	0.0004706734250543085	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38715	381757888.4361318	360394084.0716926	360595103.6044855	352928936.1821754	339253039.2410075	337352090.86266375	340353453.6268893	366412930.7569321	348557915.48346645	183459970.3197835	177718184.86704203	160331821.69502205	205571911.5126176	170701915.3158979	179490911.27406883	168964890.5561268	177537044.59579673	170768084.40149903	P38715	P38715	0	1.1608609917683305e-14	0.9993284928358229	True	0.00047670769973449196	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q04636	105583578.30166306	97788384.71737915	92215675.15681344	93743299.53499672	93824374.34866484	97883881.74009658	100650455.84646218	105409190.73195498	95457011.52355357	42185795.91635955	42794322.49973101	31255745.20649553	40452546.06056433	41390206.58397935	33157698.34245341	35540036.59214105	41470873.39004523	40397634.27621604	Q04636	Q04636	0	1.2421030222945722e-14	1.339929373434608	True	0.0004827419744146754	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P23847	72288263.50716203	84518458.78479354	64501039.36648491	71018931.10421471	66251929.39950996	62528599.41386186	71182986.0989341	76395980.16952212	72961494.4454734	335540086.5748858	360424997.1129007	343602999.38278776	326463085.3774801	325236410.732746	359576499.4796852	359973888.4785481	348372540.57857275	360108598.9779866	P23847	P23847	0	1.3159463856918592e-14	-2.2813686372138258	True	0.0004887762490948588	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P46672	537743720.4099284	549340672.9178139	496294041.22726667	495816291.4727424	510813691.1440595	492303020.9075693	542501787.8155448	532974661.58657134	503516256.8062338	259054252.76378468	253479896.97038987	234897789.776814	227245537.99759883	275125949.77027243	221153462.5636544	227904467.6301788	241664762.009153	241878053.7528375	P46672	P46672	0	1.342430967486674e-14	1.0948153417757673	True	0.0004948105237750423	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A9Q7	115494887.02135144	110441156.21825308	133511029.16491126	104781548.64031456	103879585.73955232	103027970.2002474	101522395.65487792	117871179.61987092	103530632.47467127	493331271.1570652	505750485.49649537	524868338.4680173	480627572.1258244	490172270.8487416	538135864.20169	538871143.628202	515605989.9790594	535963873.3914813	P0A9Q7	P0A9Q7	0	1.4294597689308083e-14	-2.2175259491731425	True	0.0005008447984552257	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0A6Z3	30121290.25716909	35288791.140303776	26211434.051719166	33773816.262406014	27800838.755688045	25922643.30501762	36029129.056062	35578025.55252081	25616033.873722102	126112610.74763907	129160084.81401092	137380261.22230223	133689806.91979805	139269295.13605165	150484430.69331175	139471236.38267028	143028451.11642498	143338779.0584972	P0A6Z3	P0A6Z3	0	1.4572620272816872e-14	-2.168062852666477	True	0.0005068790731354092	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P24280	306699351.3253767	311548163.91754377	281066527.2262884	295317282.936812	292774895.50862324	272632381.5156036	305797589.9324075	297251154.18880033	289346906.39359623	142405193.96934164	150799239.8507432	133741866.012718	112214585.0174706	145311143.6574342	121910188.65309688	150604765.0904957	140824994.59705538	139224703.3606012	P24280	P24280	0	1.5288833110395416e-14	1.1004287115942089	True	0.0005129133478155926	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AA10	66800.99946900703	33682.76185417935	2832525.1549641704	2854433.933060668	4406632.365780353	4774198.53859711	4239826.936835904	3086293.306886493	2194836.0999769657	26166853.75783604	23314596.401910827	24665491.444141515	24421754.68807754	24539792.021579064	23312418.23535957	24956806.919984862	22122639.50029109	25523115.793179706	P0AA10	P0AA10	2	1.571438570298383e-14	-3.160866141820064	True	0.000518947622495776	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q46938	159710494.22650254	179134011.89178804	161960564.61061162	143338429.06027964	136846357.9740909	146631419.42782494	147206320.08341634	157936186.77003413	141022341.9122336	597129615.0533551	597376605.7022563	651089466.1917183	640167584.2235918	622594615.020711	675398989.4227213	613655187.0141562	645880329.180484	659743846.9917487	Q46938	Q46938	0	1.6003236333333304e-14	-2.0535727803503043	True	0.0005249818971759595	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P47154	142375508.29901218	140311025.77776724	131848085.50221962	127003124.13766795	126907410.7972607	129952691.1072526	134595961.26622108	129971556.85938989	140378204.71667966	62391177.49018341	68338332.65968072	52551561.24748669	65207260.46834928	61534607.42341441	60808109.64990754	65774069.71484922	59199370.84737096	67062064.144378215	P47154	P47154	0	1.6257031137372632e-14	1.0961837785811965	True	0.000531016171856143	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P07395	35097064.64052533	31438068.003317486	38784825.02653182	32212936.28400909	39743631.64109964	35350412.50275635	37178977.58645743	32905918.36200233	39827599.63473895	165280550.3231243	176207052.54176733	185105397.35909504	171537285.27155787	181188250.54154828	187041821.61257967	183026971.76677668	186314859.8093068	184483151.86588192	P07395	P07395	0	1.7553511889534593e-14	-2.3286113992667934	True	0.0005370504465363263	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0A953	43070875.018321946	40753184.65892018	33377580.284580693	39443518.98554919	38302587.0778164	34897466.64417447	25945498.60987759	34530190.30804685	32951829.459846515	132728806.3375691	134684241.4934086	129147853.01512384	140396550.26439935	132801729.8097048	136928358.7348946	150608400.76352993	144726051.85686988	150681827.08796963	P0A953	P0A953	0	2.0677686828934007e-14	-1.9542216317540906	True	0.0005430847212165098	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q00245	28476513.591932047	31656667.40155477	28402060.32767562	28561345.273715563	27917900.50132869	28607189.106868047	29147190.111213583	29163598.716076467	27113724.80101753	12990748.953323023	14403024.3523885	11914372.904964903	15825521.974786447	13350129.660096187	14994959.459248103	14323007.11692921	14880510.654870298	13339836.75324826	Q00245	Q00245	0	2.1038813228354252e-14	1.0395324728383288	True	0.0005491189958966932	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
