protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6A8	64712.15777070676	84494.18603163474	99513.1207404968	72506.97097597747	71961.1684876535	75096.07724905715	76155.13919193043	70633.62311688099	68535.9082584123	257450.5236782974	242414.17195226395	262353.49786574894	262327.33683526336	276723.3938790368	254246.4685331321	252584.55020398533	266263.1701434865	266118.8002297509	P0A6A8	P0A6A8		acpP	0	3.524960608139832e-17	-1.7755636882755306	True	0.0002614505664762274	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P40893	443310.4142140882	435790.7279405556	469335.1310547572	448658.6740464658	442505.4994464903	457721.872415679	445275.7040040668	463585.67966645386	445874.2335929431	215859.02361165528	224222.84473603588	232693.46380603733	226618.35581557595	229140.75388129425	223571.0383334448	222677.19209787023	251869.63115506573	251195.63866962263	P40893	P40893		REE1	0	3.9669815016162843e-17	0.9635647209597442	True	0.0002662922436331945	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P15274	280251.6472277365	271330.92088942224	272194.31792012445	278436.1740838187	290861.7369244281	293132.9295224811	277978.2620021696	279266.8080548815	280182.5273944103	150729.63637662836	142492.41106794722	147291.66974505532	153520.46779973438	153313.47408193228	158308.70983905983	142670.0278160435	155568.26155540082	157190.31139137608	P15274	P15274		AMD1	0	4.485324104401215e-17	0.8907463157734566	True	0.00027113392079016174	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P11075	495514.9238776837	483557.9081452044	481745.4404924887	474355.7386400996	469406.580654538	454165.6390885691	473778.2173149373	474144.557175272	475880.8222301333	294923.1379306684	288357.4807936393	275614.4420823096	269024.9820440914	279356.52514145244	285250.90350863506	274456.1145580902	292067.48379387456	297813.67624719726	P11075	P11075		SEC7	0	5.136413494444543e-17	0.7440941857892684	True	0.0002759755979471289	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P40482	609795.65771458	576308.6547987763	604012.4088593149	588496.5647673599	622965.6349666099	593548.1617655669	602837.2734927168	607743.1660355495	622035.832793575	331028.9546789919	344963.14005339885	347716.6170009193	336505.1090677458	373846.1033092959	330550.70194456703	348078.2032784893	333720.65587343305	346902.9677788727	P40482	P40482		SEC24	0	5.3101608148840544e-17	0.8111999398943609	True	0.00028081727510409607	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P33338	297416.13169804617	307522.05098659295	301422.4627531253	282557.2663167856	297327.75281105307	289928.03611589945	296324.35463937384	307363.869603344	292429.80867702165	159771.0234399696	162240.4410756068	150848.01510759766	168944.4721351801	154762.5245766847	154772.32406897238	162488.56865434258	169723.18896640095	151663.7087243149	P33338	P33338		SLA2	0	5.38044164370857e-17	0.896811378611367	True	0.00028565895226106324	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P00925	34941045.16666327	36215876.28518615	36046289.83612679	34039676.42582488	34906909.96485168	35407617.46188659	34848537.71513262	33900943.73954157	34828625.59296631	20812196.90750541	20770535.376204606	21667323.4080456	21194646.58808309	21700204.068237003	22011923.537033472	21826423.84669066	21204452.86519732	22754765.415143307	P00925	P00925		ENO2	0	6.559737877487937e-17	0.7003436066959642	True	0.0002905006294180304	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P12758	52409.95646788541	52526.07934384435	53829.46275040605	42218.61215219826	43873.750798870286	44263.62343837189	49115.79868103331	38681.28097215703	49944.09121537064	174224.80592520782	179807.55518844372	171147.7571163888	169310.62124607363	175324.32398340778	186832.3009973957	168146.13258932604	182329.0362919754	187350.76506992383	P12758	P12758		udp	0	6.987035604418907e-17	-1.9012360792271248	True	0.0002953423065749976	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P0A7Z4	189977.01483489425	208078.17935883577	222976.24684410568	199194.87840684477	193804.7475518341	188866.71396855905	202336.5009589709	199002.58917118207	207955.0564982451	664953.514776815	665483.8092057371	706909.2075229639	713219.1215709049	703692.6687378351	692127.5702979602	693457.1821485426	720696.777976168	711342.1964992826	P0A7Z4	P0A7Z4		rpoA	0	7.069420660084483e-17	-1.79116266987651	True	0.00030018398373196474	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P23254	4671739.567111455	4875654.157701327	4848541.191365083	4689372.781609179	4673564.709377573	4805690.444645241	4639316.705157016	4719517.187026225	4820201.341623198	2635912.268341177	2628750.793817195	2589438.98497896	2619904.7156914333	2712314.214355355	2628307.1261378266	2569440.0244277427	2546916.280458181	2605356.282717652	P23254	P23254		TKL1	0	8.313433177629468e-17	0.8608183217854875	True	0.00030502566088893196	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P0A8N5	24004.249198825124	30915.079176985422	37038.50954627401	33499.058152160585	33037.3377541932	30582.32625707728	33784.19735504224	33124.283951669786	27423.8666490616	99683.6610438994	98798.8664665316	95105.44471077633	95092.60221657334	91207.63198322528	90602.8869073944	97392.91199355836	99963.69532737372	92958.88821735948	P0A8N5	P0A8N5		lysU	0	8.511710969697761e-17	-1.6028040153332876	True	0.00030986733804589913	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P17442	284268.00679466745	273296.50029771385	282921.85021847486	278386.86559530214	274063.18351676984	280652.15659593965	291484.4861818364	289554.38308343966	295325.5995397491	148602.3333567032	152012.4203195044	152367.59792010323	165530.41589064512	163279.0975531938	161970.72696012247	158714.21890556015	159591.60090780418	170252.4230824312	P17442	P17442		PHO81	0	1.263427140448649e-16	0.832115986511417	True	0.0003147090152028663	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P41277	1586999.028421837	1604811.488552478	1547779.1870863414	1505911.4563796476	1479662.845225633	1521772.266998003	1502076.1812849676	1566291.7443189565	1569039.8644905388	841196.2311272826	852899.3134740689	819064.2501487467	866519.541886381	929489.7432320692	800178.0168475927	785492.3335085928	838342.6505148766	839963.4910814735	P41277	P41277		GPP1	0	1.3209993339354034e-16	0.8744944558818256	True	0.00031955069235983346	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q03558	4355764.811496616	4341192.363774701	4530535.892272043	4235476.795304691	4147098.544377418	4294996.009231933	4267115.766733848	4358002.5217415495	4247414.975381609	2300949.327919746	2305163.150812487	2305024.2686812086	2431715.035868629	2408391.332503507	2508188.86833245	2340438.6997943986	2324980.72473965	2415770.6352829966	Q03558	Q03558		OYE2	0	1.3273158894390088e-16	0.8616212005315524	True	0.00032439236951680063	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P33442	5471461.540843166	5298069.533327586	5536690.475060717	5291031.930944582	5342987.409031625	5271767.562191717	5240435.402586861	5186810.765464194	5240162.177370051	3000964.778656843	3023831.992317256	2936144.5635679765	2861968.1817576564	3005363.134652032	2927646.441757128	2956744.43413774	2819698.01115282	2952789.7428653543	P33442	P33442		RPS1A	0	1.3353272568344e-16	0.8542218301955807	True	0.00032923404667376785	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q12754	115432.023585366	121697.6062315842	117729.22378236288	113400.7762904038	116184.58372160056	116251.39291842077	115238.89062166012	112077.80316759954	118041.60224976909	63238.478772742266	61205.14627734565	57907.62741886472	66932.31462525374	65544.45345299537	68808.12984656182	66178.66459491925	64002.89765757899	64534.80622280876	Q12754	Q12754		RRP12	0	1.4539929125419396e-16	0.8549361737449604	True	0.00033407572383073496	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P16862	6216263.207492771	6267073.105650724	6105690.692467364	5950565.83455341	6192970.038002544	6044497.084988259	5942499.25177337	6112102.057537101	6020675.447322806	3470630.467297816	3442180.8755221837	3525733.6136045284	3430765.336560016	3523169.05787878	3458379.62661492	3409068.822079479	3613691.738474084	3476520.33367616	P16862	P16862		PFK2	0	1.5208278702876897e-16	0.8070812012493992	True	0.00033891740098770213	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q08971	506133.9916172447	495206.74839278864	510482.4531044657	482875.9504930232	504438.9790425588	483381.59504074015	471122.4402037765	487272.99231648765	497487.0781430911	278087.8424636291	274020.53984080994	266130.23276106623	269345.9656231892	285331.89886027656	287496.3065586813	268187.8693142822	294921.7284638802	281064.99926233664	Q08971	Q08971		YPL225W	0	1.5743372611736272e-16	0.8254674700908571	True	0.00034375907814466935	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P22106	34232.00469095423	36296.60608509252	32168.091917178856	31366.74750192495	35592.82524470861	40060.96332331112	34464.75635967421	28535.62790568109	32457.10614610521	135515.17335091173	135991.63965794825	126810.96294912384	141480.34786522042	133246.32372114636	124296.19629415486	131736.5073506532	131020.26633057171	136280.46225292154	P22106	P22106		asnB	0	1.5995915081848186e-16	-1.9709657354140129	True	0.0003486007553016365	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P24182	28035.99182540472	28721.829404687232	28911.61831650709	24345.43152034841	18194.423316828423	26771.51271481093	24459.798198186352	31690.9523243336	26645.1532827071	84862.26072007268	89182.41066422254	85653.89168830504	85762.3853339766	96338.51806140976	89447.93210381866	93574.40642861226	88028.53682587699	90880.02406000084	P24182	P24182		accC	0	1.6646813129134002e-16	-1.757104172764341	True	0.0003534424324586037	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P06634	1714512.8855707166	1728491.650715221	1666920.8299309989	1672605.144296734	1586078.2553680325	1640275.8478852236	1624329.3791536228	1646115.845088325	1698903.6883255106	885219.4766931107	924094.9137980684	914020.4949196146	890912.7010732865	951475.9361473258	987552.249152063	914759.4793869692	944502.0069369184	981787.3144367168	P06634	P06634		DED1	0	1.7227577088249801e-16	0.8353813358304728	True	0.00035828410961557085	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P0A7G6	10611.175013508975	12481.341800000004	11362.180930125409	11871.868258444703	11428.7490877142	11797.569510808997	13242.551782869074	11753.519856240966	10846.039700484253	32087.673996179263	31154.907150562525	29728.499176015044	32818.43980317207	32327.557534515134	31985.5463952026	31606.326525190954	29514.314173763567	30894.89225527273	P0A7G6	P0A7G6		recA	0	1.7491633411238185e-16	-1.420493149442145	True	0.000363125786772538	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P40471	170384.04348950027	172410.5312000001	173454.91774636693	162204.37154261596	167368.9278802911	170728.32747527648	170170.44507426274	158716.30807114547	173719.9824406635	90683.26216111156	81460.70372769969	82766.67582848316	89989.15499895888	83334.68482144915	87488.22891185805	90667.09062056616	80457.84901715408	89105.33536469376	P40471	P40471		AYR1	0	1.8886995749526618e-16	0.9692306392322043	True	0.0003679674639295052	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P25039	119941.96950537724	127135.09982426198	123271.0116624976	121249.35848414058	117393.01779285003	117963.10860518564	117887.04980259098	117489.41011371106	123704.37880304872	62096.03045500765	66056.66523412424	64782.05848414891	58607.91164480166	64331.0549516619	67699.23960727651	64168.54001244203	65033.38917173221	63891.55304600918	P25039	P25039		MEF1	0	2.0262972554678577e-16	0.9132608305557042	True	0.00037280914108647235	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P38879	1159003.296327373	1173738.0105663536	1228851.478829343	1126883.6066145983	1149866.413843386	1190594.0726293365	1143338.673114166	1155357.4072174125	1128124.232309341	620598.8072586075	584785.8413649682	635100.8935857419	601559.156154732	636517.994636599	655899.7108404094	593993.5775979394	610218.2105724356	631764.1966616405	P38879	P38879		EGD2	0	2.1699890550169796e-16	0.9084347676918653	True	0.0003776508182434396	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P00924	4439580.291787949	4344598.08666588	4328889.872785023	4084728.0720807808	4314259.118030852	4223819.54872102	4119338.738908097	4252653.362692709	4262899.912152672	2485310.9121223493	2464112.8256800883	2452743.5169532835	2445018.4606140032	2529147.658179707	2510804.704405858	2336653.54232132	2664965.9531385284	2494141.215112936	P00924	P00924		ENO1	0	2.2426530199671567e-16	0.7776107131421484	True	0.00038249249540040674	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P38616	729545.4535849583	770897.8115371362	776034.5369597785	737337.9499073733	765756.4791675165	756147.0737894016	735113.1913244496	751472.4892216829	801163.6514878167	370024.0699906949	412951.83876793325	424399.8204074068	385949.3094990132	409011.57280444086	403549.9882679428	377035.15816819103	411243.6076845862	417369.7364096424	P38616	P38616		YGP1	0	2.5809715239939934e-16	0.9178931116453924	True	0.00038733417255737385	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P37051	35835.763553172255	36727.99438296137	42605.80920457544	35291.97262034503	36502.42294727774	37222.43215831374	34411.13793782607	34540.56281347921	39724.27080031459	111807.7531598048	111175.89501242236	105634.91736664817	118922.50318723416	116526.6382964711	115496.74728809284	114568.94151738714	118232.74315905984	116997.08926170824	P37051	P37051		purU	0	2.6098885097502477e-16	-1.6287544784460832	True	0.000392175849714341	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P43583	166139.84464441834	158131.03394570784	173089.80139763947	162721.36723102146	160415.75880003363	160429.05780548445	160031.55335120024	162355.8129662942	162549.510604399	95904.17127778027	92544.77679501874	91405.48096998857	91150.8140924436	96277.72053555884	88777.45614087948	97330.06700338348	87377.27264460751	94705.82780046096	P43583	P43583		BLM10	0	2.751195694316924e-16	0.811084879470666	True	0.0003970175268713083	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P00582	36608.239718264944	47124.48190052944	53058.372199745645	45270.74159798021	41866.800132381526	47159.13418144777	46150.81757733705	40983.72197461633	48050.80697825967	129043.28494115538	133260.38887791228	135630.62489292046	127146.3215166458	138584.80545178032	143881.03331242918	141046.27613882135	141297.60663051443	141348.00620859224	P00582	P00582		polA	0	2.972210717609556e-16	-1.59958826403827	True	0.0004018592040282754	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
O14467	341446.1209324881	351547.916155277	351190.966683666	366503.1658984021	366344.80859804864	358054.63909039256	367306.6749475049	357790.14204844	379552.293041488	189517.76075120043	180849.9573460281	192197.64450151572	171829.55884321543	190562.9170047321	181067.4901908998	171381.76482989348	194837.17489145824	193338.88042653757	O14467	O14467		MBF1	0	3.02137940002153e-16	0.9598492016730819	True	0.0004067008811852426	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P33195	286802.30164621153	292043.5367529931	315297.62098217383	279014.4130051253	279370.6069006386	294891.01423198404	296811.656371747	290174.5738371284	299465.9485281604	943242.0397011252	935350.9904867036	950210.464283392	990150.6926077215	1008127.798443882	983971.5979629696	962210.0440836456	994081.5162270884	966341.379012487	P33195	P33195		gcvP	0	3.0842584152158067e-16	-1.7294056933797508	True	0.00041154255834220974	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P25553	812109.7517739187	768110.8869226356	739981.3328240167	751278.7288271651	663748.4520754472	697147.6734293537	734447.9024377357	725779.2348930112	642626.2329699444	2748944.8612499726	2571802.3577435235	2498961.291977277	2745783.3141312683	2725331.059181811	2569783.454812035	2715542.943545908	2739063.063677964	2660318.415989991	P25553	P25553		aldA	0	3.315218634058628e-16	-1.8752527941560055	True	0.0004163842354991769	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P35194	52749.3472446626	52365.392585366506	53769.26051577363	55957.373192010105	56895.5528768876	54546.089424246	54696.428771948704	55835.23273250336	52026.04214637548	25740.659121251723	27313.11709213213	25829.645732882786	30275.477097099523	25991.2129150622	29765.609439372976	28298.22839096857	28497.65161129679	27241.325706517207	P35194	P35194		UTP20	0	3.3810487484200873e-16	0.9734914856412213	True	0.00042122591265614413	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q05515	361742.6014220697	360437.8296202069	350647.75862336456	360219.1409640753	342928.1986905475	346858.494007804	349182.964380045	333573.70081970264	342053.61939064995	209718.78134479467	201031.46018122943	186090.60287205107	201019.6801274096	196940.9631157108	198398.40280715065	202961.05923059737	196150.99492908808	211694.83062995577	Q05515	Q05515		SVF1	0	3.45066143313985e-16	0.8030677648466993	True	0.0004260675898131113	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P32769	153342.40041693603	152650.74035801753	153064.76708221002	145905.40788455293	147723.08263714256	146682.42281434048	146976.8143901196	158452.14476463362	148042.26235117568	83882.41933263668	82025.35923569773	82392.12895612513	77575.14680927736	79410.78427171124	81346.33033341044	77510.4718650254	85544.1829957984	85540.61796343033	P32769	P32769		HBS1	0	3.4850091335657586e-16	0.8797287476515435	True	0.00043090926697007847	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P16550	716311.0885827629	734626.3730260083	731146.0877380808	690679.7886168147	674626.5398692078	697930.1503927527	728403.1150549388	711904.4233617687	694629.7996822825	409326.258289183	388043.5351643592	400355.6284323531	398326.5279038094	375987.0720768614	392563.0045300468	369823.7503429278	368164.69995565154	368414.9620669625	P16550	P16550		APA1	0	4.1113295291380734e-16	0.8782609947387214	True	0.00043575094412704563	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
