protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P40482	2934851.371031637	2987445.6462658443	3123604.4498052835	2961622.789578561	2991421.807906627	2866806.2727238424	2943719.424919141	2908526.922937664	3091421.5150487744	1406737.7439023068	1472805.5721448464	1533175.665015079	1493087.5720535675	1626978.9116068184	1643734.8137283605	1433298.3433246196	1552705.5643329013	1672143.348244251	0	3.2315224770223453e-16	0.9544520444339883	True	0.000275377457031621	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A7D4	1194812.7493599325	1178920.4815316324	1183512.9132011393	1073249.144824124	1032529.9736994312	1049817.356790872	1076481.665714979	1168500.066461024	1156527.7422680245	4488835.744349668	4245215.951212964	4478999.5417295545	4609598.104959765	4516697.265491809	4737846.5495102815	4416043.682753511	4553635.234601647	4580270.958694168	0	3.364316108747194e-16	-2.006040008920051	True	0.0002801253442218213	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P32368	2536539.063914204	2523937.655950356	2406746.83821954	2422373.324476548	2428385.9717229223	2350220.461581351	2435362.7872412647	2454704.1407342874	2371025.227999089	1388725.348687322	1289676.4608248174	1337792.0843817878	1348486.1494487673	1348987.6478024588	1338120.6861881588	1395852.5024262366	1422103.4980529528	1325282.3654254875	0	3.610050597737918e-16	0.846566541004578	True	0.00028487323141202165	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P00579	146975.5239047297	178139.73244976037	158386.6902272892	125774.41603295146	149550.54102154504	162052.9851570671	128588.12808399869	122585.7646484479	131389.72128094416	570790.4686318391	535998.1484122607	605673.9046975082	583398.2038534526	576878.6934219823	587438.6869199532	569580.5594141248	562340.9356486273	630721.0181272347	0	3.624593758465558e-16	-2.002501103106016	True	0.00028962111860222206	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P77348	143271.7735892398	70995.79821712505	92799.3990200942	100590.70409940144	103102.464580765	97620.46402091355	102494.93012552004	90190.19020239296	103248.9699824274	368068.8241555247	403781.4731864882	377443.8832861674	400239.6425664298	396009.0444385113	410181.7794565713	383965.1772450697	414918.4563744034	428832.4876770797	0	3.705950587379579e-16	-1.986448697279031	True	0.00029436900579242237	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P39976	2195996.209346139	2233032.267852673	2197754.629570214	2249661.864008527	2326035.3829368977	2107346.406559524	2175186.114045349	2189349.6830921024	2277316.4197306344	1106234.7345841313	1151529.600915221	1048520.9230827836	1186197.9066578038	1253330.5836883509	1116641.3338597217	1259100.2715476088	1098051.5906228493	1158993.795564161	0	3.8694101339852174e-16	0.9428982071150654	True	0.0002991168929826228	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AB55	38651.09105838886	64490.96686679668	61843.43237649792	56980.35468888302	61819.49622801418	58802.03642049048	54712.95554568073	43943.53550885377	65224.24838345702	190293.5368509749	203127.5636916666	212618.50112723396	205298.26046936528	218534.1966294805	217316.8840990964	203045.39005493245	196565.02161989748	217203.3632334732	0	3.902019640664341e-16	-1.8798606062954846	True	0.0003038647801728231	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P23180	2415483.5061644525	2512151.5932552526	2502846.010509734	2292749.231300029	2450541.223358627	2496473.278485849	2481427.907662384	2431109.1456313278	2370005.9062205846	1341810.0634777143	1275879.369811829	1284268.6858381175	1340829.60657699	1416513.8673313907	1408454.0023366443	1206447.350572907	1224151.21821263	1307517.665622165	0	3.9547879737677316e-16	0.8948995760327269	True	0.00030861266736302345	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P76108	299848.8304416	241040.32197060375	424555.2306640643	325276.5663518842	349298.3304037228	359745.1688354345	331455.9688996495	325038.90484808	318695.5649314518	1301543.4071214865	1211716.2077535123	1290595.056757385	1323376.9798770982	1389028.8374749506	1411847.78468208	1362880.8670973936	1408675.1409297506	1358588.1717499588	0	4.346820202672082e-16	-2.0190811428323645	True	0.00031336055455322387	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P00942	31798398.98692111	33586773.65019527	32837322.456004634	31027074.531528745	31404901.648476098	31346136.863945525	33085341.010629494	31362891.98764549	31678294.62448941	18461655.855423	19015510.92129013	18357328.91126086	18491581.27543605	20002814.839749765	18462768.06244254	17496424.329544056	17091807.962641615	18098971.34695658	0	4.637065786563019e-16	0.8000585852373778	True	0.00031810844174342417	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P00582	218369.24992044605	318441.35970350244	307818.48340281035	226033.5450072596	240956.54853557635	234270.8148066156	226825.02877002023	202646.4311334875	294098.6035681019	946542.9442448344	939591.6753041708	1046759.9967313478	1078861.0750625655	983945.5193050936	996513.3830049428	1071958.5283828008	982263.7296170588	1022180.8409617876	0	4.830588206658842e-16	-1.9985335592726967	True	0.0003228563289336246	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P75874	47452.8165223242	48820.36249452744	44323.0378054858	43419.935176474966	46292.85498521526	54999.18117059883	59834.00173117608	54273.53208574028	51613.80330395426	177455.38363824456	188866.1323344816	190357.69661599497	195415.87457664823	202787.6229504954	192165.08075904413	190079.53771923276	184713.09287431533	204249.61526612032	0	4.919969945583123e-16	-1.9362139373688274	True	0.0003276042161238249	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P05020	78070.4260329044	102197.6860373524	111812.8949405086	131251.74152484623	112122.03301191004	137247.8301854199	71759.37542448765	111020.99784918828	90374.4074167636	422379.8538318891	395575.4690722059	431330.0467788046	424911.6687223493	438148.4195135585	450128.9513727664	462183.6499105	419368.4160941772	452382.1026104159	0	5.235914130499165e-16	-2.042450377601883	True	0.00033235210331402525	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P40159	2637403.1547181117	2620172.7222984275	2558875.354404265	2522939.803755405	2403630.4018927827	2497509.0767389685	2678593.397706425	2468726.325166106	2635095.219939413	1149519.9232899866	1154745.6373035836	1300044.8691021176	1343209.8711639943	1211749.2457695268	1149252.5584130627	1101414.7638715392	1147602.0626760682	1275394.354899044	0	5.424241939266186e-16	1.087648476018399	True	0.00033709999050422567	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P13482	61404.28211868525	101923.2503557005	143578.43733852264	117112.671303705	110742.13804311967	103049.13947123109	124672.33188636496	118468.40429230825	118616.65830465246	508875.98141705495	472883.9059509778	465798.9261124146	476722.9948032343	482496.4742230837	494825.86347045697	481200.81668150506	480681.70533519937	506248.05333175696	0	5.476320019570447e-16	-2.128170069295827	True	0.000341847877694426	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P43123	1197661.2688235384	1263862.4297183424	1308548.7132630777	1253088.9653372655	1208337.9214061964	1297948.8630217293	1213143.662640557	1227720.5911399508	1240089.8331594386	684285.9093896394	578204.0097005776	698295.3910959185	637625.2774456854	653689.6541375844	637786.7229654348	689787.9539662941	676645.5169522827	619253.787523658	0	5.49494100922872e-16	0.9320362863718628	True	0.0003465957648846264	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P37012	13341150.869388536	14409212.51522674	14376926.882371925	13499347.319288803	13265770.344133625	13871780.187339392	13537143.94284921	13837365.028037498	14064749.672793532	7075141.774817197	7760970.762402227	7089636.6901061805	7752471.195738775	7839722.432390097	7515983.742317522	7448291.515469525	8021312.320841101	7226985.212695481	0	5.83049545675514e-16	0.8748273257909442	True	0.0003513436520748267	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q12019	2173928.6317125447	2241644.9421821963	2124384.2280742745	2202910.47953915	2226511.3383185416	2350478.9367523594	2129491.0663312925	2134525.4447645587	2252497.8356101546	1100366.196394442	1033166.3651743446	1064729.9772027766	1073616.810665731	1211221.9032163806	1135802.8885901652	1101887.5416318236	1092629.641435614	1025698.377825802	0	6.076254294487956e-16	1.011547102168252	True	0.00035609153926502706	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P47068	2655481.404466997	2639638.5224279626	2583096.5807022685	2525032.857701703	2499326.9829583885	2476864.942887225	2514507.4689395144	2428220.7797590382	2541026.402087234	1327917.655111128	1318458.496161365	1397195.990838552	1521061.1512520402	1422017.640840388	1411858.7941820722	1534115.6855193626	1411579.750249269	1454376.7513280704	0	6.223680183477995e-16	0.8370431171267187	True	0.0003608394264552275	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0DTT0	230856.5965257236	260803.7456326364	263621.4762817291	299191.98737270123	285820.5982824948	323580.765512185	348431.2057518104	267672.7118901466	320943.5719040783	1078085.3609138434	1094176.1019042295	1151471.2982147243	1108018.5145095002	986668.6598454798	1112900.4715557466	1050705.706124094	1015788.1854255112	1094973.5148251774	0	6.605634619163072e-16	-1.89788816931137	True	0.0003655873136454278	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q04344	1802314.5756497448	1906543.8535467195	1737548.9786508586	1841048.654219693	1820546.890541979	1862832.6561951824	1738547.61726908	1858452.9242626724	1760550.7963837786	891798.7916415359	939741.197603437	1059902.0544306084	928106.8422531432	979114.7467909826	959139.8223266962	875607.1877974205	932062.7729578374	976647.6447182598	0	6.746520449649601e-16	0.9347160271969747	True	0.0003703352008356282	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q07478	7948047.879570668	8091480.135534289	8711502.953562949	7938403.911094579	7894364.886546318	8211857.339824123	8249466.626414226	8148545.87076609	8055333.238389984	4173897.9715280514	3813872.733653921	4710128.249341417	4517986.051784663	4156201.4422003487	4370374.078301238	4299402.57946433	4009277.553896243	4320223.975928925	0	7.167672676175051e-16	0.9327790461320399	True	0.0003750830880258285	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P21513	126901.374587297	153354.74119310617	71475.1179588973	139271.68499316694	128332.23179757576	132453.70876050237	140320.73436418973	106089.87333720042	77532.78197903556	642324.5774558407	626464.7497096589	567552.1996340051	608590.9710752453	623884.3849881884	656656.2064417292	628396.9229062564	690126.2874439522	599790.60837355	0	7.22573877959113e-16	-2.3913444831783144	True	0.00037983097521602886	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P12758	155760.55293973215	154276.74799724136	161330.18761443225	140861.8892143889	142142.89331170803	152770.2388261796	134682.96175178303	141436.2002343966	169477.69099164836	719823.8757063225	694078.8830209522	692088.2569721495	760341.9742567576	751890.0916755731	700113.7688315958	721542.4248644633	724212.9893124285	735605.7798220395	0	7.6679899447644765e-16	-2.2644887997319465	True	0.0003845788624062292	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P00957	547915.4147977087	674770.8609350928	491749.9378408897	493156.3448982272	448505.3231422539	474417.6740281176	493260.451578545	507054.3633072642	436338.5562427745	1747668.9138680496	1679786.1907426598	1572878.1170279847	1833153.085464454	1779127.925038261	1855191.5765950312	1786789.2693337095	1730221.8060920804	1704665.6775270093	0	7.889643979216463e-16	-1.7804257160243402	True	0.00038932674959642964	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P33327	1237354.977428072	1222496.6095147114	1332049.7769594924	1193454.2828753332	1208467.6857595197	1216753.6206888328	1244636.7919926164	1231632.1570587435	1206472.562067725	578270.9850457626	551657.5944873354	607053.8233252608	637896.116643168	601447.7571816918	641827.9288943231	591546.1006739729	582376.1164380067	606425.4830292707	0	7.889714168895934e-16	1.0390599816545896	True	0.00039407463678663	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P08518	1658611.754136715	1739053.4422991765	1695730.9802529388	1630099.345310938	1666630.5294576597	1670467.7140669178	1559868.3280690792	1626966.181993415	1661978.3829388183	771530.3857267271	820333.4426095032	823295.7118238456	809494.2751494667	856902.9633638954	864967.9826000696	804156.3455677538	851127.158052895	859343.7360639471	0	8.628680255661848e-16	0.9987525398914412	True	0.0003988225239768303	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P23843	141346.62703101957	151162.06629508515	166290.33591522207	222166.57137468937	179386.76305306258	168515.58379244054	188826.43481076977	152685.08353758152	147653.18758500257	524438.9179082926	515695.2507011683	510521.3047035728	546971.7476732786	508818.7090763255	513214.0402473214	577125.0147613513	532255.0144139938	529404.6875121528	0	9.42936209300781e-16	-1.6482872771056083	True	0.00040357041116703067	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q07825	831911.7047286686	893522.7576344656	846932.1768253751	851262.5465172976	812366.6801641338	830726.2232938111	859566.9296735623	894218.9948987353	874385.6310872707	380261.5773895327	384525.6152805221	392233.62073454726	391136.07227886247	344763.9151064782	437520.7270912612	387570.4867889852	450755.72574401234	369051.88191568526	0	9.651320216813501e-16	1.1210408931364488	True	0.00040831829835723103	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A879	2119.799798099851	2313.963134765624	3194.173020424595	3305.974221644704	15521.40334984214	1925.5209543992617	3057.879962560125	15059.716767273088	3260.081237243999	99886.367390428	96670.15860875035	92820.7522038181	92048.6832259601	106294.0762616638	107725.18582339892	98705.48723024824	90991.93004048776	106851.12839297343	7	9.851826186558308e-16	-4.16401837136814	True	0.00041306618554743144	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P36015	2501081.9284579107	2591007.2656905157	2583013.821244594	2382153.041620403	2551063.3127202354	2625705.84632328	2479340.3484277995	2447569.9838221557	2434395.1377996	1231958.05625914	1324404.300911253	1322808.862222798	1239571.1117954825	1332299.1654173522	1205787.189816683	1221849.5615935826	1361202.0234762842	1334280.5806817291	0	1.0272494253001836e-15	0.9651170719765076	True	0.0004178140727376318	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q12363	11508385.294763677	11471746.270491416	11088643.355403367	11107298.350386135	10984429.005091025	11835082.488073193	11449791.2135198	11211153.21572003	10684279.722267391	6341397.705372185	5915498.02439073	6197984.921234398	6064194.004119279	6360931.091771931	6608866.081756659	6320289.962699585	5790616.677987013	6339319.752659856	0	1.0616481435484377e-15	0.8572863479562366	True	0.0004225619599278321	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P23869	188139.186793691	189473.60405210132	212503.1903471069	169454.75147573758	197897.79661774944	194013.9676298981	172906.54295948308	200792.6331464796	202711.4967210858	617748.5828367682	675104.4962671472	625501.2349508059	649523.0073251523	693626.4593813575	654657.9590859239	627044.2679293416	649419.1855773374	634366.3794775533	0	1.207304210217004e-15	-1.7537372013036099	True	0.00042730984711803247	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0AEE5	2172197.3755303845	1933514.2180495395	1731118.794406251	1912573.9440537924	1864775.2430286745	1772987.9004297971	1881211.7182981088	1984576.8161422552	1819455.2811770523	8023848.664872946	7955592.36585437	7841476.13599989	8267483.947458059	8015886.995645819	8138977.099743922	8694986.198417759	8532471.30977515	8089674.609362438	0	1.2690456351249346e-15	-2.107262434673922	True	0.00043205773430823283	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P07213	3909521.958858102	4189919.141943373	3971844.459424953	3900129.215241562	4078891.473748894	3826715.7642372753	3958215.325021247	3871660.1348522096	3828890.62030746	2099433.7207809626	2085962.149439008	2167198.2144224807	2226714.005272474	2185107.9436907778	2022782.9524131685	2258650.30400743	2053463.810284744	2213902.294381088	0	1.39175929465167e-15	0.8796843210596808	True	0.00043680562149843325	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38288	466713.5123530089	445800.25810681767	449263.1232652301	450127.1042043928	468642.3284122808	430426.1049713303	462988.5964754014	436569.8971626078	438828.08796671376	250779.04726170417	222864.1827759887	209848.01783893784	251531.8575593888	233710.91793929503	215509.7733026536	230771.1245495637	223526.83712825173	206900.80187142023	0	1.5147372125958274e-15	0.9852805325923072	True	0.0004415535086886336	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P06169	171023996.4194065	165552270.32304847	161547356.4143165	162861323.35095018	158699633.3504413	162138645.58485824	157913074.66547978	166312144.62326193	161478888.8773312	106165046.7520351	105816080.49201994	102078366.08318436	106130634.02572508	98828843.83671004	104711916.41688009	105283876.64910722	99546587.0259422	101973397.33252165	0	1.5859277368676743e-15	0.6572554442487505	True	0.0004463013958788339	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
