Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P05042	FUMC_ECOLI	fumC	Fumarate hydratase class II	7	7.0	6322520.0	7336470.0	7646670.0	6724540.0	6150950.0	7425320.0	7296570.0	6242100.0	5804540.0	28410000.0	27525700.0	27566700.0	30185200.0	29672200.0	27472300.0	30346200.0	29205100.0	29256000.0	0	3.7268932520004154e-16	-2.090818775878793	True	0.0003199606202313562	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P32563	VPP1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	19	19.0	59417700.0	60625500.0	60587000.0	54926700.0	55307400.0	55450200.0	58680400.0	57653700.0	58369200.0	25550200.0	24607600.0	22501500.0	20400200.0	24671000.0	23294800.0	26333900.0	25141000.0	25107200.0	0	3.7346658439356866e-16	1.2596050434413237	True	0.00032611370908195916	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	15	15.0	3335720.0	2341740.0	4478880.0	2274750.0	2703790.0	3035280.0	2488190.0	2887580.0	3150800.0	14916800.0	14529800.0	16162400.0	16778700.0	16399000.0	17171500.0	16315000.0	15546900.0	16076700.0	0	4.0295868517596384e-16	-2.430299562964949	True	0.00033226679793256215	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	22	22.0	17206100.0	17327100.0	17164600.0	15267500.0	14025600.0	14788400.0	14110500.0	15145900.0	14518500.0	67692000.0	68921400.0	62885400.0	66476200.0	71258800.0	65576700.0	69081000.0	66375000.0	69592200.0	0	4.3728456798664045e-16	-2.1229104563093513	True	0.00033841988678316514	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P25526	GABD_ECOLI	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	12	12.0	3375260.0	3016620.0	2994140.0	1281150.0	2397580.0	2673630.0	2327480.0	3185910.0	2259920.0	12976100.0	13274600.0	11831900.0	12069600.0	14035600.0	12674400.0	12834600.0	13583000.0	13207300.0	0	4.961849812582903e-16	-2.308720049463826	True	0.0003445729756337682	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P00560	PGK_YEAST	PGK1	Phosphoglycerate kinase	26	25.0	4509650000.0	4348110000.0	4383890000.0	4188890000.0	4116690000.0	4027010000.0	4179570000.0	4273360000.0	4302260000.0	2047750000.0	1874580000.0	1851590000.0	2204880000.0	2050300000.0	1955570000.0	2082660000.0	2125960000.0	2030780000.0	0	5.086854306105491e-16	1.0726073501977325	True	0.0003507260644843712	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	19	19.0	4148630.0	3424430.0	2807430.0	3346910.0	4870910.0	5054420.0	4879030.0	4835420.0	4138340.0	19740600.0	20209800.0	20579200.0	17973300.0	21859300.0	20724600.0	20318300.0	20207000.0	21070700.0	0	5.332299062480091e-16	-2.2841659575462576	True	0.0003568791533349742	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q00955	ACAC_YEAST	ACC1	Acetyl-CoA carboxylase	78	74.0	131418000.0	126727000.0	126620000.0	122679000.0	118827000.0	123645000.0	126346000.0	124931000.0	124870000.0	59305000.0	58110300.0	59772500.0	54021800.0	58644500.0	57068900.0	59138700.0	60714500.0	58768400.0	0	5.481155942047831e-16	1.099402436462021	True	0.0003630322421855772	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AEQ3	GLNH_ECOLI	glnH	Glutamine-binding periplasmic protein	11	11.0	28335900.0	29502300.0	24903900.0	25741200.0	26742400.0	23280000.0	28016200.0	27044800.0	22027900.0	113476000.0	116312000.0	107686000.0	118359000.0	121168000.0	112030000.0	121243000.0	115991000.0	118956000.0	0	5.645866690027735e-16	-2.1494296388517102	True	0.00036918533103618014	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	9	9.0	118707000.0	121053000.0	121486000.0	110614000.0	114134000.0	114976000.0	112524000.0	111943000.0	115267000.0	61898300.0	61859000.0	58760500.0	50595900.0	58349500.0	56961500.0	56175100.0	57419800.0	57337000.0	0	5.706399793376337e-16	1.0027624260921895	True	0.0003753384198867832	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P04801	SYTC_YEAST	THS1	Threonine--tRNA ligase, cytoplasmic	24	24.0	77839800.0	76877700.0	71314100.0	73060000.0	73040500.0	73622800.0	78390000.0	76371200.0	75534200.0	37700500.0	38296600.0	37673700.0	33042900.0	36321600.0	35041100.0	37566100.0	37300500.0	34922100.0	0	5.709591022218511e-16	1.0440282505036056	True	0.00038149150873738617	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P80210	PURA_YEAST	ADE12	Adenylosuccinate synthetase	16	16.0	83319900.0	82621900.0	82054900.0	79144000.0	76795800.0	80897100.0	78427700.0	78626700.0	79378700.0	41318700.0	39632400.0	38812200.0	31692700.0	39330600.0	39593600.0	40596800.0	38512200.0	38497100.0	0	5.746653870281287e-16	1.051502308684457	True	0.0003876445975879892	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	6	6.0	156865000.0	153141000.0	146412000.0	153467000.0	147951000.0	137599000.0	152212000.0	150318000.0	148529000.0	65511200.0	68673500.0	73738000.0	58933200.0	70042400.0	65218700.0	73376100.0	69289600.0	66475000.0	0	5.857902790690393e-16	1.1393551622903044	True	0.0003937976864385922	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	7	7.0	124125000.0	122719000.0	121961000.0	115322000.0	113316000.0	113949000.0	115942000.0	122404000.0	118834000.0	61008600.0	59966600.0	49123200.0	62161100.0	57528200.0	56826600.0	56091800.0	58200700.0	55743900.0	0	6.210503873450527e-16	1.0484229893909454	True	0.0003999507752891952	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P21965	MCK1_YEAST	MCK1	Protein kinase MCK1	11	11.0	39575500.0	38549300.0	36549300.0	35621900.0	35588500.0	37930400.0	37345400.0	36890600.0	36594800.0	18051100.0	18178800.0	17497100.0	15523500.0	18915900.0	18274000.0	18075000.0	16988000.0	16564500.0	0	6.374171995609338e-16	1.0820900577926635	True	0.00040610386413979824	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32356	TREA_YEAST	NTH1	Cytosolic neutral trehalase	20	18.0	17712800.0	17230700.0	17223300.0	15994900.0	16506500.0	16573300.0	16865400.0	16934200.0	16130400.0	7844510.0	8228960.0	7692950.0	7188860.0	7647470.0	7404670.0	8247140.0	7782030.0	8176210.0	0	7.208858860459988e-16	1.1063802101924243	True	0.00041225695299040117	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P39968	VAC8_YEAST	VAC8	Vacuolar protein 8	12	12.0	28907200.0	28400100.0	27590800.0	27499200.0	25671800.0	26323100.0	28809500.0	28329000.0	27747000.0	11811700.0	10914400.0	11383900.0	9786650.0	11145200.0	11382300.0	12704500.0	10847000.0	12085900.0	0	7.710135339134295e-16	1.288314370233152	True	0.0004184100418410042	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	3	3.0	12409600.0	16192200.0	18874600.0	16530400.0	16701100.0	17283000.0	16764100.0	17192100.0	16132300.0	57775100.0	57022800.0	63759900.0	59247100.0	62247500.0	59714800.0	61720100.0	55535900.0	60046500.0	0	7.893053000843913e-16	-1.8587383761851575	True	0.0004245631306916072	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	10	10.0	7225410.0	7116170.0	7446160.0	6667660.0	5994320.0	6717530.0	5949300.0	5727370.0	5673030.0	28201000.0	26218600.0	28593000.0	30127200.0	29195900.0	29347800.0	28647900.0	27680000.0	29801900.0	0	8.116707941821974e-16	-2.1394002100629694	True	0.0004307162195422102	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	14	14.0	5267120.0	4864570.0	4092980.0	5848840.0	2760060.0	3935840.0	4199340.0	4827910.0	6079670.0	19176700.0	18857900.0	17884800.0	20290600.0	20556700.0	19220500.0	19870900.0	19507300.0	20182600.0	0	9.230323896064423e-16	-2.0676586432787465	True	0.00043686930839281323	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P41811	COPB2_YEAST	SEC27	Coatomer subunit beta'	26	26.0	50281900.0	50630700.0	48882500.0	47680700.0	46769500.0	45509900.0	49441100.0	49066800.0	47538800.0	23182200.0	24058300.0	22612400.0	20517500.0	23230600.0	22029200.0	24176000.0	22885000.0	21602000.0	0	1.0106628052517985e-15	1.0930313022453886	True	0.0004430223972434162	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	5	5.0	31320100.0	21382900.0	22800400.0	14365500.0	25058500.0	21951800.0	17958800.0	21407100.0	26360300.0	115174000.0	121778000.0	119926000.0	134873000.0	117076000.0	117830000.0	119389000.0	118832000.0	110779000.0	0	1.055479996832032e-15	-2.4084735803961594	True	0.00044917548609401927	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	3	3.0	12127000.0	10548200.0	7426680.0	9698980.0	10707200.0	9212590.0	11881600.0	11179600.0	6523670.0	40556400.0	40352400.0	35629000.0	36626700.0	41709900.0	36735000.0	39082800.0	38524700.0	39005700.0	0	1.2101738833888374e-15	-1.9631885817867079	True	0.0004553285749446222	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A6N4	EFP_ECOLI	efp	Elongation factor P	4	4.0	7382270.0	8291260.0	6942590.0	5488630.0	7675740.0	7213780.0	8218210.0	8052240.0	7439020.0	35769300.0	35447400.0	34177200.0	39087100.0	35825200.0	34525100.0	36796400.0	35728400.0	34125500.0	0	1.3335741381567828e-15	-2.268896608263649	True	0.0004614816637952252	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	14	14.0	4015760.0	4548870.0	4386110.0	2709890.0	3723540.0	4102610.0	3110250.0	3841450.0	2928730.0	18796000.0	18992900.0	18458700.0	18725300.0	20627900.0	19339900.0	17790300.0	20690700.0	20020800.0	0	1.387945525256904e-15	-2.3779544912607804	True	0.00046763475264582823	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic subunit	6	6.0	4241630.0	3768950.0	2697210.0	3287720.0	2987060.0	3186480.0	2964100.0	2667660.0	3052090.0	16843100.0	16015500.0	16378400.0	18134000.0	17050200.0	16936700.0	15536500.0	15544700.0	16616500.0	0	1.4855416399506465e-15	-2.3690623419164183	True	0.0004737878414964312	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P17423	KHSE_YEAST	THR1	Homoserine kinase	8	8.0	222261000.0	215794000.0	220059000.0	218701000.0	199838000.0	206891000.0	210756000.0	212970000.0	205659000.0	110414000.0	102041000.0	103568000.0	114286000.0	104736000.0	96571600.0	103788000.0	104336000.0	98851200.0	0	1.5477087191457122e-15	1.0272135663744886	True	0.00047994093034703426	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P16120	THRC_YEAST	THR4	Threonine synthase	19	19.0	112646000.0	114400000.0	120679000.0	109329000.0	106408000.0	114919000.0	110113000.0	109002000.0	112786000.0	53730600.0	54829100.0	58272800.0	45790100.0	54835100.0	55488100.0	53785100.0	53287100.0	54699900.0	0	1.5779214779104892e-15	1.059540783188747	True	0.00048609401919763725	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P42588	PAT_ECOLI	patA	Putrescine aminotransferase	7	7.0	4085700.0	4535670.0	5756770.0	2913540.0	4244830.0	4805340.0	3505820.0	4083490.0	3542380.0	16392100.0	15686300.0	18296300.0	16579900.0	17632400.0	18487000.0	17694700.0	18220100.0	17419700.0	0	1.6150758330896532e-15	-2.0613747420608814	True	0.0004922471080482402	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	17		139834000.0	135506000.0	149004000.0	133484000.0	130184000.0	132236000.0	135822000.0	135672000.0	130660000.0	556612000.0	548973000.0	585924000.0	553048000.0	578043000.0	580956000.0	588056000.0	587405000.0	573571000.0	0	1.619146371084065e-15	-2.0755784305546867	True	0.0004984001968988432	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12680	GLT1_YEAST	GLT1	Glutamate synthase [NADH]	33	33.0	549170000.0	542950000.0	552242000.0	517011000.0	528774000.0	499457000.0	538482000.0	507220000.0	520622000.0	262256000.0	261338000.0	231980000.0	248014000.0	277853000.0	248670000.0	263876000.0	262588000.0	247645000.0	0	1.7022525412302776e-15	1.0454484067441843	True	0.0005045532857494463	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	5	5.0	47822.5	29353.8	66903.0	49927.2	2000090.0	65334.7	1633680.0	51770.1	61327.0	10761800.0	11320300.0	11215500.0	10112700.0	11459400.0	9956390.0	11380500.0	10765100.0	12178900.0	7	2.1005515392486955e-15	-4.629312017167185	True	0.0005107063746000493	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P14742	GFA1_YEAST	GFA1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	11	11.0	45154900.0	45308200.0	45052800.0	41939900.0	42139400.0	41514400.0	41660700.0	43314500.0	42305000.0	22146600.0	22285100.0	18762400.0	19709400.0	21640700.0	20588100.0	20347600.0	19980400.0	20260900.0	0	2.150071019412095e-15	1.064366805069956	True	0.0005168594634506523	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q08686	THTR_YEAST	TUM1	Sulfurtransferase TUM1	15	15.0	14606200.0	14433900.0	14706400.0	14372900.0	14594700.0	13855100.0	13622400.0	14930600.0	14371400.0	7348460.0	7428730.0	6485110.0	6075600.0	6830390.0	7435960.0	6411430.0	7387370.0	6374590.0	0	2.2748368738494944e-15	1.067724132953993	True	0.0005230125523012552	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P43555	EMP47_YEAST	EMP47	Protein EMP47	12	12.0	21979700.0	21519800.0	22183900.0	20286700.0	20543400.0	21632400.0	20262600.0	20906100.0	19611900.0	9308280.0	9550230.0	8262140.0	8012080.0	10423700.0	8934940.0	9097940.0	9744560.0	9421100.0	0	2.5002320212361037e-15	1.1909072139490466	True	0.0005291656411518582	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0ACJ8	CRP_ECOLI	crp	DNA-binding transcriptional dual regulator CRP	6	6.0	5737850.0	6712150.0	8830960.0	9691100.0	6186650.0	3909670.0	8170840.0	7108930.0	6340920.0	30586000.0	32603900.0	28689600.0	29876400.0	34883300.0	33089600.0	32142600.0	32207400.0	32010100.0	0	2.5064342752824757e-15	-2.1901776909485347	True	0.0005353187300024613	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P54114	ALDH3_YEAST	ALD3	Aldehyde dehydrogenase [NAD(P)+] 2	20	11.0	44872100.0	43976500.0	43572200.0	41277100.0	41272600.0	41653400.0	44003700.0	40587300.0	42866000.0	21115400.0	20875400.0	20258800.0	17862500.0	21227900.0	20186200.0	21063800.0	20270300.0	20149000.0	0	2.5070380599081054e-15	1.0694932577820278	True	0.0005414718188530643	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P05738	RL9A_YEAST	RPL9A	Large ribosomal subunit protein uL6A	8	2.0	496605000.0	502353000.0	469576000.0	469322000.0	460331000.0	438212000.0	479611000.0	499244000.0	477022000.0	188394000.0	225967000.0	171750000.0	204512000.0	186340000.0	179721000.0	223596000.0	207626000.0	208043000.0	0	2.523870229351754e-15	1.2569964645052445	True	0.0005476249077036672	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P00817	IPYR_YEAST	IPP1	Inorganic pyrophosphatase	12	12.0	422290000.0	404759000.0	435446000.0	404972000.0	385031000.0	407318000.0	405938000.0	402426000.0	397726000.0	199374000.0	203649000.0	205288000.0	173751000.0	197214000.0	203004000.0	193704000.0	199413000.0	190938000.0	0	2.5363957488316658e-15	1.0534108052736415	True	0.0005537779965542703	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40495	LYS12_YEAST	LYS12	Homoisocitrate dehydrogenase, mitochondrial	12	12.0	80359900.0	79995600.0	75994500.0	75996200.0	73662800.0	77186400.0	75138300.0	73203600.0	77564400.0	38877900.0	38961300.0	40451200.0	34911700.0	37610900.0	36866500.0	36847500.0	37901300.0	37722900.0	0	2.6591512667272173e-15	1.0185407378206617	True	0.0005599310854048732	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	17	17.0	47822.5	29353.8	66903.0	49927.2	1414690.0	65334.7	47997.3	51770.1	61327.0	8365620.0	7911450.0	8587890.0	7497730.0	9382470.0	8562540.0	8240960.0	8432480.0	9346400.0	8	3.0336243983093364e-15	-5.378252981952939	True	0.0005660841742554763	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	20	20.0	23246500.0	23540300.0	26679000.0	22127000.0	22227200.0	23218400.0	22428600.0	21982200.0	22687200.0	96122600.0	95752600.0	102389000.0	100581000.0	102014000.0	106452000.0	101130000.0	103409000.0	102508000.0	0	3.0486330332850375e-15	-2.128905023075351	True	0.0005722372631060793	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	18	18.0	18376800.0	18913500.0	18655200.0	17246700.0	17782600.0	17645700.0	16824100.0	19080200.0	18017500.0	77339900.0	79064400.0	77042200.0	79382300.0	77968600.0	78993600.0	81785200.0	83788300.0	80660200.0	0	3.091821396959232e-15	-2.139194141692349	True	0.0005783903519566822	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0CX31;P0CX32	RS24A_YEAST;RS24B_YEAST	RPS24A;RPS24B	Small ribosomal subunit protein eS24A	4		756690000.0	767376000.0	806387000.0	771287000.0	696598000.0	750451000.0	755548000.0	748825000.0	756887000.0	383123000.0	394455000.0	407398000.0	396543000.0	375065000.0	376402000.0	371339000.0	332413000.0	358145000.0	0	3.322045097506433e-15	1.004303324010009	True	0.0005845434408072853	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P10080	SSBP1_YEAST	SBP1	Single-stranded nucleic acid-binding protein	8	8.0	137427000.0	128924000.0	128940000.0	123917000.0	125249000.0	126533000.0	133784000.0	132793000.0	128588000.0	64242700.0	60009100.0	62107000.0	73780700.0	58098600.0	56136400.0	61671400.0	58165000.0	63150600.0	0	3.3907853317150894e-15	1.06507430154564	True	0.0005906965296578883	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P77581	ASTC_ECOLI	astC	Succinylornithine transaminase	11	11.0	20186300.0	18959100.0	21414600.0	17772800.0	17874900.0	19235700.0	17004800.0	19372900.0	20082600.0	75203600.0	71850700.0	75872300.0	73291700.0	76752900.0	79146600.0	78714200.0	79034900.0	80294500.0	0	3.4248929149581054e-15	-2.005333190361404	True	0.0005968496185084914	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein PotF	6	6.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	615492.0	4828220.0	5065140.0	4770100.0	5512310.0	4656300.0	5309420.0	5257510.0	5187570.0	4653800.0	8	3.626153498877488e-15	-5.432413538502224	True	0.0006030027073590943	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P07170	KAD2_YEAST	ADK1	Adenylate kinase	10	10.0	265659000.0	265397000.0	265218000.0	246225000.0	254054000.0	253850000.0	253939000.0	254580000.0	247645000.0	128841000.0	129561000.0	126877000.0	121049000.0	132875000.0	121246000.0	123775000.0	125041000.0	123152000.0	0	3.789323402187687e-15	1.0263418872377805	True	0.0006091557962096972	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	6	6.0	57495100.0	58977900.0	56992000.0	56207000.0	55477400.0	52047300.0	57536300.0	58138600.0	53792100.0	28190500.0	27828100.0	24352900.0	26556700.0	28644500.0	26235000.0	29158700.0	26660800.0	24649000.0	0	3.874148184083985e-15	1.0643757818337394	True	0.0006153088850603003	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40961	PHB1_YEAST	PHB1	Prohibitin-1	7	7.0	14901700.0	15019300.0	14843500.0	14796300.0	14626700.0	14612100.0	13664100.0	14885500.0	15127500.0	8277850.0	7371770.0	7740380.0	6607080.0	6565780.0	7336830.0	7026370.0	6895740.0	7642580.0	0	4.108686324941971e-15	1.0169566042404516	True	0.0006214619739109033	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	2	2.0	10412700.0	10702500.0	10450300.0	6173990.0	8759210.0	6921060.0	6780070.0	9617050.0	8592330.0	43728800.0	43368300.0	43893400.0	36822200.0	40849300.0	41748000.0	44762400.0	44391000.0	42489900.0	0	4.446030570289351e-15	-2.2846788923577295	True	0.0006276150627615064	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12044	RCN2_YEAST	RCN2	Regulator of calcineurin 2	10	10.0	11398800.0	10761300.0	10732200.0	10155300.0	9602100.0	10587500.0	10242600.0	10083800.0	10143700.0	3128760.0	4138710.0	3817220.0	3653620.0	3369540.0	4064930.0	3517140.0	3391530.0	4420410.0	0	4.796332242960516e-15	1.483920246084996	True	0.0006337681516121093	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P07284	SYSC_YEAST	SES1	Serine--tRNA ligase, cytoplasmic	20	20.0	112127000.0	112903000.0	120304000.0	107780000.0	105815000.0	106997000.0	112371000.0	113215000.0	114688000.0	51676300.0	49481700.0	52560900.0	42501700.0	49479400.0	50942800.0	52740100.0	51010100.0	50853100.0	0	4.819239232055575e-15	1.1569307263991717	True	0.0006399212404627124	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P41818	GLC8_YEAST	GLC8	Protein GLC8	7	7.0	9224250.0	9134340.0	9266950.0	9455820.0	9441370.0	8621930.0	9703530.0	9992210.0	9588220.0	4324740.0	4628500.0	4398980.0	3409220.0	4441410.0	4566500.0	4044700.0	4200980.0	4634730.0	0	5.385102852960601e-15	1.127272677607167	True	0.0006460743293133153	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q05022	RRP5_YEAST	RRP5	rRNA biogenesis protein RRP5	51	51.0	17236800.0	18178200.0	18161200.0	16551700.0	16699900.0	16328500.0	16747000.0	16665000.0	17058500.0	8583410.0	8525370.0	8198730.0	6418230.0	8475280.0	8287080.0	7855090.0	7688120.0	8539910.0	0	5.475316169867937e-15	1.0819604857245322	True	0.0006522274181639183	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P07262	DHE4_YEAST	GDH1	NADP-specific glutamate dehydrogenase 1	21	15.0	65351200.0	66114900.0	64125300.0	60883300.0	62708300.0	58685600.0	64190000.0	64158000.0	61610400.0	29769100.0	29767700.0	23997100.0	23350400.0	31049500.0	24968000.0	28556500.0	29122700.0	27876000.0	0	5.505653503290175e-15	1.1924552616098805	True	0.0006583805070145214	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	15	15.0	26187000.0	23680100.0	26199900.0	26539800.0	21331200.0	22897600.0	23521700.0	22616600.0	22698100.0	98747600.0	98233800.0	101110000.0	102870000.0	99538100.0	102286000.0	106103000.0	109910000.0	107096000.0	0	6.4222575801220636e-15	-2.1020089283853642	True	0.0006645335958651243	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P22203	VATE_YEAST	VMA4	V-type proton ATPase subunit E	11	11.0	193297000.0	193813000.0	195813000.0	192544000.0	183550000.0	182343000.0	193659000.0	191105000.0	179581000.0	93764600.0	93172600.0	93558800.0	86253800.0	97552800.0	94007600.0	94287200.0	91933000.0	88588100.0	0	6.630717322110405e-15	1.0337745361085613	True	0.0006706866847157273	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
