Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AEM9	P0AEM9		tcyJ		37377.7	39658.4	35788.6	37402.8	35527.3	37643.9	129221.0	126091.0	124671.0	38560.0	126230.0	40983.1	37315.6	125437.0	132198.0	129319.0	130555.0	135096.0	0	9.394545391806511e-17	-1.7679555561138705	True	0.00031486146095717883	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0A7U3	P0A7U3		rpsS		32596.2	34964.2	35686.9	33464.1	37979.4	36893.9	111811.0	103870.0	104389.0	31996.3	108243.0	32830.6	35885.0	112688.0	114075.0	107146.0	109112.0	109127.0	0	9.64053728032862e-17	-1.6505433824809392	True	0.00031970548343344317	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P14306	P14306		TFS1		229717.0	240634.0	236589.0	232721.0	235431.0	239597.0	121361.0	119882.0	123389.0	245013.0	113826.0	248282.0	244085.0	124706.0	126329.0	123351.0	118445.0	124818.0	0	1.0645101358907887e-16	0.97333569609237	True	0.00032454950590970745	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P25526	P25526		gabD		21326.7	21238.1	21293.7	20428.6	20296.9	19552.7	75866.0	72830.8	73256.9	21479.1	71336.6	22727.7	22729.7	74868.3	75800.4	75638.4	75368.0	78557.9	0	1.1675101260307243e-16	-1.817602415884492	True	0.00032939352838597173	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P14907	P14907		NSP1		56988.0	58363.8	56974.6	58919.7	57718.3	56336.4	31363.3	29150.8	30990.2	56413.1	31171.3	60180.0	59470.5	30877.7	31412.8	30849.3	31059.5	32493.2	0	1.3292660306793436e-16	0.900124781398156	True	0.000334237550862236	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P00127	P00127		QCR6		108526.0	110404.0	107263.0	109697.0	111278.0	112928.0	58681.6	61508.9	56978.9	108768.0	54780.5	115031.0	116759.0	59239.0	61498.6	56480.0	60499.3	61411.6	0	1.3637720728190557e-16	0.9139464556592287	True	0.0003390815733385003	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A9K9	P0A9K9		slyD		12838.8	9251.46	13082.6	11793.7	11297.5	10547.4	32327.7	32403.8	30843.0	12278.3	31971.6	11774.7	12554.1	30069.1	31711.9	33271.2	34270.0	32775.6	0	1.3731848149927263e-16	-1.4581513913363464	True	0.00034392559581476463	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P43598	P43598		IGD1		42947.6	43030.8	40688.4	41400.4	41435.3	40208.7	23014.2	24507.1	21606.4	42605.9	22953.5	41783.1	42806.6	22403.9	23599.8	21415.9	23940.4	21049.0	0	1.4629243975641337e-16	0.8821761187329924	True	0.00034876961829102886	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P38626	P38626		CBR1		78601.7	78404.4	80896.8	79820.2	79302.1	79245.8	43181.4	36182.3	40609.4	76459.4	41440.7	76383.8	84505.4	41215.5	39371.7	36900.2	39991.4	41421.6	0	1.490677463270758e-16	0.985899730740295	True	0.0003536136407672932	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P00582	P00582		polA		6876.02	6564.42	6188.07	6409.97	7121.59	7271.94	22049.8	20228.9	20368.5	6676.41	20960.7	7527.18	7803.03	21411.5	21903.6	21737.6	20661.6	22501.9	0	1.6706900668386487e-16	-1.619273198264411	True	0.0003584576632435575	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P47057	P47057		SNX4		168798.0	169722.0	171615.0	174912.0	171945.0	170731.0	96079.4	99977.2	94085.3	177700.0	99400.1	179872.0	180243.0	97302.0	102545.0	98243.4	102708.0	102998.0	0	1.7564367598327376e-16	0.8093798447701096	True	0.00036330168571982176	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P37095	P37095		pepB		9834.28	9294.49	10372.1	8736.66	10172.8	8100.69	25964.9	26214.0	25351.4	10464.0	24623.3	8444.06	9309.68	25665.3	27559.5	27742.9	27041.7	27147.8	0	2.0844198799295704e-16	-1.4858540984080304	True	0.00036814570819608604	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P17117	P17117		nfsA		6045.6	5200.55	5578.05	6016.18	4058.63	6407.23	19588.4	17093.9	17765.0	5135.25	19606.6	6532.02	6211.54	18793.9	18268.6	18482.1	18959.7	18767.9	0	2.1860084927555433e-16	-1.7088681004528539	True	0.0003729897306723503	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P38079	P38079		YRO2		67588.9	67111.8	67605.4	67024.4	72743.1	69502.2	32976.5	29806.5	33671.6	69501.8	33852.3	69538.0	72826.8	29171.7	35216.9	31933.0	28207.0	30797.3	0	2.2078547489129246e-16	1.1260946177353743	True	0.00037783375314861465	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A6F1	P0A6F1		carA		10077.1	9659.37	10077.8	9745.86	10908.3	10267.4	40225.8	35843.5	39552.6	13446.9	39652.3	11393.8	11832.8	41738.8	37523.1	39355.8	38406.7	38168.6	0	2.2418835930759405e-16	-1.8471475622925848	True	0.00038267777562487894	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P53301	P53301		CRH1		66004.4	67479.1	68113.3	64668.8	68295.9	66194.4	31889.3	35976.7	33495.4	63742.9	35186.8	69244.0	69506.8	37152.1	34600.2	34750.5	33869.4	35627.8	0	2.261063332879034e-16	0.948676359926926	True	0.00038752179810114316	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A910	P0A910		ompA		9456.58	10421.2	10076.6	10187.9	11894.9	12207.0	34816.3	36317.6	36708.6	10877.0	36704.2	12988.3	10922.3	38653.7	36627.9	39705.1	35147.6	37895.4	0	2.433936411280908e-16	-1.747722321306113	True	0.00039236582057740744	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P07014	P07014		sdhB		20940.0	19899.7	16859.0	18272.1	19318.5	17641.0	54149.9	50470.2	53395.5	20716.1	51146.9	16697.9	19022.5	53338.3	55578.9	56190.4	56050.1	51706.2	0	2.7059671526741803e-16	-1.508961064102008	True	0.00039720984305367183	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P77348	P77348		mppA		9654.59	8739.33	9051.46	10180.0	10002.9	11279.6	36608.7	36214.8	33878.2	11544.1	33408.7	7923.31	11816.5	35812.8	35093.1	34217.8	34913.5	38739.9	0	2.774054152236988e-16	-1.821979528239155	True	0.0004020538655299361	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AFP6	P0AFP6		ybgI		6111.72	6508.25	7426.01	6288.31	5551.47	5258.8	19907.5	20319.4	19301.3	4817.8	20293.5	6715.5	5777.73	20558.3	20715.0	22041.2	22113.1	21448.8	0	2.7811499583097477e-16	-1.7775551876923907	True	0.00040689788800620034	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P38314	P38314		SDS24		174724.0	167736.0	166960.0	173972.0	176219.0	180736.0	88680.9	87160.2	99588.5	181727.0	96713.1	174741.0	168555.0	86672.1	93579.4	82883.1	89360.5	90215.5	0	3.193623215065876e-16	0.9418914453203939	True	0.0004117419104824646	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q12074	Q12074		SPE3		181598.0	184988.0	184867.0	189117.0	187600.0	185503.0	103861.0	102476.0	101865.0	184035.0	100279.0	190469.0	198014.0	98368.7	105485.0	97911.3	102232.0	107446.0	0	3.1995664469770686e-16	0.8741813818019813	True	0.0004165859329587289	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P25039	P25039		MEF1		40418.3	40602.9	38948.5	39651.0	39385.5	40713.3	22176.0	18211.3	21597.6	40723.4	20826.6	41928.7	40377.3	20782.6	19527.1	20821.3	20493.6	21763.8	0	3.2471291724380536e-16	0.9621189413821419	True	0.0004214299554349933	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P63284	P63284		clpB		19340.1	19372.9	18527.4	19805.9	21493.2	19835.1	62040.9	56355.3	58384.7	18029.1	58154.9	22355.1	21130.4	62113.0	61585.6	61077.0	58404.2	62369.9	0	3.265980165326967e-16	-1.5871473400730263	True	0.0004262739779112575	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0A786	P0A786		pyrB		26943.7	27186.8	26017.0	24893.2	27680.3	25651.2	98597.1	94814.3	99256.1	28217.0	96842.6	29093.1	28691.7	104308.0	97364.3	101128.0	101332.0	102086.0	0	3.2847223544739594e-16	-1.8739705502578743	True	0.0004311180003875218	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AEQ1	P0AEQ1		glcG		7942.39	6894.57	8244.84	7819.56	8239.51	8280.12	18520.2	16735.5	18752.0	8185.52	17989.1	8806.84	8214.96	18452.1	18320.0	18751.6	18948.0	18530.0	0	3.2940392904645917e-16	-1.1838489937471866	True	0.0004359620228637861	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P25367	P25367		RNQ1		91751.8	88710.0	91057.4	85699.6	85209.3	87060.0	43760.3	45404.7	44931.4	87819.7	42682.3	90642.5	92961.3	44270.6	46161.7	45190.6	44274.7	52482.6	0	3.640795222725475e-16	0.9689817813839364	True	0.00044080604534005037	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P37745	P37745		rfbC		6847.66	6497.88	5942.73	6042.63	4694.56	6517.43	17508.0	16881.3	17115.7	6448.28	17038.6	6778.63	5650.93	17759.4	17544.7	19280.6	18481.1	17432.9	0	3.872917386629738e-16	-1.5209129065988367	True	0.0004456500678163147	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
Q04178	Q04178		HPT1		89033.4	86954.0	90696.5	86326.2	86897.1	88710.0	46540.3	48241.1	50537.2	92544.3	49961.9	93660.7	92452.3	45528.5	48281.4	45986.4	52039.2	46182.7	0	3.8875885344420486e-16	0.8976974127170837	True	0.000450494090292579	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P53066	P53066		YGL242C		104227.0	103910.0	102681.0	100159.0	105783.0	101472.0	50815.6	56003.5	55621.2	106777.0	56101.6	110177.0	104359.0	52044.6	55101.9	56061.0	55688.4	56291.6	0	4.66081299318314e-16	0.9282417064420608	True	0.00045533811276884326	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P00961	P00961		glyS		17600.8	17373.1	18205.7	15896.0	16876.8	17668.5	54558.9	51318.0	53730.5	19256.8	51971.3	18093.8	18736.8	56668.8	55105.3	54866.7	55587.9	56265.2	0	5.595780952622226e-16	-1.617556196607994	True	0.00046018213524510755	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P47120	P47120		LIA1		89606.7	89454.2	90094.1	90282.7	87989.4	91440.3	47214.8	47850.2	44163.8	94848.5	49547.9	95566.8	94555.7	48929.1	48655.0	50580.9	50725.5	48831.4	0	5.603543999946877e-16	0.9163843467049303	True	0.0004650261577213719	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P41818	P41818		GLC8		32855.4	32117.2	32175.4	33140.7	31291.0	31271.2	16145.2	16348.6	15273.8	34339.2	16042.4	33893.9	31691.2	15184.7	16413.8	16282.6	18273.4	17319.9	0	5.809887317705135e-16	0.9911887211961569	True	0.00046987018019763616	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P62707	P62707		gpmA		29770.6	33961.8	37588.2	34100.1	30817.0	32767.5	113730.0	113328.0	110500.0	37235.2	105320.0	36080.6	37562.0	115923.0	112274.0	122413.0	112328.0	115724.0	0	5.857755300163888e-16	-1.720950179360853	True	0.00047471420267390044	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P07702	P07702		LYS2		127861.0	123038.0	124205.0	123948.0	126217.0	124713.0	69321.5	70302.4	66693.5	130859.0	71406.4	132044.0	130490.0	67874.5	69767.2	69964.5	73612.9	67092.4	0	6.296041363834843e-16	0.8689827378412376	True	0.0004795582251501647	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0ACY1	P0ACY1		ydjA		15004.0	15089.9	15367.3	13707.7	13528.1	12550.8	51591.9	49471.2	48112.2	16883.8	49028.4	18188.4	17546.7	55334.6	51160.6	54614.5	52496.1	51128.7	0	6.401555411166113e-16	-1.7475455798167159	True	0.000484402247626429	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0A707	P0A707		infC		20007.7	21127.6	22174.0	20762.6	17794.4	20229.3	69707.6	70134.9	70118.7	23005.4	67623.3	19695.5	20014.9	70546.8	76189.5	72641.8	73331.2	74169.4	0	6.424760740974005e-16	-1.8020442290443965	True	0.0004892462701026934	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P48510	P48510		DSK2		82969.3	84132.1	85536.9	80803.6	85780.3	81463.2	50915.7	47913.7	44843.3	82092.5	46144.6	87482.8	87298.4	46654.9	50039.6	46769.8	45945.6	48180.3	0	6.900503374521436e-16	0.8257462188394471	True	0.0004940902925789576	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A7D4	P0A7D4		purA		66585.3	64946.1	68492.2	65559.9	63342.8	64741.5	240161.0	227380.0	226299.0	69805.7	231484.0	71645.0	73636.4	239392.0	235108.0	241816.0	237015.0	249293.0	0	7.230399991005598e-16	-1.8055295116630599	True	0.0004989343150552219	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
Q02821	Q02821		SRP1		109265.0	111115.0	112112.0	103397.0	108546.0	109057.0	54963.3	61433.1	61255.9	111788.0	62004.4	111747.0	114466.0	61599.3	57735.6	60347.9	67197.1	62937.6	0	7.290591044752205e-16	0.8515508444843625	True	0.0005037783375314861	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P38349	P38349		UBX7		24972.9	22979.2	22582.1	23326.0	22866.5	22536.0	10752.2	12045.9	12764.2	24135.4	11579.3	22979.2	23179.6	12903.9	12052.5	11642.3	11113.1	12096.9	0	7.5293635142943e-16	0.970401495991449	True	0.0005086223600077504	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A9Q1	P0A9Q1		arcA		25465.1	26135.1	24582.7	23322.8	23628.8	25013.2	90891.0	83269.7	86210.4	23257.1	85217.6	26652.6	24674.0	90892.6	85180.8	88458.6	85913.0	86515.0	0	7.762036448314295e-16	-1.8128755781757047	True	0.0005134663824840148	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P25443	P25443		RPS2		556056.0	569764.0	618168.0	576853.0	581164.0	568560.0	332535.0	296641.0	322771.0	592177.0	311048.0	593840.0	585962.0	306362.0	318505.0	299645.0	294699.0	300643.0	0	8.427478447983215e-16	0.9137044359217121	True	0.0005183104049602791	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P02358	P02358		rpsF		40334.0	39637.6	33191.1	32300.1	36909.5	33438.4	118583.0	124479.0	117134.0	31679.0	123534.0	35414.2	32494.3	124650.0	126004.0	123284.0	125497.0	110494.0	0	8.436296284894832e-16	-1.7939166480227837	True	0.0005231544274365434	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P32775	P32775		GLC3		108343.0	112249.0	111073.0	105754.0	109547.0	109922.0	60635.4	58494.4	62895.6	103478.0	62825.4	108967.0	112509.0	62780.6	61391.1	59962.4	64686.7	59782.1	0	8.566004948342597e-16	0.8270282505789653	True	0.0005279984499128076	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A9D4	P0A9D4		cysE		7828.36	8329.82	7495.54	5416.5	6242.56	4679.7	29917.1	31179.5	31412.1	9062.75	28452.8	6653.47	6696.34	31076.0	32427.9	30041.1	34321.5	32219.1	0	8.621747900712286e-16	-2.1710774735980265	True	0.0005328424723890719	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P09551	P09551		argT		25559.2	26557.7	23700.9	25033.8	24430.3	23766.7	87742.0	87911.7	87502.6	30184.1	80450.3	28330.3	29548.0	88428.4	91449.2	91746.9	89759.2	93902.0	0	9.005929059003774e-16	-1.7524384305882523	True	0.0005376864948653362	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
Q12697	Q12697		YPK9		16500.9	16936.3	16371.8	17680.1	17215.0	16645.0	8778.11	9055.09	9170.59	17162.4	8396.23	17736.1	17213.3	10218.2	8547.8	8511.34	8392.11	8857.49	0	9.407088730097742e-16	0.941116998110374	True	0.0005425305173416005	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q04602	Q04602		VBA4		33711.7	34174.2	33108.9	32562.5	31672.6	31215.9	16482.3	17973.3	16171.5	33045.1	17347.0	33783.7	33234.9	15655.1	16315.0	17802.8	17182.4	19312.5	0	1.1398512014481622e-15	0.9428836003020498	True	0.0005473745398178648	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P22517	P22517		CMK2		35169.8	34819.8	38314.9	35814.5	35899.7	35278.1	21326.4	20040.2	19777.2	34849.0	21108.3	34967.8	35453.0	21494.5	20434.4	20316.5	20326.7	18616.6	0	1.2263916013237476e-15	0.8053095664259606	True	0.0005522185622941291	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q46829	Q46829		bglA		15980.3	13545.5	13147.4	16154.8	14572.4	15506.7	59548.3	55602.7	53464.5	13414.3	53102.0	15837.5	14381.7	57041.1	54947.1	56400.4	57440.1	53435.6	0	1.2299389501350136e-15	-1.918323837688333	True	0.0005570625847703933	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P77581	P77581		astC		189762.0	185763.0	193502.0	185915.0	192835.0	179779.0	644668.0	633378.0	620518.0	204477.0	626612.0	200482.0	204043.0	657418.0	658099.0	673747.0	664463.0	669679.0	0	1.2840461740635374e-15	-1.7518562862161065	True	0.0005619066072466577	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0ABD5	P0ABD5		accA		188377.0	201389.0	199042.0	168996.0	210854.0	183805.0	521300.0	550932.0	518592.0	202981.0	533026.0	217704.0	218270.0	535346.0	508767.0	584806.0	554046.0	544138.0	0	1.2939513565666549e-15	-1.4371661941578011	True	0.000566750629722922	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0A7L0	P0A7L0		rplA		77850.1	72687.7	75761.3	73859.6	71262.4	71534.8	253778.0	239033.0	240373.0	81663.2	245166.0	88044.3	78918.4	247587.0	253132.0	265967.0	256299.0	264949.0	0	1.438643936365965e-15	-1.7123568562771314	True	0.0005715946521991863	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AB24	P0AB24		efeO		3090.16	3754.77	2626.48	2974.58	2711.43	3286.77	7819.11	7970.76	7972.75	3341.85	8318.24	3306.9	3375.85	8738.55	8078.25	8720.29	7851.85	8421.37	0	1.5065370482540646e-15	-1.376020796541959	True	0.0005764386746754505	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P40363	P40363		YJL068C		118323.0	120119.0	117133.0	117244.0	124388.0	120880.0	72435.5	62790.0	67282.6	123807.0	69674.1	128583.0	123854.0	71911.2	66388.5	63549.9	66558.1	71706.4	0	1.5127891179420793e-15	0.8377473028019621	True	0.0005812826971517147	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A9W3	P0A9W3		ettA		15608.1	15324.5	14991.4	15418.2	14828.9	15855.3	41618.5	45873.0	39920.2	17820.0	42383.4	13625.6	15391.1	41794.7	43677.4	44262.3	42118.6	42945.2	0	1.529114158598157e-15	-1.4696703458617726	True	0.0005861267196279791	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0A6F3	P0A6F3		glpK		255254.0	260054.0	246230.0	259035.0	259299.0	237096.0	907185.0	937750.0	908585.0	269471.0	892216.0	276436.0	264251.0	939536.0	956191.0	956456.0	932382.0	977970.0	0	1.5530957379568663e-15	-1.853259842161193	True	0.0005909707421042434	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P50457	P50457		puuE		13352.9	12895.0	14822.9	11754.3	13764.6	12298.9	43195.3	43197.9	43369.1	14247.4	42948.5	13676.2	14269.8	48361.7	43072.9	43469.0	44396.0	45076.3	0	1.6202996377265285e-15	-1.7134696295989702	True	0.0005958147645805077	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
Q12386	Q12386		ARP8		34097.0	34061.8	34146.3	35046.6	32499.4	32935.6	18208.3	19045.8	17801.2	35677.0	19508.0	35518.6	35359.8	19094.2	19853.6	17131.8	19317.5	19890.1	0	1.6937374301540831e-15	0.8649377255971107	True	0.000600658787056772	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0AEU0	P0AEU0		hisJ		7208.55	7193.58	5279.0	6964.02	6075.38	7876.27	18437.5	17565.8	16919.9	6257.45	18439.1	6453.47	5709.91	18782.7	18626.8	17997.6	16901.3	17092.3	0	1.7318128073715389e-15	-1.4457175128761854	True	0.0006055028095330363	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AFH8	P0AFH8		osmY		16208.0	19222.9	18548.5	19231.3	19814.7	15783.0	68025.0	67662.6	69245.1	20034.1	68173.0	20827.3	18282.9	72575.4	70771.1	76522.6	73096.8	69140.4	0	1.7489431661204757e-15	-1.9191831787085403	True	0.0006103468320093005	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P05459	P05459		pdxB		13799.1	15521.2	15086.5	15398.5	15142.4	14606.9	48112.6	45240.3	45524.5	16010.7	44668.6	15616.3	15736.0	45301.5	48018.9	46175.4	44397.9	47471.2	0	1.7583430940799392e-15	-1.599493649334663	True	0.0006151908544855648	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P22106	P22106		asnB		14009.0	14010.3	11397.1	14022.8	15022.6	12873.2	49104.0	55703.6	51984.8	14383.4	52960.1	15377.5	13335.1	55055.4	53325.2	54558.9	55904.6	52269.8	0	1.7640191160054758e-15	-1.950290168319835	True	0.0006200348769618291	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P00490	P00490		malP		11911.2	10484.3	10555.2	10395.3	11837.1	12975.4	27951.9	27059.3	27494.3	10217.8	25181.1	11625.3	11426.2	27562.6	27199.3	27179.4	28227.4	29609.0	0	1.766808277369012e-15	-1.2867672824445773	True	0.0006248788994380934	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0C0L2	P0C0L2		osmC		42035.3	44291.6	37328.1	40598.9	36703.0	36729.6	141371.0	147893.0	141864.0	43857.1	130357.0	44119.0	38104.4	143822.0	146056.0	143649.0	134527.0	146132.0	0	1.8233289735697543e-15	-1.8101697245108106	True	0.0006297229219143577	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AG80	P0AG80		ugpB		21413.8	20506.4	18120.8	19075.8	19410.9	20369.1	64526.6	59739.5	63171.6	20526.7	62324.4	21516.6	20583.2	65873.4	62568.5	62303.9	66553.4	65615.9	0	1.841290510578242e-15	-1.6575674247687853	True	0.0006345669443906221	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P07118	P07118		valS		8997.33	9271.77	8071.68	7860.98	8119.86	8522.11	26775.8	28221.0	27205.4	9617.92	26601.8	8188.09	8516.99	28828.1	28929.4	29235.4	29242.2	27205.6	0	1.901493476815379e-15	-1.7087730798559988	True	0.0006394109668668863	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P04802	P04802		DPS1		286488.0	287619.0	285367.0	290634.0	287792.0	277913.0	156082.0	162305.0	164231.0	301497.0	155311.0	299692.0	294255.0	169206.0	163051.0	162717.0	161432.0	163833.0	0	1.934823258577935e-15	0.840587508178227	True	0.0006442549893431506	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P53073	P53073		EMC4		59162.5	58368.2	56518.0	56373.5	54616.6	58185.6	32332.3	30335.6	29079.5	60374.3	27621.9	59167.2	60794.2	29006.5	30307.7	26976.6	32795.1	27600.6	0	1.961210176056493e-15	0.9766263005766113	True	0.0006490990118194149	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P23893	P23893		hemL		30313.8	26456.1	26184.2	27586.3	26282.9	28047.5	69923.0	71696.1	68377.5	26948.9	69825.9	29640.7	24748.4	76963.5	70181.1	73138.1	73828.4	74940.0	0	2.0271017204371045e-15	-1.3980551423033925	True	0.0006539430342956792	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P43612	P43612		SAP155		45651.5	43833.9	45274.7	46062.8	46676.2	43261.4	26757.8	27164.0	23555.9	48396.8	24143.4	46677.0	45941.7	24395.6	23395.5	23985.5	24746.5	22734.5	0	2.0995055145769466e-15	0.898605444254237	True	0.0006587870567719435	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P40188	P40188		RGI2		89420.8	87707.4	87901.6	95318.5	84085.3	87721.1	47428.1	43489.6	43020.7	84419.2	44576.1	89039.4	91609.7	40200.6	42578.0	38657.7	38798.5	40010.5	0	2.119850445244406e-15	1.0737001154983752	True	0.0006636310792482077	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
