Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00582	DPO1_ECOLI	polA	DNA polymerase I	18	18.0	62470.7	94937.3	95261.1	68565.6	67554.9	74934.3	68141.3	70490.7	79324.2	287668.0	309480.0	316473.0	329676.0	304866.0	323856.0	331074.0	323656.0	314021.0	0	3.7599142249133084e-17	-2.0591152571644575	True	0.0002672497570456754	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P33338	SLA2_YEAST	SLA2	Protein SLA2	19	19.0	231281.0	226216.0	238444.0	228224.0	222413.0	218561.0	218586.0	229402.0	229722.0	110609.0	103412.0	102929.0	110714.0	102517.0	105468.0	105593.0	96418.0	101266.0	0	4.023356245481335e-17	1.1214992055247408	True	0.000272108843537415	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40482	SEC24_YEAST	SEC24	Protein transport protein SEC24	18	18.0	338547.0	345978.0	358624.0	355395.0	345233.0	330359.0	339898.0	348164.0	357080.0	165103.0	165654.0	176270.0	171006.0	185000.0	189104.0	168797.0	184798.0	185970.0	0	4.1006351487096376e-17	0.9706418776325673	True	0.0002769679300291545	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38715	GRE3_YEAST	GRE3	NADPH-dependent aldose reductase GRE3	7	7.0	764599.0	775217.0	791085.0	735230.0	736906.0	781031.0	726287.0	758398.0	772114.0	354323.0	361208.0	393597.0	366447.0	371782.0	369125.0	390135.0	373093.0	329136.0	0	4.4508644577331364e-17	1.0478510340107874	True	0.0002818270165208941	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	9	9.0	55276.1	59539.0	53336.1	51308.5	50797.5	52371.3	43668.7	47547.8	52294.2	209205.0	201778.0	196779.0	219636.0	204194.0	206909.0	214332.0	215935.0	205998.0	0	4.469390422197184e-17	-2.007877789426661	True	0.00028668610301263366	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q06697	CDC73_YEAST	CDC73	Cell division control protein 73	6	6.0	141576.0	143102.0	140515.0	137389.0	130951.0	138408.0	136400.0	135151.0	138818.0	69188.1	70147.1	67418.1	63917.7	67894.5	66406.8	67637.0	65102.7	62494.3	0	4.626603402539159e-17	1.0494948543723068	True	0.0002915451895043732	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P22855	MAN1_YEAST	AMS1	Alpha-mannosidase	14	14.0	244477.0	243792.0	249314.0	242624.0	231630.0	228314.0	238918.0	245678.0	240703.0	120935.0	118136.0	122141.0	114656.0	123429.0	123280.0	129808.0	114134.0	114878.0	0	4.780625865408504e-17	1.0017706018928538	True	0.00029640427599611274	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P53073	EMC4_YEAST	EMC4	ER membrane protein complex subunit 4	4	4.0	423645.0	436776.0	450358.0	451168.0	408637.0	432268.0	439074.0	423995.0	437142.0	221553.0	195947.0	196528.0	223154.0	192672.0	198892.0	196020.0	187823.0	203170.0	0	5.139892858655216e-17	1.1040340188043885	True	0.0003012633624878523	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A9C5	GLN1B_ECOLI	glnA	Glutamine synthetase	7	7.0	114801.0	120546.0	109475.0	106056.0	102337.0	103113.0	111428.0	110291.0	93682.7	406603.0	416866.0	429820.0	421837.0	430480.0	443692.0	440060.0	418316.0	448022.0	0	5.2662050539639194e-17	-1.9883643383897303	True	0.0003061224489795919	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38250	IST2_YEAST	IST2	Increased sodium tolerance protein 2	12	12.0	1330040.0	1405260.0	1389800.0	1302910.0	1349230.0	1400800.0	1367000.0	1307320.0	1337970.0	677918.0	618161.0	611371.0	654145.0	666396.0	641423.0	596049.0	621669.0	653821.0	0	5.286896962546209e-17	1.0863750314377456	True	0.0003109815354713314	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25574	EMC1_YEAST	EMC1	ER membrane protein complex subunit 1	9	9.0	358184.0	375978.0	381542.0	352456.0	349543.0	350759.0	362118.0	358115.0	369915.0	168050.0	170953.0	160349.0	142756.0	169289.0	174251.0	165638.0	171352.0	169900.0	0	5.354792539825181e-17	1.1264890334788205	True	0.00031584062196307096	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	12	12.0	25099.4	33447.1	21906.4	27816.8	22619.2	23773.2	24723.4	24808.2	21970.4	115885.0	110518.0	120317.0	120505.0	117784.0	106034.0	118311.0	120740.0	116165.0	0	5.407536019426443e-17	-2.209798185575026	True	0.0003206997084548105	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	4	4.0	1694.59	2347.24	2533.55	2987.76	2515.21	2108.73	2602.38	66.2308	6578.72	48399.7	47030.0	48967.5	51725.0	52146.9	44076.3	48705.1	48523.9	50511.5	8	5.437934664816998e-17	-4.231084722273107	True	0.00032555879494655004	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P39935	IF4F1_YEAST	TIF4631	Eukaryotic initiation factor 4F subunit p150	13	11.0	500028.0	508222.0	529791.0	508230.0	490091.0	511129.0	511977.0	499743.0	501773.0	263777.0	246062.0	252643.0	246466.0	254207.0	247952.0	256807.0	261757.0	253598.0	0	5.69517330656327e-17	0.9982442706254716	True	0.00033041788143828966	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	12	12.0	252922.0	267632.0	273100.0	254932.0	249028.0	258220.0	258673.0	270511.0	263152.0	117048.0	108080.0	127590.0	119973.0	126022.0	128390.0	113233.0	126772.0	119533.0	0	5.897993125388127e-17	1.1116614713301078	True	0.00033527696793002917	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38875	GPI16_YEAST	GPI16	GPI transamidase component GPI16	6	6.0	147388.0	143688.0	148089.0	137381.0	151066.0	146922.0	152447.0	148938.0	142034.0	71887.4	67335.0	68135.3	64932.2	67076.0	62299.8	61458.0	67998.5	56426.4	0	6.195912132051086e-17	1.1655188262928018	True	0.0003401360544217687	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q08985	SAM4_YEAST	SAM4	Homocysteine S-methyltransferase 2	5	5.0	231204.0	218206.0	215166.0	216229.0	213594.0	221065.0	213316.0	211586.0	219057.0	123365.0	105668.0	114053.0	116193.0	112420.0	107084.0	107032.0	111565.0	103040.0	0	6.50232338740946e-17	0.9698230753517691	True	0.0003449951409135083	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	5	5.0	19746.6	24506.2	23355.7	19971.4	16140.0	16957.0	20641.7	25042.6	22730.2	75932.6	73582.9	74754.4	76413.5	82313.8	81002.9	78803.8	80657.7	82630.4	0	6.566670606808263e-17	-1.9007724210987258	True	0.0003498542274052478	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	20	20.0	161370.0	179964.0	147599.0	203437.0	148136.0	176451.0	142743.0	169736.0	150048.0	498800.0	497730.0	497851.0	512840.0	524284.0	539521.0	526397.0	533896.0	558293.0	0	7.410256651054501e-17	-1.664374470307428	True	0.0003547133138969874	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38075	PDX3_YEAST	PDX3	Pyridoxamine 5'-phosphate oxidase	7	7.0	979080.0	937008.0	964546.0	946526.0	913261.0	943177.0	909052.0	977556.0	972396.0	484578.0	501959.0	459608.0	502843.0	553212.0	510112.0	502967.0	494799.0	516412.0	0	7.424313119431895e-17	0.9162828015876259	True	0.00035957240038872695	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AB55	YCII_ECOLI	yciI	Protein YciI	2	2.0	36895.4	60908.8	59639.2	52098.5	55587.1	54113.8	51217.7	41750.7	56839.7	175348.0	186450.0	178069.0	185121.0	195990.0	192349.0	192314.0	186829.0	186878.0	0	7.587021148297042e-17	-1.8400848279557454	True	0.00036443148688046647	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q06178	NMA1_YEAST	NMA1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	3	3.0	100484.0	97075.0	97794.8	95318.4	96737.1	93420.7	102671.0	100932.0	94146.6	46326.8	38080.1	44779.3	46642.4	42954.2	42362.8	48713.8	45215.4	43418.0	0	8.998762336215315e-17	1.140619343734982	True	0.00036929057337220603	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	4	4.0	35674.8	28166.3	33994.9	30722.2	37176.8	32984.8	33781.7	28440.1	31676.7	125780.0	122261.0	125336.0	133083.0	134703.0	129879.0	137237.0	127911.0	127444.0	0	9.51796891209176e-17	-1.9915454541579054	True	0.0003741496598639456	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	16	16.0	128262.0	135278.0	120496.0	131830.0	107755.0	110271.0	116488.0	128558.0	111304.0	508811.0	481474.0	503230.0	533534.0	535134.0	511908.0	535951.0	508729.0	520207.0	0	9.689967735359219e-17	-2.0891586001113316	True	0.00037900874635568517	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P53274	YG36_YEAST	YGR126W	Uncharacterized protein YGR126W	2	2.0	121316.0	119266.0	121505.0	116275.0	114876.0	115769.0	123312.0	116546.0	122552.0	54803.0	52125.3	53365.1	60140.8	55913.4	56398.2	54298.6	45651.5	55213.9	0	9.718241509686782e-17	1.1348337261821373	True	0.0003838678328474247	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	2	2.0	217910.0	201331.0	241844.0	213926.0	222567.0	233451.0	222847.0	199537.0	221177.0	785547.0	724450.0	745696.0	787975.0	776892.0	725620.0	762067.0	748811.0	742164.0	0	9.858085634061427e-17	-1.7838165496214315	True	0.00038872691933916425	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	11	11.0	140389.0	149461.0	148702.0	144290.0	142155.0	142303.0	137545.0	145310.0	138908.0	70385.1	72233.3	71096.3	65834.8	74490.2	66998.6	74234.4	72842.0	71630.7	0	1.025176748836304e-16	1.0107529999191707	True	0.00039358600583090376	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38112	MAK5_YEAST	MAK5	ATP-dependent RNA helicase MAK5	10	10.0	428811.0	433379.0	414861.0	436055.0	414986.0	411450.0	414404.0	400074.0	409174.0	191979.0	188008.0	181671.0	176513.0	174254.0	219106.0	190327.0	196562.0	175676.0	0	1.047441595320506e-16	1.1514420343195735	True	0.0003984450923226434	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38631	FKS1_YEAST	FKS1	1,3-beta-glucan synthase component FKS1	24	12.0	299080.0	285769.0	279933.0	278265.0	278316.0	271808.0	278279.0	275503.0	280670.0	145078.0	131906.0	133740.0	134488.0	145269.0	142830.0	137853.0	132674.0	136702.0	0	1.1330720844602006e-16	1.0268130444526042	True	0.00040330417881438295	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P23827	ECOT_ECOLI	eco	Ecotin	2	2.0	47517.1	56306.2	47171.2	50187.6	43277.1	41062.4	50182.1	41746.4	41632.6	161813.0	172341.0	166865.0	181029.0	180917.0	163965.0	177408.0	176064.0	177374.0	0	1.353604500941809e-16	-1.894180923907487	True	0.00040816326530612246	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P37387	XYLF_ECOLI	xylF	D-xylose-binding periplasmic protein	3	3.0	37707.8	41006.0	49383.4	41066.7	48272.4	28166.2	41716.7	51176.8	31498.8	194368.0	188311.0	184723.0	179142.0	179404.0	185749.0	184221.0	187256.0	177892.0	0	1.4042257968487423e-16	-2.1665324977945057	True	0.000413022351797862	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	33	33.0	100146.0	95507.8	86666.6	94135.2	82463.0	84934.5	88104.2	85027.2	91577.6	341836.0	335540.0	336430.0	364832.0	353144.0	350720.0	366386.0	351096.0	355622.0	0	1.4300652983723124e-16	-1.9644865994086615	True	0.00041788143828960154	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38817	GGA2_YEAST	GGA2	ADP-ribosylation factor-binding protein GGA2	8	8.0	468058.0	462016.0	490550.0	466986.0	450461.0	469856.0	455888.0	470581.0	469961.0	224791.0	232751.0	211857.0	230950.0	227773.0	233784.0	244929.0	236346.0	195905.0	0	1.545101237138886e-16	1.0439625531023315	True	0.00042274052478134117	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	10	10.0	45906.5	49501.8	52906.1	41618.0	45721.3	45858.3	43149.4	41739.0	45811.7	139124.0	137050.0	151939.0	152644.0	146440.0	147596.0	142140.0	141006.0	145760.0	0	1.5666161050384122e-16	-1.661152057176283	True	0.0004275996112730807	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38821	DNPEP_YEAST	APE4	Aspartyl aminopeptidase 4	11	11.0	291922.0	286996.0	307188.0	294151.0	286785.0	291573.0	289461.0	283339.0	285684.0	136617.0	138188.0	140753.0	132564.0	138258.0	138857.0	131028.0	129636.0	134604.0	0	1.7602807642779406e-16	1.1004902945258321	True	0.00043245869776482025	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P08679	CISY2_YEAST	CIT2	Citrate synthase, peroxisomal	12	11.0	147625.0	155226.0	152163.0	143003.0	141112.0	145631.0	148876.0	143470.0	146036.0	71584.3	68017.0	73596.7	76250.3	78446.2	80579.1	78050.9	77705.4	75638.4	0	1.8669402674285172e-16	0.9606406920636459	True	0.00043731778425655976	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	3	3.0	61801.6	73112.1	73626.4	53475.8	59701.1	53323.6	56690.3	55695.2	59523.2	183795.0	187770.0	187513.0	189565.0	177538.0	186800.0	170351.0	177655.0	177003.0	0	1.8844741210780516e-16	-1.5824475369887396	True	0.0004421768707482993	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12451	OSH2_YEAST	OSH2	Oxysterol-binding protein homolog 2	16	16.0	155818.0	167302.0	162976.0	163127.0	152322.0	167657.0	158663.0	156693.0	159619.0	76489.5	78575.9	82108.8	82336.5	84192.6	81512.7	70220.9	72339.5	77020.1	0	1.9989368951638836e-16	1.0349689064259517	True	0.00044703595724003895	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P06715	GSHR_ECOLI	gor	Glutathione reductase	6	6.0	41215.6	48995.7	45030.9	35624.9	42461.4	31398.8	47197.2	43311.4	35493.1	159128.0	161730.0	147228.0	154311.0	167087.0	160423.0	170650.0	151102.0	160950.0	0	2.0210104610872335e-16	-1.9502080321249382	True	0.00045189504373177846	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12012	YO289_YEAST	YOR289W	Uncharacterized protein YOR289W	5	5.0	167147.0	165316.0	160528.0	159520.0	152405.0	166620.0	166378.0	162425.0	157015.0	84844.9	82842.6	73806.8	82371.0	87216.8	77881.2	81030.5	89767.0	82320.2	0	2.1436399014556507e-16	0.9737027848911889	True	0.000456754130223518	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q02046	MTD1_YEAST	MTD1	Methylenetetrahydrofolate dehydrogenase [NAD(+)]	8	8.0	540682.0	547448.0	531450.0	528696.0	537376.0	562537.0	514204.0	526534.0	551919.0	245110.0	261365.0	253583.0	255706.0	275338.0	265373.0	252969.0	258174.0	267659.0	0	2.2222482530910643e-16	1.0516655129697812	True	0.00046161321671525754	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A7S9	RS13_ECOLI	rpsM	Small ribosomal subunit protein uS13	6	6.0	154554.0	154322.0	151435.0	132480.0	130664.0	133127.0	133538.0	143356.0	139371.0	581998.0	540052.0	541347.0	573573.0	585528.0	560789.0	553214.0	590738.0	571911.0	0	2.299345076431746e-16	-2.002197764450315	True	0.00046647230320699716	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A6P9	ENO_ECOLI	eno	Enolase	13	13.0	442326.0	425642.0	431382.0	415363.0	400494.0	400850.0	399439.0	428897.0	376870.0	1435780.0	1439940.0	1472270.0	1488050.0	1503320.0	1500500.0	1491920.0	1552170.0	1560940.0	0	2.4803536871298663e-16	-1.8531936902319066	True	0.0004713313896987367	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P42940	ETFB_YEAST	CIR1	Electron transfer flavoprotein subunit beta	5	5.0	201708.0	209738.0	205873.0	201966.0	188835.0	204099.0	196534.0	197208.0	199989.0	104850.0	94208.7	104861.0	92879.8	98040.5	99114.4	102591.0	96943.1	99027.0	0	2.4995448712991713e-16	1.016808821297884	True	0.00047619047619047624	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	11	11.0	75802.6	70816.7	80610.8	59502.5	67699.7	73224.6	66906.0	70722.6	74833.6	246465.0	240904.0	240136.0	250667.0	254401.0	267422.0	256379.0	258363.0	265363.0	0	2.5290995632629726e-16	-1.832684837322971	True	0.00048104956268221576	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38314	SDS24_YEAST	SDS24	Protein SDS24	10	10.0	364593.0	377662.0	347909.0	338706.0	366600.0	365174.0	353507.0	359465.0	373932.0	164381.0	175861.0	189180.0	177976.0	152486.0	167132.0	159604.0	164707.0	155030.0	0	2.676339552980297e-16	1.1082871264874417	True	0.00048590864917395527	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40825	SYA_YEAST	ALA1	Alanine--tRNA ligase, mitochondrial	30	30.0	848235.0	894986.0	900136.0	922310.0	860627.0	862878.0	849817.0	900817.0	859674.0	435111.0	471898.0	495761.0	430966.0	470654.0	457444.0	432051.0	466218.0	461097.0	0	2.7290300654061346e-16	0.9386932092941044	True	0.000490767735665695	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	7	7.0	25696.9	16206.4	18466.9	26419.0	21641.7	21363.6	22734.2	27926.2	26452.3	88825.8	88309.4	92452.1	94877.8	95521.0	96274.3	98922.4	100809.0	100987.0	0	2.759291121797703e-16	-2.0502756660158346	True	0.0004956268221574345	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P10664	RL4A_YEAST	RPL4A	Large ribosomal subunit protein uL4A	14	2.0	8654220.0	9433750.0	9350280.0	9283590.0	9079330.0	9334410.0	8884440.0	9098760.0	9182840.0	5038900.0	5596830.0	5382950.0	5003120.0	5462470.0	5397420.0	5147220.0	5478200.0	5246800.0	0	2.9118011707957437e-16	0.7853019653648147	True	0.000500485908649174	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P37297	STT4_YEAST	STT4	Phosphatidylinositol 4-kinase STT4	12	12.0	108433.0	99056.6	109089.0	102117.0	103348.0	108853.0	104458.0	102398.0	101407.0	48655.8	49798.8	43297.1	49294.6	51219.7	52433.2	45586.2	45121.4	48811.2	0	2.9555723031620367e-16	1.1129508166763156	True	0.0005053449951409135	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P12945	NAT1_YEAST	NAT1	N-terminal acetyltransferase A complex subunit NAT1	15	15.0	297344.0	296231.0	298109.0	294392.0	279681.0	271535.0	293906.0	283988.0	284080.0	148497.0	127046.0	149952.0	149121.0	150336.0	138871.0	146905.0	147329.0	153985.0	0	2.977957393216051e-16	0.9862903787935806	True	0.0005102040816326531	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	12	12.0	77254.1	85305.8	75102.3	60627.6	68691.3	72753.2	63366.6	68324.7	83300.5	264685.0	266385.0	277159.0	256749.0	273868.0	291206.0	262045.0	275549.0	290625.0	0	3.2532573748588618e-16	-1.9086805705214835	True	0.0005150631681243927	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38825	TOM71_YEAST	TOM71	Protein TOM71	10	10.0	406557.0	394783.0	398241.0	388178.0	369182.0	376757.0	390791.0	370206.0	375234.0	184348.0	178767.0	191262.0	189875.0	192881.0	168516.0	178763.0	193199.0	163711.0	0	3.439600925538513e-16	1.0800478440590797	True	0.0005199222546161322	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P22137	CLH_YEAST	CHC1	Clathrin heavy chain	37	37.0	877489.0	906984.0	881817.0	842540.0	825056.0	869571.0	848537.0	865910.0	878003.0	422590.0	411088.0	451830.0	443512.0	443710.0	450086.0	431430.0	439353.0	462957.0	0	3.4794777775837095e-16	0.9784717034280422	True	0.0005247813411078718	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P33570	TKT2_ECOLI	tktB	Transketolase 2	10	10.0	72054.3	90400.8	96544.7	77279.8	76547.7	79629.3	72289.6	85315.0	82026.4	277941.0	277977.0	276937.0	280410.0	273875.0	270532.0	284956.0	276084.0	277023.0	0	3.55975485080328e-16	-1.7693765616387973	True	0.0005296404275996113	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P32319	VPS10_YEAST	PEP1	Vacuolar protein sorting/targeting protein VPS10	14	14.0	578634.0	589796.0	590925.0	562733.0	554219.0	566482.0	574462.0	579360.0	537970.0	260277.0	251445.0	308797.0	240666.0	287061.0	276432.0	262045.0	264038.0	269521.0	0	4.0418358799541958e-16	1.0850713989117844	True	0.0005344995140913508	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P33602	NUOG_ECOLI	nuoG	NADH-quinone oxidoreductase subunit G	13	13.0	26200.8	25518.5	25224.8	20505.3	28023.8	25563.2	31170.7	23143.4	23834.2	103403.0	105695.0	116236.0	111062.0	114803.0	116170.0	110183.0	105593.0	111943.0	0	4.370414677758144e-16	-2.11831337983224	True	0.0005393586005830904	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P17891	CLC1_YEAST	CLC1	Clathrin light chain	9	9.0	821444.0	787911.0	809118.0	773691.0	750812.0	788977.0	764827.0	792696.0	743958.0	383224.0	350923.0	348769.0	397928.0	382176.0	377844.0	403590.0	392299.0	376208.0	0	4.4095612584910604e-16	1.0432053131362808	True	0.00054421768707483	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P39976	DLD3_YEAST	DLD3	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3	14	13.0	412885.0	437336.0	420070.0	411485.0	415903.0	415471.0	401772.0	441714.0	409745.0	195313.0	202166.0	203355.0	205383.0	219710.0	189981.0	211470.0	211238.0	208262.0	0	4.459738712238142e-16	1.0280903788918325	True	0.0005490767735665695	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P24783	DBP2_YEAST	DBP2	ATP-dependent RNA helicase DBP2	12	12.0	431686.0	442771.0	417894.0	413517.0	441692.0	409244.0	409976.0	432313.0	424495.0	239338.0	238548.0	218629.0	227942.0	215285.0	218211.0	247061.0	225728.0	245544.0	0	4.954973350876499e-16	0.8809218953443495	True	0.000553935860058309	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q07878	VPS13_YEAST	VPS13	Intermembrane lipid transfer protein VPS13	42	42.0	161734.0	172217.0	165220.0	167306.0	163978.0	165917.0	165882.0	173790.0	168422.0	78562.6	79300.6	83700.5	80262.5	77485.4	77307.8	79683.1	79621.1	79795.5	0	5.599574295728114e-16	1.07178611733898	True	0.0005587949465500486	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P14743	NMT_YEAST	NMT1	Glycylpeptide N-tetradecanoyltransferase	9	9.0	115399.0	114590.0	124813.0	117668.0	115739.0	124269.0	119156.0	116537.0	120584.0	62703.8	56220.1	59051.4	60139.1	62776.0	68967.3	59434.7	56494.5	59652.1	0	5.656339376629062e-16	0.9704414047439631	True	0.0005636540330417882	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P37304	PAM1_YEAST	PAM1	Protein PAM1	10	10.0	136270.0	130563.0	135226.0	132575.0	129713.0	128590.0	126044.0	123264.0	125545.0	62992.0	59248.5	55937.3	66783.5	63094.0	58278.9	60793.1	62502.5	59716.7	0	5.785491404772462e-16	1.087992541689003	True	0.0005685131195335277	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
